indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
1893,Ferguson Drops Charges Against Man Cited in Justice Dept. Report,0.84,0.63,1.05,21,0,consistente,
1894,"John Legend Puts Out Music Video Casting Call for White, ‘Out of Shape’ Trump Supporters",0.75,0.56,0.93,21,0,consistente,
1895,Gay Escort Found Dead of Meth Overdose at Home of Top Democrat Donor,0.88,0.66,1.1,21,0,consistente,
1896,BREAKING NEWS About The CLINTON FOUNDATION… We KNEW IT!!,0.79,0.59,0.99,21,1,discrepante,
1897,Lawmaker makes shocking claim about the Vegas massacre (video),0.9,0.67,1.12,21,0,consistente,
1898,"Congressman Tells All: Secret Society In The FBI, FISA Memo Lists Names, DOJ Wants Trump Taken Out…",0.79,0.6,0.99,21,0,consistente,
1899,American Peace Activist Is Denied Entry to South Korea,0.83,0.62,1.03,21,0,consistente,
1900,"The Pentagon Drops the SPLC, Other Agencies Must, Too",0.85,0.64,1.06,21,0,consistente,
1901,Las Vegas Shooter Took Multiple Trips Around the Middle East,0.89,0.67,1.12,21,0,consistente,
1902,How Funboy Floats Became the Ultimate Status Symbol on Instagram,0.75,0.56,0.94,21,0,consistente,
1903,Woman Ordered to Take Down Pro-Trump Signs Would Rather Go to Jail Than Remove Them,0.84,0.63,1.05,21,0,consistente,
1904,"Audi Engineer Implicates Superiors in Diesel Case, Lawyer Says",0.85,0.63,1.06,21,0,consistente,
1905,West Virginia Gov. Jim Justice reportedly switching to GOP during Thursday evening Trump rally,0.9,0.68,1.13,21,0,consistente,
1906,Watch: Jason Aldean Opens SNL With Tom Petty’s ‘I Won’t Back Down’,0.88,0.66,1.1,21,0,consistente,
1907,"Photogallery - Derrick Rose tried to recruit LeBron, Wade, Bosh to Chicago in 2010",0.94,0.71,1.18,21,0,consistente,
1908,Republican representative: Taking down Confederate monuments will lead to closing Holocaust museum,0.94,0.7,1.17,21,0,consistente,
1909,ROGER STONE: Cabinet Members Are Plotting To Remove President Trump From Office,0.92,0.69,1.15,21,0,consistente,
1910,I Went Door to Door in Search of Ancient Elevators in New York City,0.9,0.67,1.12,21,0,consistente,
1911,11-Year-Old Boy Holds Bb Gun To An Employee’s Head,0.93,0.7,1.16,21,0,consistente,
1912,Spotify surpasses Apple Music and reaches 60 million paying subscribers,0.93,0.7,1.16,21,0,consistente,
1913,Bill de Blasio Says He Regrets Promising List of Donors,0.89,0.67,1.12,21,0,consistente,
1914,Sophie Turner and Joe Jonas have adopted a husky,0.93,0.7,1.16,21,0,consistente,
1915,Flood of Republican retirements continues even after supposed GOP tax win,0.89,0.67,1.11,21,0,consistente,
1916,Somebody Stole A Lunar Spacecraft Right Out Of A Museum,0.78,0.58,0.97,21,0,consistente,
1917,"Denouncing Iran As A Terrorist State, Trump Refuses To Recertify Nuclear Accord – Countercurrents",0.84,0.63,1.05,21,0,consistente,
1918,Minnesota jihadi’s “descent into extremism” began “after he began attending mosque”,0.95,0.72,1.19,21,0,consistente,
1919,"Harvey Drops Nearly Two Feet of Water on the Houston Area, Causing Fatal Flooding",0.82,0.61,1.02,21,0,consistente,
1920,People Are Destroying Their Keurig Coffee Makers in Bizarre Show of Support for Sean Hannity,0.87,0.66,1.09,21,0,consistente,
1921,"Security Flaws Put Virtually All Phones, Computers at Risk",0.92,0.69,1.14,21,0,consistente,
1922,‘Are you insane?’: Seth Meyers torches our ‘neediest and most insecure president’ Trump,0.8,0.6,1.0,21,0,consistente,
1923,Florida sets its next death row execution in August,0.84,0.63,1.05,21,0,consistente,
1924,People are noticing the coffee mug in subtweet king James Comey’s Christmas tree picture,0.91,0.68,1.13,21,0,consistente,
1925,"Pelosi, House Democrats Display “Political Desperation” Over Tax Reform Plan",0.85,0.64,1.06,21,0,consistente,
1926,Governments have collected UFO information in the highest secrecy.Video,0.86,0.64,1.07,21,0,consistente,
1927,Britain Considers a ‘Latte Levy’ to Cut the Use of Coffee Cups,0.85,0.64,1.07,21,0,consistente,
1928,Obama Admin Ignored Proper Procedure In Vetting Illegal Immigrants Ties To Terrorism,0.83,0.62,1.03,21,0,consistente,
1929,Trump Just Named Five New Possible Supreme Court Nominees,0.89,0.66,1.11,21,0,consistente,
1930,We Need a Truly Grassroots Democratic Party: A Call for DNC Chair Tom Perez To Implement Findings Of #UnityReformCommission,0.89,0.67,1.11,21,0,consistente,
1931,"In Acquiring Jose Quintana, Cubs Receive Much-Needed Help From Next Door",0.86,0.64,1.07,21,0,consistente,
1932,Baltimore Police Now Blocking FBI From Investigating Murder of Cop Set To Testify Against Fellow Cops,0.84,0.63,1.05,21,0,consistente,
1933,Brien Lundin sees “considerable” potential at Balmoral’s Martiniere property,0.92,0.69,1.15,21,0,consistente,
1934,"Abbreviated pundit roundup: GOP proves again it can't govern, Trump shutdown deadline today",0.85,0.64,1.07,21,0,consistente,
1935,Bitcoin vs Gold: Most pick bitcoin in a survey tweeted by Ron Paul,0.88,0.66,1.1,21,0,consistente,
1936,Leaks Show Russian Oligarchs Registering Jets in Isle of Man,0.86,0.65,1.08,21,0,consistente,
1937,MINDBLOWING! THE 12-MONTH LIST OF ATTACKS AGAINST CONSERVATIVES SINCE TRUMP NOMINATION IN 2016,0.68,0.51,0.85,21,10,discrepante,
1938,He’d know? Eric Holder urges voters to turn out because ‘voting machines get lost’,0.9,0.67,1.12,21,0,consistente,
1939,"Democratic senator: Reports are true. Trump said 'hate-filled, vile, and racist' things.",0.84,0.63,1.05,21,0,consistente,
1940,Rand Paul says that there was no reason for the violence that he endured,0.92,0.69,1.15,21,0,consistente,
1941,"How Jim Willie Sees the Fall of the House of Saud, Finally",0.85,0.64,1.06,21,0,consistente,
1942,"Myanmar Military Report Blames ARSA for Rohingya Crisis, Acquitting Itself",0.83,0.62,1.04,21,0,consistente,
1943,"Republicans cut to Student Tax Break means, “the end of research in the United States.”",0.87,0.66,1.09,21,0,consistente,
1944,Witness the Older Generation Taking Advantage of Medical Marijuana in California,0.81,0.61,1.02,21,0,consistente,
1945,Who Did Saudi Arabia Detain Last Night in Anti-Corruption Move?,0.9,0.67,1.12,21,0,consistente,
1946,There Are So Many Elk In One Colorado County They Can Legally Be Hunted,0.93,0.7,1.17,21,0,consistente,
1947,Senators Klobuchar and Warner demonstrate how easily the Russians could hijack Facebook ads,0.91,0.68,1.13,21,0,consistente,
1948,Man has an eel trapped in his body after 'sticking it into his rectum',0.77,0.58,0.97,21,0,consistente,
1949,Daily Kos Founder Moulitsas Says NRA and Nazis 'One and the Same',0.92,0.69,1.15,21,0,consistente,
1950,Photogallery - The US needs another Deng Xiaoping in North Korea,0.9,0.68,1.13,21,0,consistente,
1951,How Can We Fix The CFPB? Shut It Down,0.8,0.6,1.0,21,0,consistente,
1952,"Do We Need the ICO Regulation, and How to Tell Promising Projects From Hopeless and Fraudulent Ones",0.79,0.59,0.99,21,0,consistente,
1953,XS Sights illuminates the night with F8 Night Sights,0.82,0.62,1.03,21,0,consistente,
1954,You Can Buy Pat McGrath Makeup on Maggie Lindemann’s Spotify Channel,0.89,0.67,1.11,21,0,consistente,
1955,Philadelphia Eagles to make a deal with the Miami Dolphins for Jay Ajayi,0.86,0.64,1.07,21,0,consistente,
1956,New York Times risks spontaneous combustion by printing annotated Constitution alongside editorial pages,0.88,0.66,1.1,21,0,consistente,
1957,How a Republican Idea for Reducing Medicare Costs Could Affect You,0.91,0.68,1.13,21,0,consistente,
1958,"Danny Sjursen Discusses “Apartheid New York” at the College of Staten Island July 20, 2017",0.91,0.68,1.14,21,0,consistente,
1959,"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam",0.85,0.64,1.06,21,0,consistente,
1960,The Trump Administration Just Stabbed the Kurds in the Front,0.84,0.63,1.05,21,0,consistente,
1961,Treasury Sec. Mnuchin Takes 'Bond Villain' Slap as 'Compliment',0.8,0.6,1.0,21,0,consistente,
1962,Republicans make absurd policy change in their fight against reproductive rights,0.9,0.67,1.12,21,0,consistente,
1963,Photogallery - LaVar Ball starting to criticize Lakers coach Luke Walton,0.91,0.68,1.14,21,0,consistente,
1964,Global Organic Manure Market 2017-2022: Market to Remain the Fastest Growing market- Research and Markets,0.82,0.62,1.03,21,0,consistente,
1965,Rhode Island lawmakers delay decision on raw milk until 2018,0.96,0.72,1.2,21,0,consistente,
1966,"Speeding Car Takes Flight, Plows into 2nd Floor of Office Building (PHOTOS)",0.75,0.56,0.94,21,0,consistente,
1967,Trump Organization Proves It Has Russian Business Ties (VIDEO),0.86,0.64,1.07,21,0,consistente,
1968,Judge in Arpaio Case Wants to Hear Arguments Before Vacating Former Sheriff’s Conviction,0.89,0.67,1.11,21,0,consistente,
1969,It’s complicated: Dems who took money from Harvey Weinstein mostly staying quiet for now,0.84,0.63,1.05,21,0,consistente,
1970,Trump's Ex-Campaign Chief Manafort Faces Obama Appointee on Bench,0.89,0.67,1.11,21,0,consistente,
1971,How to Win at Winter When You Hate Winter,0.88,0.66,1.1,21,0,consistente,
1972,Migrants from the U.S. make a beeline for Canada,0.89,0.66,1.11,21,0,consistente,
1973,"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.",0.92,0.69,1.15,21,0,consistente,
1974,Former FBI Head Comey Calling His Book 'A Higher Loyalty',0.72,0.54,0.9,21,4,discrepante,
1975,LeBron James compliments Lonzo Ball after breaking his record,0.86,0.65,1.08,21,6,discrepante,
1976,Police Make Disturbing Discovery Concerning Baby Whose Skull Was Crushed,0.86,0.65,1.08,21,0,consistente,
1977,White House Procurement Priorities for Renegotiating NAFTA Do Not Advance Free Trade,0.86,0.64,1.07,21,0,consistente,
1978,Intentional usurpation of the Court’s authority': Democrats call on judge to reject Arpaio pardon,0.9,0.68,1.13,21,0,consistente,
1979,‘Did he come with a gift receipt?’: Meyers ridicules pro-Trump pastor’s claim that president is ‘a gift from God’,0.79,0.59,0.99,21,0,consistente,
1980,"Summer Reading Contest Winner, Week 4 | On ‘Liu Xiaobo, Chinese Dissident Who Won Nobel While Jailed, Dies at 61’",0.92,0.69,1.16,21,0,consistente,
1981,Calls to start Nathan Peterman grow even louder in Buffalo,0.85,0.64,1.06,21,0,consistente,
1982,BMW will be bringing a Tesla Model 3 opponent with the i5,0.88,0.66,1.1,21,0,consistente,
1983,CDC Recommends IV Dilaudid to Treat Foot Pain Caused by Stepping on a Stray Lego Piece,0.88,0.66,1.1,21,0,consistente,
1984,Shocking Intel Document Gives Names! People Going To Jail! Dwarfs Watergate!! Verified By Q Anon!,0.83,0.62,1.04,21,0,consistente,
1985,Trump's sham election commission preps to embrace faulty explanation for Trump's New Hampshire loss,0.89,0.66,1.11,21,0,consistente,
1986,Stephen Colbert is Launching a Donald Trump Parody Show on Showtime,0.89,0.67,1.11,21,0,consistente,
1987,"PressTV-In Japan, Trump says ‘patience’ with North Korea over",0.9,0.68,1.13,21,0,consistente,
1988,China Announces Their Official Threats Against President Trump’s Economic Security Policy…,0.86,0.65,1.08,21,0,consistente,
1989,"Henry Help Raise Over $$70,000 For Sick 14-Year-Old Volunteer Firefighter",0.87,0.65,1.08,21,0,consistente,
1990,Families of Captive French Islamic State Jihadis Sue to Bring them Back to Europe,0.91,0.68,1.14,21,0,consistente,
1991,New Wall Street Journal report might totally destroy Republicans’ favorite anti-FBI talking point,0.92,0.69,1.16,21,0,consistente,
1992,Dakota Pipeline Developer Sues Enviros For Using Misinformation Against Pipeline,0.83,0.62,1.03,21,0,consistente,
1993,PROOF: Trump Handled VA Riots Way Better Than Obama Handled 5 Cops Killed By BLM…,0.89,0.67,1.11,21,0,consistente,
1994,Senators Promise to Amend Israel Boycott Bill After Backlash,0.86,0.65,1.08,21,0,consistente,
1995,Gov. Terry McAuliffe Refuses to Denounce Antifa Attacks on Journalists,0.88,0.66,1.1,21,0,consistente,
1996,McClatchy: Trump Could Lose Hispanic Support Over Merit-Based Immigration,0.88,0.66,1.09,21,0,consistente,
1997,U.S. and Turkey Try to Prevent a Diplomatic Dispute From Growing,0.85,0.64,1.06,21,0,consistente,
1998,Judge strikes down Texas law to limit second-trimester abortions,0.92,0.69,1.15,21,0,consistente,
1999,This Safeguard Is Actually Putting Your Home at Risk,0.85,0.64,1.06,21,0,consistente,
2000,ANOTHER Las Vegas Shooting Survivor Found Dead After Hit-And-Run Accident,0.87,0.66,1.09,21,0,consistente,
2001,‘Trump Wants to End Legal Immigration to the U.S.’,0.91,0.68,1.14,21,0,consistente,
2002,Erin Heatherton Is Struggling to Leave This West Village Abode,0.91,0.68,1.14,21,0,consistente,
2003,The Senate Tax Bill Threatens Access to Health Care,0.85,0.64,1.06,21,0,consistente,
2004,Bannon appeals to US Jewish community to join war on GOP establishment,0.92,0.69,1.15,21,0,consistente,
2005,What Did Hillary Clinton Know and When Did She Know It?,0.95,0.71,1.18,21,0,consistente,
2006,Some Readers Say ‘White Nationalist’ Normalizes the Charlottesville Protesters,0.94,0.7,1.17,21,0,consistente,
2007,‘My actions were despicable’: Priest takes leave of absence after revealing secret KKK past,0.84,0.63,1.05,21,0,consistente,
2008,Please Raise Your Hand If You’re Not a Sexual Predator (Audio),0.9,0.67,1.12,21,0,consistente,
2009,Lana Parrilla will not play Regina Mills anymore in 'Once Upon a Time',0.93,0.7,1.17,21,0,consistente,
2010,NBC: Green Berets Were Chasing ISIS Terrorist in Niger,0.86,0.64,1.07,21,0,consistente,
2011,Another 'Teen Mom OG' star takes aim at the show's 'fake' storylines,0.89,0.67,1.12,21,0,consistente,
2012,Jimmy Fallon Picked Up a Stranger in the Middle of Storm,0.84,0.63,1.05,21,0,consistente,
2013,"With Election Near, Mayor de Blasio Loves a Town Hall",0.83,0.62,1.04,21,0,consistente,
2014,Hillary Clinton… She Actually Did it and Here Is the Proof,0.8,0.6,1.0,21,0,consistente,
2015,Sixth Accuser Says Roy Moore Groped Her When She Was 28,0.88,0.66,1.1,21,0,consistente,
2016,"UCLA Tries to Hold Panel on “Civil Discourse,” With Predictable Results",0.81,0.61,1.01,21,0,consistente,
2017,Alan Dershowitz: 'I Don't See a Crime' With Don Jr.,0.85,0.63,1.06,21,0,consistente,
2018,"Russia Builds a Syrian Spetsnaz, Is Taking over Iran’s Shiite Militias",0.88,0.66,1.1,21,0,consistente,
2019,‘The Runaways’ actress reveals one important change in the show,0.93,0.7,1.16,21,0,consistente,
2020,“Something Is Very Wrong With The Global Economy”: Richest 1% Made 82% Of Global Wealth In 2017,0.81,0.61,1.01,21,0,consistente,
2021,"Apple wants you to learn Swift language, become an Apple developer.",0.83,0.63,1.04,21,0,consistente,
2022,U.K. Lawmakers Ask Facebook About Russian Influence in Brexit Vote,0.91,0.68,1.13,21,0,consistente,
2023,Trump will cite China and Russia as competitors in ‘America First’ national security speech,0.87,0.65,1.09,21,0,consistente,
2024,"Mother And Daughter Record Disgusting Adult Film Together, Think Nothing Of It [WATCH]",0.83,0.63,1.04,21,0,consistente,
2025,Russia's Data Access Means US Must Rethink Cybersecurity — Now,0.84,0.63,1.05,21,0,consistente,
2026,President of Judicial Watch Says What Everybody is Thinking: “I Don’t Trust the FBI”,0.85,0.64,1.07,21,0,consistente,
2027,"Desperate for War Profits, U.S. Cabal Sends 3000 More Troops to Afghanistan",0.85,0.64,1.06,21,0,consistente,
2028,NJ Politics Digest: Murphy Leads Guadagno by 14 Points in New Poll,0.84,0.63,1.04,21,0,consistente,
2029,Poland ‘Will Accept Migrants From Europe—but Not Africa or Middle East’,0.76,0.57,0.95,21,0,consistente,
2030,"Food has a major impact on getting pregnant faster, study says",0.87,0.65,1.08,21,0,consistente,
2031,"Mueller Claims Incriminating ‘Text Messages’ Gone, Trump Finds ‘Evidence’ in Oval Office",0.81,0.61,1.02,21,0,consistente,
2032,House Bill Will Make Churches Dark Money Super PACs,0.81,0.61,1.01,21,0,consistente,
2033,Canadian Doctor Finds Limited Evidence That The ‘Man Flu’ Is The Real Deal,0.89,0.67,1.12,21,0,consistente,
2034,"Google, largest lobbyist in Washington, to Build ‘Vertical Monopoly’ on Information",0.91,0.68,1.14,21,0,consistente,
2035,‘What???’ This update to the Vegas shooting case raises EVEN MORE questions,0.83,0.62,1.04,21,6,discrepante,
2036,Watchdog: U.S. Wasted Up to $62 Million on Afghan Border Security,0.86,0.65,1.08,21,0,consistente,
2037,"Steve Scalise Praises God on the House Floor, Showing the Power of Prayer",0.9,0.67,1.12,21,0,consistente,
2038,"North Korea Does Not Threaten World Peace, the US Does",0.91,0.68,1.13,21,0,consistente,
2039,Controversial Judicial Pick Failed to Disclose His Wife Is WH Lawyer,0.85,0.64,1.07,21,0,consistente,
2040,Howard Cheerleaders Add Voices to the Anthem Debate by Taking a Knee,0.81,0.6,1.01,21,0,consistente,
2041,Ethics official who sparred with Trump is leaving government,0.89,0.67,1.12,21,0,consistente,
2042,Netflix Made a Super Creepy Version of Its TV App and It Is Glorious,0.85,0.64,1.07,21,0,consistente,
2043,Comey Sends Another Cryptic Message From His 'Secret' Twitter Account,0.81,0.61,1.02,21,0,consistente,
2044,"A Revolution in Jazz? An Avant-Garde Festival Makes History, but Not Community",0.85,0.64,1.07,21,0,consistente,
2045,"After 30 Years, Alarmists Are Still Predicting A Global Warming ‘Apocalypse’",0.83,0.62,1.04,21,0,consistente,
2046,Former Commander Warns US Could Lose War Against NKorea,0.92,0.69,1.16,21,0,consistente,
2047,OH-Gov: Nan Whaley (D) Hits Trump For Refusing To Declare A National Emergency On Opioid Epidemic,0.84,0.63,1.04,21,0,consistente,
2048,MSNBC and CNN guests look to blame Manhattan truck terror on anything but jihad,0.92,0.69,1.15,21,0,consistente,
2049,Baltimore Police Now Blocking FBI from Investigating Murder of Cop Set to Testify Against Fellow Cops,0.87,0.65,1.09,21,0,consistente,
2050,What Do You Mean The Occult? A Brief Introduction,0.83,0.62,1.04,21,0,consistente,
2051,WYFP? I Wish I Had Something New to Tell You,0.83,0.63,1.04,21,2,discrepante,
2052,Trump Appears to Endorse Path to Citizenship for Millions of Immigrants,0.9,0.67,1.12,21,0,consistente,
2053,‘Creeping Annexation’: Why Israel Shelved The ‘Greater Jerusalem Law’ – Countercurrents,0.83,0.62,1.04,21,0,consistente,
2054,Marco Rubio: We Need to Reward Work Instead of Collecting Welfare for Having Children,0.85,0.64,1.07,21,0,consistente,
2055,FLOTUS Sends Out Well Wishes to Hurricane Irma Victims,0.81,0.61,1.01,21,0,consistente,
2056,Paul Newman’s Rolex Daytona watch sells for world record $$17.8 million,0.9,0.67,1.12,21,0,consistente,
2057,WSJ: Facebook Takes the Next Step to Monetize WhatsApp,0.87,0.66,1.09,21,0,consistente,
2058,"A month after Trump declared opioids a 'national emergency,' his team still has no plan",0.93,0.7,1.16,21,0,consistente,
2059,Teacher crosses out ‘men’ in Declaration of Independence; 4th-graders recite gender-neutral version,0.93,0.7,1.16,21,0,consistente,
2060,"Though They Apologized to Hannity, Keurig Still Boycotting Breitbart",0.9,0.67,1.12,21,0,consistente,
2061,VIDEO: Why we no longer need the mainstream media – Dr. Rich Swier,0.99,0.74,1.24,21,0,consistente,
2062,How Far Infrared Rays Can Totally Change Your Life (and Health),0.77,0.57,0.96,21,0,consistente,
2063,Niger President Wants 600 Billion Per Year from Europe Or Else,0.81,0.61,1.01,21,0,consistente,
2064,Washington Should Take Note of Chinese Advancement in Brazil,0.88,0.66,1.11,21,0,consistente,
2065,Archeologists discover cave drawings of Pitocin infusion on post partum woman,0.87,0.65,1.08,21,0,consistente,
2066,"Hillary Clinton Attacks Middle America, Calls For Elimination of Electoral College (VIDEO)",0.87,0.65,1.09,21,0,consistente,
2067,Denver high school students stage massive walkout to protest Trump's DACA repeal,0.89,0.67,1.11,21,0,consistente,
2068,"McCain tries to bring Trump to Heel, cites draft record",0.82,0.61,1.02,21,0,consistente,
2069,Dismissed FBI Agent Falsified Statement That Would’ve Implicated Hillary Clinton in a CRIME,0.86,0.64,1.07,21,0,consistente,
2070,"Hurricane Harvey poised to disproportionately impact blacks in Texas, but no one is talking about it",0.83,0.62,1.03,21,0,consistente,
2071,"In Los Angeles, Hotel Hipness Makes a Grand Return",0.83,0.62,1.04,21,0,consistente,
2072,Maduro Puts Army on Alert as Venezuela Threatened by 'the Most Criminal Empire',0.84,0.63,1.05,21,0,consistente,
2073,US climate assessment exposes ‘simply terrifying’ recklessness of Trump,0.87,0.65,1.09,21,0,consistente,
2074,"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",0.82,0.61,1.02,21,0,consistente,
2075,Paul Ryan says spending bill will save Obama’s Dreamers,0.92,0.69,1.15,21,0,consistente,
2076,Think Russia and Mueller Are 'Going to Save Us',0.79,0.6,0.99,21,0,consistente,
2077,Google Executive Creates Biblical “Image Of The Beast” End Times Are Here,0.81,0.61,1.02,21,0,consistente,
2078,The Mercers play both sides of the climate change issue,0.91,0.68,1.14,21,0,consistente,
2079,"Until Elected Officials Champion Medicare for All, They Can Expect Nurses at Their Offices — and in Their Seats",0.91,0.68,1.14,21,0,consistente,
2080,FEMA director heads to Puerto Rico amid reports of apocalyptic conditions; Hillary Clinton says ‘send the Navy’,0.92,0.69,1.16,21,0,consistente,
2081,"Migrants Travel to ‘Soft Touch’ Scotland for Female Genital Mutilation (FGM), One Midwife Sees 150 Cases a Year – Infinite Unknown",0.82,0.61,1.02,21,0,consistente,
2082,Stephen Curry thinks the Boston Celtics could make the NBA Finals,0.93,0.7,1.16,21,0,consistente,
2083,"Pittsburgh Steelers dropped the ball, lost to New England Patriots",0.89,0.67,1.11,21,0,consistente,
2084,NBA Star Chris Paul May Have Threatened The President of The United States,0.88,0.66,1.1,21,0,consistente,
2085,Marshawn Lynch Gives The Media A Taste Of Beast Mode,0.8,0.6,1.0,21,0,consistente,
2086,Treasury Inspector General Finds No Political Meddling in Tax Analysis,0.84,0.63,1.05,21,0,consistente,
2087,GOP Senator Receives Death Threat to Oppose Obamacare Repeal,0.9,0.67,1.12,21,0,consistente,
2088,VIDEO: President Trump shunned ‘fancy lunch’ to dine with U.S. and South Korean soldiers – Dr. Rich Swier,0.93,0.69,1.16,21,0,consistente,
2089,VPNs pulled out by Apple in China and Russia signs banning of VPNs,0.85,0.63,1.06,21,0,consistente,
2090,Suit Argues New Angle in Claim of For-Profit College Fraud,0.77,0.58,0.96,21,0,consistente,
2091,"Spencer Johnson, ‘Who Moved My Cheese?’ Author, Dies at 78",0.89,0.67,1.11,21,0,consistente,
2092,PressTV-Iran demands EU bring US into line with nuclear deal,0.89,0.67,1.12,21,0,consistente,
2093,Ron Paul Warns America’s “on the Verge of Something Like 1989’s Soviet System Collapse”,0.9,0.68,1.13,21,0,consistente,
2094,I.R.S. Says It Will Reject Tax Returns That Lack Health Insurance Disclosure,0.73,0.55,0.91,21,1,discrepante,
2095,New York Times Asks Fox for Apology After ‘Inaccurate Segment’,0.92,0.69,1.15,21,0,consistente,
2096,"‘If you support the racist, you are the racist’: Michael Moore holds Trump backers accountable for Charlottesville",0.89,0.67,1.12,21,0,consistente,
2097,Amazon’s Whole Foods Acquisition Makes Stores An Extension of E-Commerce,0.96,0.72,1.2,21,0,consistente,
2098,"Photogallery - Roger Federer dismantles Rafael Nadal, targets world No. 1 spot",0.93,0.7,1.16,21,0,consistente,
2099,"Overwatch' sets new milestone for Blizzard, acquires 46 million users",0.88,0.66,1.1,21,0,consistente,
2100,As Russia Warns ‘World Faces War Worse Than Any Other In Human History’,0.79,0.59,0.99,21,0,consistente,
2101,ZOMG! Obvious Photoshop of Trump saving cats in Hurricane Harvey flood water goes viral,0.83,0.62,1.04,21,0,consistente,
2102,"With a Monday Vote Expected, Democrats Press to Release Their Own Memo",0.88,0.66,1.1,21,0,consistente,
2103,Huckabee Sanders fakes endorsement of Trump's 'destroy' North Korea policy—from Barack Obama,0.91,0.68,1.14,21,0,consistente,
2104,Because SERVANTS! Dianne Feinstein accidentally exposes the Left’s RACIST views on immigration,0.94,0.71,1.18,21,0,consistente,
2105,We Accept The Reality With Which We Are Presented,0.87,0.65,1.08,21,0,consistente,
2106,16 Year Old Autistic Teen Offers Some Incredible Insight About Life,0.9,0.68,1.13,21,0,consistente,
2107,"After Trump tweeted a meme about her fallen husband and the anthem, Pat Tillman's widow speaks out",0.93,0.69,1.16,21,0,consistente,
2108,"Mountain Goats on Your Trail? They Like You, and Your Urine",0.8,0.6,1.01,21,0,consistente,
2109,Fox Biz beats CNBC in key demo for first time since March,0.87,0.65,1.09,21,0,consistente,
2110,Ariana Grande Spent the Holidays In This Lavish Colorado Mansion,0.88,0.66,1.09,21,0,consistente,
2111,"Judge rules to remove WWI cross memorial, because it symbolizes Christianity.",0.87,0.65,1.08,21,0,consistente,
2112,Nolte: Hollywood Enables Countless Sexual Predators and Still Wants to Take Women’s Guns,0.81,0.61,1.01,21,0,consistente,
2113,Dem Senators Decline To Condemn Women’s March For Supporting Terrorist,0.84,0.63,1.05,21,0,consistente,
2114,DreamHost Ordered to Release Some Trump Protest Website Data to U.S.,0.87,0.65,1.09,21,0,consistente,
2115,Are Helicopter Parents Raising Their Children To Be Unemployable?,0.77,0.58,0.97,21,0,consistente,
2116,"Besides Uber, Japanese Giant SoftBank Owns These 16 Silicon Valley Startups",0.94,0.7,1.17,21,0,consistente,
2117,Sinclair Broadcast News exposed its white nationalist agenda today,0.93,0.7,1.16,21,0,consistente,
2118,How Hugh Hefner and Playboy Paved the Way for The Advocate,0.95,0.71,1.19,21,0,consistente,
2119,Weinstein sex scandal may negatively impact Michael Moore and Quentin Tarantino,0.93,0.69,1.16,21,0,consistente,
2120,Muslims Fear Backlash After Minneapolis Cop Shoots Australian Woman,0.87,0.65,1.08,21,0,consistente,
2121,When did the ‘Mall of America’ in Minnesota become the ‘Mall of Mogadishu?’,0.85,0.64,1.07,21,0,consistente,
2122,"New Yorker avoids years in prison over Glock mags, vows to appeal conviction",0.9,0.67,1.12,21,0,consistente,
2123,Poll: 40 Percent Think Media Presents ‘Greater Threat’ to America than White Supremacists,0.84,0.63,1.05,21,0,consistente,
2124,"WATCH: ‘Cowards’ Remove Confederate Statues, Says Black Fmr. Dallas Councilwoman",0.87,0.65,1.08,21,0,consistente,
2125,Why Should You Build Carports in Your Home? Top Reasons You Cannot Ignore!,0.91,0.68,1.14,21,0,consistente,
2126,When the U.S. Last Faced an Emerging Nuclear Threat in East Asia,0.93,0.7,1.17,21,0,consistente,
2127,CBS shocked to find black Trump voters still behind the president 100%,0.88,0.66,1.1,21,0,consistente,
2128,An Al Jazeera Reporter Went Undercover with the Pro-Israel Lobby In Washington,0.97,0.73,1.21,21,0,consistente,
2129,Claire McCaskill’s Pharma Advertising Amendment Could Kill Tax Reform,0.87,0.66,1.09,21,0,consistente,
2130,Even old Samsung phones are beating out the iPhone 8,0.86,0.64,1.07,21,0,consistente,
2131,"VIDEO Protests ERUPT: DEMAND MAYOR BETSY HODGES’ RESIGNATION, shut down press conference",0.77,0.58,0.96,21,1,discrepante,
2132,Ivanka Trump Just Humiliated Her Dad On Father’s Day,0.89,0.67,1.12,21,0,consistente,
2133,Photogallery - LeBron James drops 57 points as Cavs defeat Wizards,0.87,0.65,1.09,21,0,consistente,
2134,What Trump Is Doing in Jerusalem and Why He Is Doing It,0.95,0.71,1.18,21,0,consistente,
2135,U.K. Anti-Terror Censorship Law Stupidly Used Against Guy Who Fights Terrorism,0.81,0.61,1.01,21,0,consistente,
2136,Vogue model spent years in Muslim billionaire’s harem as his “pleasure wife”,0.93,0.7,1.16,21,0,consistente,
2137,"In addition to all its other wrongdoing, North Korea owes NYC $$156K for this",0.9,0.67,1.12,21,0,consistente,
2138,"Leonardo da Vinci Painting Sells for $450.3 Million, Shattering Auction Highs",0.87,0.65,1.09,21,0,consistente,
2139,Little Sisters face new lawsuit over their HHS mandate exemption,0.87,0.65,1.08,21,0,consistente,
