frases_ingles,metrica,modelo,score
black as coal,BLEU,llama,0.0
black as coal,BERTSCORE,llama,0.8836511373519897
black as coal,BLEURT,llama,1.0081645250320435
black as coal,COMET22,llama,0.9673234224319458
black as coal,KIWI-XL,llama,0.981094241142273
black as coal,XCOMET-XL,llama,0.9767796993255615
black as coal,ROUGE,marian,1.0
black as coal,BLEU,marian,0.0
black as coal,BERTSCORE,marian,1.0
black as coal,BLEURT,marian,1.0663288831710815
black as coal,COMET22,marian,0.9816005825996399
black as coal,KIWI-XL,marian,0.9220878481864929
black as coal,XCOMET-XL,marian,1.0
black as coal,ROUGE,meta,0.5
black as coal,BLEU,meta,0.0
black as coal,BERTSCORE,meta,0.7823805212974548
black as coal,BLEURT,meta,0.11847709119319916
black as coal,COMET22,meta,0.741693913936615
black as coal,KIWI-XL,meta,0.8849961757659912
black as coal,XCOMET-XL,meta,0.9485275745391846
black as coal,ROUGE,mistral,0.8571428571428571
black as coal,BLEU,mistral,0.0
black as coal,BERTSCORE,mistral,0.8836511373519897
black as coal,BLEURT,mistral,1.0081645250320435
black as coal,COMET22,mistral,0.9675310850143433
black as coal,KIWI-XL,mistral,0.9968568086624146
black as coal,XCOMET-XL,mistral,0.9819785356521606
black as coal,ROUGE,qwen,1.0
black as coal,BLEU,qwen,0.0
black as coal,BERTSCORE,qwen,1.0000001192092896
black as coal,BLEURT,qwen,1.0663288831710815
black as coal,COMET22,qwen,0.9941614270210266
black as coal,KIWI-XL,qwen,0.859299898147583
black as coal,XCOMET-XL,qwen,1.0
ants in your pants,ROUGE,gemini,0.0
ants in your pants,BLEU,gemini,0.0
ants in your pants,BERTSCORE,gemini,0.6365207433700562
ants in your pants,BLEURT,gemini,-1.2924867868423462
ants in your pants,COMET22,gemini,0.3392426073551178
ants in your pants,KIWI-XL,gemini,-0.02005249448120594
ants in your pants,XCOMET-XL,gemini,0.6392590999603271
ants in your pants,ROUGE,gemma3,0.0
ants in your pants,BLEU,gemma3,0.0
ants in your pants,BERTSCORE,gemma3,0.7153984904289246
ants in your pants,BLEURT,gemma3,-0.7502061724662781
ants in your pants,COMET22,gemma3,0.4164106249809265
ants in your pants,KIWI-XL,gemma3,-0.05731584131717682
ants in your pants,XCOMET-XL,gemma3,0.6705641746520996
ants in your pants,ROUGE,gemmaX,1.0
ants in your pants,BLEU,gemmaX,1.0
ants in your pants,BERTSCORE,gemmaX,0.9999998807907104
ants in your pants,BLEURT,gemmaX,1.0546886920928955
ants in your pants,COMET22,gemmaX,0.9663872122764587
ants in your pants,KIWI-XL,gemmaX,0.6222735047340393
ants in your pants,XCOMET-XL,gemmaX,0.9842478632926941
ants in your pants,ROUGE,gpt,0.5
ants in your pants,BLEU,gpt,0.0
ants in your pants,BERTSCORE,gpt,0.885159432888031
ants in your pants,BLEURT,gpt,0.11960940062999725
ants in your pants,COMET22,gpt,0.834480881690979
ants in your pants,KIWI-XL,gpt,-0.009758379310369492
ants in your pants,XCOMET-XL,gpt,0.9329391121864319
ants in your pants,ROUGE,llama,0.5
ants in your pants,BLEU,llama,0.0
ants in your pants,BERTSCORE,llama,0.841448962688446
ants in your pants,BLEURT,llama,-0.04479117691516876
ants in your pants,COMET22,llama,0.6508322358131409
ants in your pants,KIWI-XL,llama,-0.08176670968532562
ants in your pants,XCOMET-XL,llama,0.9200893640518188
ants in your pants,ROUGE,marian,1.0
ants in your pants,BLEU,marian,1.0
ants in your pants,BERTSCORE,marian,0.9999998807907104
ants in your pants,BLEURT,marian,1.0546886920928955
ants in your pants,COMET22,marian,0.9663870930671692
ants in your pants,KIWI-XL,marian,0.6222735047340393
ants in your pants,XCOMET-XL,marian,0.9842478632926941
ants in your pants,ROUGE,meta,0.25
ants in your pants,BLEU,meta,0.0
ants in your pants,BERTSCORE,meta,0.6998201012611389
ants in your pants,BLEURT,meta,-1.3116058111190796
ants in your pants,COMET22,meta,0.41295695304870605
ants in your pants,KIWI-XL,meta,0.8903259038925171
ants in your pants,XCOMET-XL,meta,0.9187192916870117
ants in your pants,ROUGE,mistral,0.5
ants in your pants,BLEU,mistral,0.0
ants in your pants,BERTSCORE,mistral,0.8647978901863098
ants in your pants,BLEURT,mistral,0.2683230936527252
ants in your pants,COMET22,mistral,0.6241936087608337
ants in your pants,KIWI-XL,mistral,0.03462987393140793
ants in your pants,XCOMET-XL,mistral,0.7988871932029724
ants in your pants,ROUGE,qwen,0.0
ants in your pants,BLEU,qwen,0.0
ants in your pants,BERTSCORE,qwen,0.6492714285850525
ants in your pants,BLEURT,qwen,-0.5511211156845093
ants in your pants,COMET22,qwen,0.47594329714775085
ants in your pants,KIWI-XL,qwen,0.45449382066726685
ants in your pants,XCOMET-XL,qwen,0.8624844551086426
don't bite the hand that feeds you,ROUGE,gemini,1.0
don't bite the hand that feeds you,BLEU,gemini,0.6803749333171202
don't bite the hand that feeds you,BERTSCORE,gemini,0.9743559956550598
don't bite the hand that feeds you,BLEURT,gemini,1.0770010948181152
don't bite the hand that feeds you,COMET22,gemini,0.9234403967857361
don't bite the hand that feeds you,KIWI-XL,gemini,1.0876458883285522
don't bite the hand that feeds you,XCOMET-XL,gemini,0.9912000298500061
don't bite the hand that feeds you,ROUGE,gemma3,1.0
don't bite the hand that feeds you,BLEU,gemma3,0.6803749333171202
don't bite the hand that feeds you,BERTSCORE,gemma3,0.9743559956550598
don't bite the hand that feeds you,BLEURT,gemma3,1.0770010948181152
don't bite the hand that feeds you,COMET22,gemma3,0.9234403967857361
don't bite the hand that feeds you,KIWI-XL,gemma3,1.0941355228424072
don't bite the hand that feeds you,XCOMET-XL,gemma3,1.0
don't bite the hand that feeds you,ROUGE,gemmaX,1.0
don't bite the hand that feeds you,BLEU,gemmaX,0.8091067115702212
don't bite the hand that feeds you,BERTSCORE,gemmaX,1.0000001192092896
don't bite the hand that feeds you,BLEURT,gemmaX,1.0752705335617065
don't bite the hand that feeds you,COMET22,gemmaX,0.93909752368927
don't bite the hand that feeds you,KIWI-XL,gemmaX,1.0527899265289307
don't bite the hand that feeds you,XCOMET-XL,gemmaX,1.0
don't bite the hand that feeds you,ROUGE,gpt,1.0
don't bite the hand that feeds you,BLEU,gpt,0.5169731539571706
don't bite the hand that feeds you,BERTSCORE,gpt,0.9423595666885376
don't bite the hand that feeds you,BLEURT,gpt,1.0278632640838623
don't bite the hand that feeds you,COMET22,gpt,0.8971512913703918
don't bite the hand that feeds you,KIWI-XL,gpt,1.0420682430267334
don't bite the hand that feeds you,XCOMET-XL,gpt,0.9912000298500061
don't bite the hand that feeds you,ROUGE,llama,1.0
don't bite the hand that feeds you,BLEU,llama,0.6803749333171202
don't bite the hand that feeds you,BERTSCORE,llama,0.9743559956550598
don't bite the hand that feeds you,BLEURT,llama,1.0770010948181152
don't bite the hand that feeds you,COMET22,llama,0.9192377924919128
don't bite the hand that feeds you,KIWI-XL,llama,1.01334547996521
don't bite the hand that feeds you,XCOMET-XL,llama,1.0
don't bite the hand that feeds you,ROUGE,marian,1.0
don't bite the hand that feeds you,BLEU,marian,0.8091067115702212
don't bite the hand that feeds you,BERTSCORE,marian,1.0000001192092896
don't bite the hand that feeds you,BLEURT,marian,1.0752705335617065
don't bite the hand that feeds you,COMET22,marian,0.9428479671478271
don't bite the hand that feeds you,KIWI-XL,marian,0.9206188321113586
don't bite the hand that feeds you,XCOMET-XL,marian,1.0
don't bite the hand that feeds you,ROUGE,meta,0.875
don't bite the hand that feeds you,BLEU,meta,0.44632361378533286
don't bite the hand that feeds you,BERTSCORE,meta,0.9438521265983582
don't bite the hand that feeds you,BLEURT,meta,0.426689088344574
don't bite the hand that feeds you,COMET22,meta,0.8550042510032654
don't bite the hand that feeds you,KIWI-XL,meta,0.7630709409713745
don't bite the hand that feeds you,XCOMET-XL,meta,0.9551182985305786
don't bite the hand that feeds you,ROUGE,mistral,1.0
don't bite the hand that feeds you,BLEU,mistral,0.6803749333171202
don't bite the hand that feeds you,BERTSCORE,mistral,0.9743559956550598
don't bite the hand that feeds you,BLEURT,mistral,1.0770010948181152
don't bite the hand that feeds you,COMET22,mistral,0.9279317855834961
don't bite the hand that feeds you,KIWI-XL,mistral,1.0944209098815918
don't bite the hand that feeds you,XCOMET-XL,mistral,1.0
don't bite the hand that feeds you,ROUGE,qwen,1.0
don't bite the hand that feeds you,BLEU,qwen,0.5169731539571706
don't bite the hand that feeds you,BERTSCORE,qwen,0.9423595666885376
don't bite the hand that feeds you,BLEURT,qwen,1.0278632640838623
don't bite the hand that feeds you,COMET22,qwen,0.9051150679588318
don't bite the hand that feeds you,KIWI-XL,qwen,0.9940747022628784
don't bite the hand that feeds you,XCOMET-XL,qwen,1.0
live to fight another day,ROUGE,gemini,1.0
live to fight another day,BLEU,gemini,0.5081327481546147
live to fight another day,BERTSCORE,gemini,0.9506746530532837
live to fight another day,BLEURT,gemini,1.0932508707046509
live to fight another day,COMET22,gemini,0.9542792439460754
live to fight another day,KIWI-XL,gemini,0.8407698273658752
live to fight another day,XCOMET-XL,gemini,0.9813617467880249
live to fight another day,ROUGE,gemma3,0.888888888888889
live to fight another day,BLEU,gemma3,0.0
live to fight another day,BERTSCORE,gemma3,0.8616453409194946
live to fight another day,BLEURT,gemma3,0.38162192702293396
live to fight another day,COMET22,gemma3,0.8765440583229065
live to fight another day,KIWI-XL,gemma3,0.16867002844810486
live to fight another day,XCOMET-XL,gemma3,0.9113750457763672
live to fight another day,ROUGE,gemmaX,1.0
live to fight another day,BLEU,gemmaX,0.668740304976422
live to fight another day,BERTSCORE,gemmaX,0.9999998807907104
live to fight another day,BLEURT,gemmaX,1.0582876205444336
live to fight another day,COMET22,gemmaX,0.9683157801628113
live to fight another day,KIWI-XL,gemmaX,0.9437311291694641
live to fight another day,XCOMET-XL,gemmaX,0.9961713552474976
live to fight another day,ROUGE,gpt,1.0
live to fight another day,BLEU,gpt,1.0
live to fight another day,BERTSCORE,gpt,0.9999998807907104
live to fight another day,BLEURT,gpt,1.0582876205444336
live to fight another day,COMET22,gpt,0.9818369150161743
live to fight another day,KIWI-XL,gpt,0.8849394917488098
live to fight another day,XCOMET-XL,gpt,0.9982019662857056
live to fight another day,ROUGE,llama,0.8000000000000002
live to fight another day,BLEU,llama,0.5081327481546147
live to fight another day,BERTSCORE,llama,0.8967772722244263
live to fight another day,BLEURT,llama,0.8068273067474365
live to fight another day,COMET22,llama,0.9231589436531067
live to fight another day,KIWI-XL,llama,0.9118211269378662
live to fight another day,XCOMET-XL,llama,0.9714807271957397
live to fight another day,ROUGE,marian,1.0
live to fight another day,BLEU,marian,1.0
live to fight another day,BERTSCORE,marian,0.9999998807907104
live to fight another day,BLEURT,marian,1.0582876205444336
live to fight another day,COMET22,marian,0.9818369150161743
live to fight another day,KIWI-XL,marian,0.8849393725395203
live to fight another day,XCOMET-XL,marian,0.9982019662857056
live to fight another day,ROUGE,meta,1.0
live to fight another day,BLEU,meta,0.668740304976422
live to fight another day,BERTSCORE,meta,0.9999998807907104
live to fight another day,BLEURT,meta,1.0582876205444336
live to fight another day,COMET22,meta,0.9645578265190125
live to fight another day,KIWI-XL,meta,0.5391597747802734
live to fight another day,XCOMET-XL,meta,0.9938466548919678
live to fight another day,ROUGE,mistral,1.0
live to fight another day,BLEU,mistral,0.668740304976422
live to fight another day,BERTSCORE,mistral,0.9999998807907104
live to fight another day,BLEURT,mistral,1.0582876205444336
live to fight another day,COMET22,mistral,0.9652495384216309
live to fight another day,KIWI-XL,mistral,0.7862690091133118
live to fight another day,XCOMET-XL,mistral,0.9843597412109375
live to fight another day,ROUGE,qwen,1.0
live to fight another day,BLEU,qwen,1.0
live to fight another day,BERTSCORE,qwen,0.9999998807907104
live to fight another day,BLEURT,qwen,1.0582876205444336
live to fight another day,COMET22,qwen,0.9818369150161743
live to fight another day,KIWI-XL,qwen,0.8849394917488098
live to fight another day,XCOMET-XL,qwen,0.9982019662857056
cat's meow,ROUGE,gemini,0.0
cat's meow,BLEU,gemini,0.0
cat's meow,BERTSCORE,gemini,0.6010882258415222
cat's meow,BLEURT,gemini,-1.3196911811828613
cat's meow,COMET22,gemini,0.5159732103347778
cat's meow,KIWI-XL,gemini,0.8975242376327515
cat's meow,XCOMET-XL,gemini,0.5240287780761719
cat's meow,ROUGE,gemma3,0.0
cat's meow,BLEU,gemma3,0.0
cat's meow,BERTSCORE,gemma3,0.6530207395553589
cat's meow,BLEURT,gemma3,-1.3322278261184692
cat's meow,COMET22,gemma3,0.5391822457313538
cat's meow,KIWI-XL,gemma3,0.01920306123793125
cat's meow,XCOMET-XL,gemma3,0.36255836486816406
cat's meow,ROUGE,gemmaX,1.0
cat's meow,BLEU,gemmaX,0.0
cat's meow,BERTSCORE,gemmaX,0.9999999403953552
cat's meow,BLEURT,gemmaX,1.0416408777236938
cat's meow,COMET22,gemmaX,0.9779141545295715
cat's meow,KIWI-XL,gemmaX,0.5665401816368103
cat's meow,XCOMET-XL,gemmaX,0.9642479419708252
cat's meow,ROUGE,gpt,0.3333333333333333
cat's meow,BLEU,gpt,0.0
cat's meow,BERTSCORE,gpt,0.866306483745575
cat's meow,BLEURT,gpt,0.12397114932537079
cat's meow,COMET22,gpt,0.8213537335395813
cat's meow,KIWI-XL,gpt,0.04251326620578766
cat's meow,XCOMET-XL,gpt,0.9572365283966064
cat's meow,ROUGE,llama,0.3333333333333333
cat's meow,BLEU,llama,0.0
cat's meow,BERTSCORE,llama,0.6987264156341553
cat's meow,BLEURT,llama,-0.7956884503364563
cat's meow,COMET22,llama,0.4930926263332367
cat's meow,KIWI-XL,llama,-0.08162366598844528
cat's meow,XCOMET-XL,llama,0.4638534486293793
cat's meow,ROUGE,marian,0.6666666666666666
cat's meow,BLEU,marian,0.0
cat's meow,BERTSCORE,marian,0.8581645488739014
cat's meow,BLEURT,marian,-0.8458998203277588
cat's meow,COMET22,marian,0.7948244214057922
cat's meow,KIWI-XL,marian,0.6489743590354919
cat's meow,XCOMET-XL,marian,0.925418496131897
cat's meow,ROUGE,meta,0.0
cat's meow,BLEU,meta,0.0
cat's meow,BERTSCORE,meta,0.6949889063835144
cat's meow,BLEURT,meta,-0.7320854663848877
cat's meow,COMET22,meta,0.5124473571777344
cat's meow,KIWI-XL,meta,0.3454544246196747
cat's meow,XCOMET-XL,meta,0.7865405082702637
cat's meow,ROUGE,mistral,0.25
cat's meow,BLEU,mistral,0.0
cat's meow,BERTSCORE,mistral,0.8542028069496155
cat's meow,BLEURT,mistral,0.5437824726104736
cat's meow,COMET22,mistral,0.7189761996269226
cat's meow,KIWI-XL,mistral,0.8598206043243408
cat's meow,XCOMET-XL,mistral,0.9798241853713989
cat's meow,ROUGE,qwen,0.0
cat's meow,BLEU,qwen,0.0
cat's meow,BERTSCORE,qwen,0.6509739756584167
cat's meow,BLEURT,qwen,-1.3758889436721802
cat's meow,COMET22,qwen,0.5460033416748047
cat's meow,KIWI-XL,qwen,1.0954126119613647
cat's meow,XCOMET-XL,qwen,0.7031593918800354
by the book,ROUGE,gemini,0.3333333333333333
by the book,BLEU,gemini,0.0
by the book,BERTSCORE,gemini,0.7989670038223267
by the book,BLEURT,gemini,-0.443354994058609
by the book,COMET22,gemini,0.6194930076599121
by the book,KIWI-XL,gemini,-0.08603997528553009
by the book,XCOMET-XL,gemini,0.7391173243522644
by the book,ROUGE,gemma3,0.6666666666666666
by the book,BLEU,gemma3,0.0
by the book,BERTSCORE,gemma3,0.8285036683082581
by the book,BLEURT,gemma3,-0.3514278829097748
by the book,COMET22,gemma3,0.8041956424713135
by the book,KIWI-XL,gemma3,0.6008626818656921
by the book,XCOMET-XL,gemma3,0.9909920692443848
by the book,ROUGE,gemmaX,0.5714285714285715
by the book,BLEU,gemmaX,0.0
by the book,BERTSCORE,gemmaX,0.8268467783927917
by the book,BLEURT,gemmaX,0.31813451647758484
by the book,COMET22,gemmaX,0.7939294576644897
by the book,KIWI-XL,gemmaX,0.949445903301239
by the book,XCOMET-XL,gemmaX,1.0
by the book,ROUGE,gpt,0.28571428571428575
by the book,BLEU,gpt,0.0
by the book,BERTSCORE,gpt,0.7182771563529968
by the book,BLEURT,gpt,-0.6924334168434143
by the book,COMET22,gpt,0.6028997898101807
by the book,KIWI-XL,gpt,0.8645220994949341
by the book,XCOMET-XL,gpt,0.9437247514724731
by the book,ROUGE,llama,0.28571428571428575
by the book,BLEU,llama,0.0
by the book,BERTSCORE,llama,0.713767409324646
by the book,BLEURT,llama,-0.5966331958770752
by the book,COMET22,llama,0.5693545937538147
by the book,KIWI-XL,llama,0.9922329783439636
by the book,XCOMET-XL,llama,0.9628808498382568
by the book,ROUGE,marian,1.0
by the book,BLEU,marian,0.0
by the book,BERTSCORE,marian,1.0
by the book,BLEURT,marian,1.0397735834121704
by the book,COMET22,marian,0.9751116633415222
by the book,KIWI-XL,marian,0.851799726486206
by the book,XCOMET-XL,marian,0.9912000298500061
by the book,ROUGE,meta,0.3333333333333333
by the book,BLEU,meta,0.0
by the book,BERTSCORE,meta,0.7291138172149658
by the book,BLEURT,meta,-1.0278629064559937
by the book,COMET22,meta,0.5464171171188354
by the book,KIWI-XL,meta,0.7224363088607788
by the book,XCOMET-XL,meta,0.8473497629165649
by the book,ROUGE,mistral,0.3333333333333333
by the book,BLEU,mistral,0.0
by the book,BERTSCORE,mistral,0.7432209253311157
by the book,BLEURT,mistral,-0.6888387799263
by the book,COMET22,mistral,0.5859445929527283
by the book,KIWI-XL,mistral,0.017978616058826447
by the book,XCOMET-XL,mistral,0.9098456501960754
by the book,ROUGE,qwen,0.28571428571428575
by the book,BLEU,qwen,0.0
by the book,BERTSCORE,qwen,0.7182771563529968
by the book,BLEURT,qwen,-0.6924334168434143
by the book,COMET22,qwen,0.6064688563346863
by the book,KIWI-XL,qwen,1.0118728876113892
by the book,XCOMET-XL,qwen,0.9437247514724731
by the skin of your teeth,ROUGE,gemini,0.2222222222222222
by the skin of your teeth,BLEU,gemini,0.0
by the skin of your teeth,BERTSCORE,gemini,0.7795113921165466
by the skin of your teeth,BLEURT,gemini,-1.2253448963165283
by the skin of your teeth,COMET22,gemini,0.39120733737945557
by the skin of your teeth,KIWI-XL,gemini,-0.03725091367959976
by the skin of your teeth,XCOMET-XL,gemini,0.4657597541809082
by the skin of your teeth,ROUGE,gemma3,0.2222222222222222
by the skin of your teeth,BLEU,gemma3,0.0
by the skin of your teeth,BERTSCORE,gemma3,0.7542670965194702
by the skin of your teeth,BLEURT,gemma3,-1.1553337574005127
by the skin of your teeth,COMET22,gemma3,0.36679786443710327
by the skin of your teeth,KIWI-XL,gemma3,-0.14003399014472961
by the skin of your teeth,XCOMET-XL,gemma3,0.6924165487289429
by the skin of your teeth,ROUGE,gemmaX,0.1818181818181818
by the skin of your teeth,BLEU,gemmaX,0.0
by the skin of your teeth,BERTSCORE,gemmaX,0.7508662343025208
by the skin of your teeth,BLEURT,gemmaX,-0.5354295969009399
by the skin of your teeth,COMET22,gemmaX,0.4501124918460846
by the skin of your teeth,KIWI-XL,gemmaX,0.005623865872621536
by the skin of your teeth,XCOMET-XL,gemmaX,0.8550771474838257
by the skin of your teeth,ROUGE,gpt,0.1818181818181818
by the skin of your teeth,BLEU,gpt,0.0
by the skin of your teeth,BERTSCORE,gpt,0.7508662343025208
by the skin of your teeth,BLEURT,gpt,-0.5354295969009399
by the skin of your teeth,COMET22,gpt,0.4421321451663971
by the skin of your teeth,KIWI-XL,gpt,0.32014885544776917
by the skin of your teeth,XCOMET-XL,gpt,0.7306544780731201
by the skin of your teeth,ROUGE,llama,0.1818181818181818
by the skin of your teeth,BLEU,llama,0.0
by the skin of your teeth,BERTSCORE,llama,0.7383953928947449
by the skin of your teeth,BLEURT,llama,-0.5585066080093384
by the skin of your teeth,COMET22,llama,0.4299248456954956
by the skin of your teeth,KIWI-XL,llama,0.5931054949760437
by the skin of your teeth,XCOMET-XL,llama,0.9029054641723633
by the skin of your teeth,ROUGE,marian,0.8333333333333334
by the skin of your teeth,BLEU,marian,0.537284965911771
by the skin of your teeth,BERTSCORE,marian,0.9390246272087097
by the skin of your teeth,BLEURT,marian,0.7487671971321106
by the skin of your teeth,COMET22,marian,0.9047929644584656
by the skin of your teeth,KIWI-XL,marian,0.5623173713684082
by the skin of your teeth,XCOMET-XL,marian,0.958293080329895
by the skin of your teeth,ROUGE,meta,0.4
by the skin of your teeth,BLEU,meta,0.0
by the skin of your teeth,BERTSCORE,meta,0.8058493733406067
by the skin of your teeth,BLEURT,meta,-0.6464262008666992
by the skin of your teeth,COMET22,meta,0.6658431887626648
by the skin of your teeth,KIWI-XL,meta,0.2376495599746704
by the skin of your teeth,XCOMET-XL,meta,0.9418118000030518
by the skin of your teeth,ROUGE,mistral,0.0
by the skin of your teeth,BLEU,mistral,0.0
by the skin of your teeth,BERTSCORE,mistral,0.6458395719528198
by the skin of your teeth,BLEURT,mistral,-1.3295568227767944
by the skin of your teeth,COMET22,mistral,0.33250829577445984
by the skin of your teeth,KIWI-XL,mistral,0.8436602354049683
by the skin of your teeth,XCOMET-XL,mistral,0.4641305208206177
by the skin of your teeth,ROUGE,qwen,0.4
by the skin of your teeth,BLEU,qwen,0.0
by the skin of your teeth,BERTSCORE,qwen,0.807322084903717
by the skin of your teeth,BLEURT,qwen,-0.32109972834587097
by the skin of your teeth,COMET22,qwen,0.675957977771759
by the skin of your teeth,KIWI-XL,qwen,0.6552905440330505
by the skin of your teeth,XCOMET-XL,qwen,0.9884893894195557
busy as a bee,ROUGE,gemini,1.0
busy as a bee,BLEU,gemini,0.0
busy as a bee,BERTSCORE,gemini,0.9407587647438049
busy as a bee,BLEURT,gemini,1.0633676052093506
busy as a bee,COMET22,gemini,0.8767017722129822
busy as a bee,KIWI-XL,gemini,0.8170052766799927
busy as a bee,XCOMET-XL,gemini,0.9722188115119934
busy as a bee,ROUGE,gemma3,1.0
busy as a bee,BLEU,gemma3,0.0
busy as a bee,BERTSCORE,gemma3,0.9407587647438049
busy as a bee,BLEURT,gemma3,1.0633676052093506
busy as a bee,COMET22,gemma3,0.8854007124900818
busy as a bee,KIWI-XL,gemma3,0.6231915354728699
busy as a bee,XCOMET-XL,gemma3,0.9654995203018188
busy as a bee,ROUGE,gemmaX,1.0
busy as a bee,BLEU,gemmaX,1.0
busy as a bee,BERTSCORE,gemmaX,1.0
busy as a bee,BLEURT,gemmaX,1.0970410108566284
busy as a bee,COMET22,gemmaX,0.9714615941047668
busy as a bee,KIWI-XL,gemmaX,0.9690786004066467
busy as a bee,XCOMET-XL,gemmaX,0.9902259111404419
busy as a bee,ROUGE,gpt,1.0
busy as a bee,BLEU,gpt,1.0
busy as a bee,BERTSCORE,gpt,1.0
busy as a bee,BLEURT,gpt,1.0970410108566284
busy as a bee,COMET22,gpt,0.9714615941047668
busy as a bee,KIWI-XL,gpt,0.9690788984298706
busy as a bee,XCOMET-XL,gpt,0.9902257919311523
busy as a bee,ROUGE,llama,0.28571428571428575
busy as a bee,BLEU,llama,0.0
busy as a bee,BERTSCORE,llama,0.732150673866272
busy as a bee,BLEURT,llama,-0.43315383791923523
busy as a bee,COMET22,llama,0.6152009963989258
busy as a bee,KIWI-XL,llama,-0.07114435732364655
busy as a bee,XCOMET-XL,llama,0.9197523593902588
busy as a bee,ROUGE,marian,0.5
busy as a bee,BLEU,marian,0.0
busy as a bee,BERTSCORE,marian,0.9081530570983887
busy as a bee,BLEURT,marian,0.5273274183273315
busy as a bee,COMET22,marian,0.6769856810569763
busy as a bee,KIWI-XL,marian,0.8430720567703247
busy as a bee,XCOMET-XL,marian,0.9474647641181946
busy as a bee,ROUGE,meta,0.0
busy as a bee,BLEU,meta,0.0
busy as a bee,BERTSCORE,meta,0.6357598900794983
busy as a bee,BLEURT,meta,-1.2872034311294556
busy as a bee,COMET22,meta,0.3884601294994354
busy as a bee,KIWI-XL,meta,0.1925019919872284
busy as a bee,XCOMET-XL,meta,0.4950730800628662
busy as a bee,ROUGE,mistral,1.0
busy as a bee,BLEU,mistral,0.0
busy as a bee,BERTSCORE,mistral,1.0
busy as a bee,BLEURT,mistral,1.0970410108566284
busy as a bee,COMET22,mistral,0.9335260987281799
busy as a bee,KIWI-XL,mistral,-0.08305291086435318
busy as a bee,XCOMET-XL,mistral,0.9473804235458374
busy as a bee,ROUGE,qwen,0.75
busy as a bee,BLEU,qwen,0.0
busy as a bee,BERTSCORE,qwen,0.9556925892829895
busy as a bee,BLEURT,qwen,0.40697982907295227
busy as a bee,COMET22,qwen,0.8286040425300598
busy as a bee,KIWI-XL,qwen,0.38605797290802
busy as a bee,XCOMET-XL,qwen,0.9493710994720459
calm before the storm,ROUGE,gemini,1.0
calm before the storm,BLEU,gemini,0.0
calm before the storm,BERTSCORE,gemini,1.0
calm before the storm,BLEURT,gemini,1.0847021341323853
calm before the storm,COMET22,gemini,0.9445123672485352
calm before the storm,KIWI-XL,gemini,1.042252779006958
calm before the storm,XCOMET-XL,gemini,0.9740919470787048
calm before the storm,ROUGE,gemma3,0.888888888888889
calm before the storm,BLEU,gemma3,0.5081327481546147
calm before the storm,BERTSCORE,gemma3,0.9201655387878418
calm before the storm,BLEURT,gemma3,0.8420594930648804
calm before the storm,COMET22,gemma3,0.9496479630470276
calm before the storm,KIWI-XL,gemma3,1.0227802991867065
calm before the storm,XCOMET-XL,gemma3,0.9912000298500061
calm before the storm,ROUGE,gemmaX,1.0
calm before the storm,BLEU,gemmaX,1.0
calm before the storm,BERTSCORE,gemmaX,1.0
calm before the storm,BLEURT,gemmaX,1.0847021341323853
calm before the storm,COMET22,gemmaX,0.9865182638168335
calm before the storm,KIWI-XL,gemmaX,0.9967602491378784
calm before the storm,XCOMET-XL,gemmaX,1.0
calm before the storm,ROUGE,gpt,1.0
calm before the storm,BLEU,gpt,1.0
calm before the storm,BERTSCORE,gpt,1.0
calm before the storm,BLEURT,gpt,1.0847021341323853
calm before the storm,COMET22,gpt,0.9865182042121887
calm before the storm,KIWI-XL,gpt,0.996760368347168
calm before the storm,XCOMET-XL,gpt,1.0
calm before the storm,ROUGE,llama,0.75
calm before the storm,BLEU,llama,0.0
calm before the storm,BERTSCORE,llama,0.9139574766159058
calm before the storm,BLEURT,llama,0.988225519657135
calm before the storm,COMET22,llama,0.8948723673820496
calm before the storm,KIWI-XL,llama,0.8305909633636475
calm before the storm,XCOMET-XL,llama,0.985200047492981
calm before the storm,ROUGE,marian,0.888888888888889
calm before the storm,BLEU,marian,0.0
calm before the storm,BERTSCORE,marian,0.9448770880699158
calm before the storm,BLEURT,marian,0.9237131476402283
calm before the storm,COMET22,marian,0.9411728382110596
calm before the storm,KIWI-XL,marian,0.8787091374397278
calm before the storm,XCOMET-XL,marian,0.9897136688232422
calm before the storm,ROUGE,meta,1.0
calm before the storm,BLEU,meta,0.0
calm before the storm,BERTSCORE,meta,0.9117002487182617
calm before the storm,BLEURT,meta,0.9003840684890747
calm before the storm,COMET22,meta,0.9126058220863342
calm before the storm,KIWI-XL,meta,0.9173523783683777
calm before the storm,XCOMET-XL,meta,0.9912000298500061
calm before the storm,ROUGE,mistral,0.888888888888889
calm before the storm,BLEU,mistral,0.0
calm before the storm,BERTSCORE,mistral,0.8613185882568359
calm before the storm,BLEURT,mistral,0.7923743724822998
calm before the storm,COMET22,mistral,0.8717451095581055
calm before the storm,KIWI-XL,mistral,0.5633330941200256
calm before the storm,XCOMET-XL,mistral,0.9708799123764038
calm before the storm,ROUGE,qwen,1.0
calm before the storm,BLEU,qwen,1.0
calm before the storm,BERTSCORE,qwen,1.0
calm before the storm,BLEURT,qwen,1.0847021341323853
calm before the storm,COMET22,qwen,0.9845409989356995
calm before the storm,KIWI-XL,qwen,1.0180550813674927
calm before the storm,XCOMET-XL,qwen,1.0
all thumbs,ROUGE,gemini,0.0
all thumbs,BLEU,gemini,0.0
