indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,gemini,prompt2,Ela está pintando um quadro na tela.,0.95
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,gemini,prompt4,Ela está pintando um quadro na tela da vida.,0.956
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,gemma3,prompt2,Ela está pintando um quadro em tela.,0.9509
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,gemma3,prompt4,Ela está tecendo cores sobre a tela.,0.9432
501,manual_data,She is painting a picture on the canvas.,Ela está pintando um quadro na tela.,gpt,prompt2,gemmaX,sem_prompt,Ela está pintando uma imagem na tela.,0.9611
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gpt,prompt2,não coloque todos os seus ovos em uma única cesta,0.9361
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gpt,prompt4,Não coloque todos os seus ovos na mesma cesta.,0.9526
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gemini,prompt2,Não coloque todos os ovos na mesma cesta.,0.95
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gemini,prompt4,Não coloque todos os ovos na mesma cesta.,0.95
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gemma3,prompt4,Não coloque todos os seus ovos na mesma cesta.,0.9526
380,manual_data,don’t put all your eggs in one basket,Não coloque todos os ovos na mesma cesta.,gemma3,prompt2,gemmaX,sem_prompt,Não ponha todos os seus ovos num só cesto,0.9227
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gpt,prompt2,dar o ombro frio a alguém,0.9895
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gpt,prompt4,dar o tratamento do desprezo,0.8855
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gemini,prompt2,Dar o desprezo a alguém.,0.8657
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gemini,prompt4,Dar o desprezo.,0.8414
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gemma3,prompt2,Ignorar alguém,0.8431
441,manual_data,give someone the cold shoulder,dar a alguém o ombro frio,gemmaX,sem_prompt,gemma3,prompt4,Dar o silêncio gelado.,0.8562
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gpt,prompt2,Ele está consertando o carro.,0.9564
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gpt,prompt4,Ele está consertando o carro.,0.9564
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gemini,prompt4,Ele está pondo a mão na graxa.,0.8942
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gemma3,prompt2,Ele está consertando o carro.,0.9564
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gemma3,prompt4,Ele está colocando a mão na massa com o carro.,0.9088
574,manual_data,He is fixing the car.,"Ele está consertando o carro.
",gemini,prompt2,gemmaX,sem_prompt,Ele está consertando o carro.,0.9564
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gpt,prompt2,Não chore sobre o leite derramado.,0.9415
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gpt,prompt4,Não adianta chorar sobre o leite derramado.,0.9478
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemini,prompt2,Não chore pelo leite derramado.,0.9577
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemini,prompt4,Não adianta chorar sobre o leite derramado.,0.9478
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemma3,prompt4,Não adianta chorar o leite derramado.,0.952
659,manual_data,don't cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemmaX,sem_prompt,Não chore pelo leite derramado,0.9197
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gpt,prompt2,queimou suas pontes,0.8997
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gpt,prompt4,queimar as pontes,0.8912
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gemini,prompt2,Queime as pontes.,0.8904
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gemini,prompt4,Queimar os navios.,0.8571
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gemma3,prompt2,Queimar as pontes.,0.8889
46,manual_data,burn your bridges,queime suas pontes,gemmaX,sem_prompt,gemma3,prompt4,Queimar as pontes.,0.8889
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gpt,prompt2,um antigo amor,0.9592
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gpt,prompt4,um amor do passado,0.8961
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gemini,prompt2,Um antigo amor.,0.9127
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gemini,prompt4,Chama do passado.,0.8448
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gemma3,prompt2,Um amor do passado,0.8772
347,manual_data,an old flame,uma antiga paixão,gemmaX,sem_prompt,gemma3,prompt4,Uma paixão antiga.,0.9418
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gpt,prompt2,Ele foi a uma festa de aniversário ontem à noite.,0.9539
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gpt,prompt4,Ele foi a uma festa de aniversário ontem à noite.,0.9539
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gemini,prompt4,Ele foi à festa de aniversário ontem à noite.,0.9604
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gemma3,prompt2,Ele foi a uma festa de aniversário ontem à noite.,0.9539
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gemma3,prompt4,Ele se lançou à noite de celebração ontem.,0.9425
23,manual_data,He went to a birthday party last night.,"Ele foi a uma festa de aniversário ontem à noite.
",gemini,prompt2,gemmaX,sem_prompt,Ele foi a uma festa de aniversário ontem à noite.,0.9539
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gpt,prompt4,Eles pegaram a estrada no verão passado.,0.9745
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gemini,prompt2,Eles fizeram uma viagem de carro no verão passado.,0.95
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gemini,prompt4,"No verão passado, pegaram a estrada.",0.9465
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gemma3,prompt2,Eles fizeram uma viagem de carro no verão passado.,0.95
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gemma3,prompt4,Eles partiram em uma jornada sem rumo naquele verão.,0.9176
460,manual_data,They went on a road trip last summer.,Eles fizeram uma viagem de carro no verão passado.,gpt,prompt2,gemmaX,sem_prompt,Eles fizeram uma viagem de carro no verão passado.,0.95
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gpt,prompt2,benção disfarçada,0.9562
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gpt,prompt4,benção disfarçada,0.9562
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gemini,prompt2,Mal que vem para o bem.,0.8576
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gemini,prompt4,Um mal que veio para o bem.,0.8899
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gemma3,prompt4,Uma bênção disfarçada.,0.95
125,manual_data,blessing in disguise,Uma bênção disfarçada.,gemma3,prompt2,gemmaX,sem_prompt,benção disfarçada,0.9562
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gpt,prompt2,mudança de coração,0.8877
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gpt,prompt4,mudança de coração,0.8877
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gemini,prompt4,Mudar de ideia.,0.8807
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gemma3,prompt2,Mudança de opinião,0.9629
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gemma3,prompt4,Mudar de ideia.,0.8807
27,manual_data,change of heart,"Mudança de coração
",gemini,prompt2,gemmaX,sem_prompt,mudança de coração,0.8877
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gpt,prompt2,Não adianta chorar sobre o leite derramado.,0.9478
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gpt,prompt4,Não adianta chorar sobre o leite derramado.,0.9478
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemini,prompt2,Não chore sobre o leite derramado.,0.9415
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemini,prompt4,Não chores sobre o leite derramado.,0.9363
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemma3,prompt4,Não chore por leite derramado.,0.95
241,manual_data,don’t cry over spilled milk,Não chore por leite derramado.,gemma3,prompt2,gemmaX,sem_prompt,Não chore pelo leite derramado,0.9197
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gpt,prompt2,Ela está arrumando o cabelo em frente ao espelho.,0.9309
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gpt,prompt4,Ela está arrumando o cabelo diante do espelho.,0.9464
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gemini,prompt2,Ela está arrumando o cabelo em frente ao espelho.,0.9309
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gemini,prompt4,Ela está a pentear os pensamentos diante do espelho.,0.9358
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gemma3,prompt2,Ela está fazendo o cabelo em frente ao espelho.,0.95
469,manual_data,She is doing her hair in front of the mirror.,Ela está fazendo o cabelo na frente do espelho.,gemmaX,sem_prompt,gemma3,prompt4,Ela se ajeita diante do espelho.,0.901
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gpt,prompt2,ter um coração de pedra,0.9334
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gpt,prompt4,ter coração de pedra,0.9353
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gemini,prompt2,Ter um coração de pedra.,0.9577
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gemini,prompt4,Ter um coração de pedra.,0.9577
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gemma3,prompt4,Ter um coração de pedra.,0.9577
685,manual_data,have a heart of stone,"Ter um coração de pedra.
",gemma3,prompt2,gemmaX,sem_prompt,ter um coração de pedra,0.9334
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gpt,prompt4,Visão de conjunto.,0.8754
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gemini,prompt2,Vista panorâmica,0.8232
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gemini,prompt4,Visão panorâmica,0.841
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gemma3,prompt2,Vista aérea,0.8262
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gemma3,prompt4,Visão do alto.,0.8706
715,manual_data,bird's eye view,visão de pássaro,gpt,prompt2,gemmaX,sem_prompt,visão panorâmica,0.8613
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gpt,prompt2,esculpido em pedra,0.96
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gpt,prompt4,gravado em pedra,0.9523
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gemini,prompt4,Escrito em pedra.,0.8659
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gemma3,prompt2,Esculpido em pedra,0.9602
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gemma3,prompt4,Esculpido em pedra.,0.9091
662,manual_data,carved in stone,"Esculpido em pedra
",gemini,prompt2,gemmaX,sem_prompt,esculpida na pedra,0.9288
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gpt,prompt2,Não coloque todos os ovos em uma só cesta.,0.9487
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gpt,prompt4,Não coloque todos os seus ovos em uma única cesta.,0.967
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gemini,prompt4,Não coloque todos os ovos na mesma cesta.,0.9546
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gemma3,prompt2,Não coloque todos os seus ovos em uma única cesta.,0.967
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gemma3,prompt4,Não coloque todos os seus ovos na mesma cesta.,0.9568
148,manual_data,don't put all your eggs in one basket,"Não coloque todos os ovos na mesma cesta.
",gemini,prompt2,gemmaX,sem_prompt,Não ponha todos os seus ovos num só cesto,0.9227
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gpt,prompt4,Ela foi ao dentista para uma consulta.,0.9732
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gemini,prompt2,Ela foi ao dentista para uma revisão.,0.9614
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gemini,prompt4,Ela foi ao dentista dar um trato nos dentes.,0.9501
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gemma3,prompt2,Ela foi ao dentista para um check-up.,0.95
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gemma3,prompt4,Ela foi ao dentista dar uma olhada na boca.,0.947
604,manual_data,She went to the dentist for a check-up.,Ela foi ao dentista para um check-up.,gpt,prompt2,gemmaX,sem_prompt,Ela foi ao dentista para fazer um check-up.,0.9614
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gpt,prompt2,Ele está indo ao correio.,0.9771
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gpt,prompt4,Ele está indo ao correio.,0.9771
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gemini,prompt2,Ele vai aos correios.,0.9539
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gemini,prompt4,Ele vai ao correio.,0.9443
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gemma3,prompt2,Ele vai para o correio.,0.9041
336,manual_data,He is going to the post office.,Ele está indo para a agência dos correios.,gemmaX,sem_prompt,gemma3,prompt4,Ele vai levar os anseios à agência.,0.9323
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gpt,prompt2,Ele está tirando fotos com sua câmera.,0.9549
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gpt,prompt4,Ele está capturando momentos com sua câmera.,0.9641
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gemini,prompt4,Ele está aprisionando momentos.,0.9115
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gemma3,prompt2,Ele está tirando fotos com a câmera dele.,0.9452
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gemma3,prompt4,Ele está eternizando momentos com sua câmera.,0.9372
179,manual_data,He is taking photos with his camera.,"Ele está tirando fotos com sua câmera.
",gemini,prompt2,gemmaX,sem_prompt,Ele está tirando fotos com sua câmera.,0.9549
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gpt,prompt2,Ele desfrutou de uma xícara de café pela manhã.,0.9669
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gpt,prompt4,Ele saboreou uma xícara de café pela manhã.,0.9503
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gemini,prompt2,Ele apreciou uma xícara de café pela manhã.,0.95
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gemini,prompt4,Ele tomou um gole de sol pela manhã.,0.9229
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gemma3,prompt4,Ele saboreou o despertar em xícaras de café.,0.9462
114,manual_data,He enjoyed a cup of coffee in the morning.,Ele apreciou uma xícara de café pela manhã.,gemma3,prompt2,gemmaX,sem_prompt,Ele gostava de uma xícara de café de manhã.,0.9759
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gpt,prompt2,Eles estão caminhando pelas ruas da cidade.,0.9544
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gpt,prompt4,Eles estão vagando pelas ruas da cidade.,0.9414
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gemini,prompt4,Eles passeiam pelas veias da cidade.,0.9462
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gemma3,prompt2,Eles estão andando pelas ruas da cidade.,0.9309
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gemma3,prompt4,Eles desbravam as artérias da cidade.,0.91
675,manual_data,They are walking through the city streets.,"Eles estão caminhando pelas ruas da cidade.
",gemini,prompt2,gemmaX,sem_prompt,Estão a caminhar pelas ruas da cidade.,0.9445
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gpt,prompt4,uma palmada no pulso,0.95
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gemini,prompt2,Uma bronca leve,0.7743
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gemini,prompt4,Uma palmada na mão.,0.9239
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gemma3,prompt2,Uma advertência branda.,0.8698
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gemma3,prompt4,Um tapa na mão.,0.8807
83,manual_data,a slap on the wrist,uma palmada no pulso,gpt,prompt2,gemmaX,sem_prompt,uma reprimenda,0.8623
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gpt,prompt2,é sempre mais escuro antes do amanhecer,0.9264
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gpt,prompt4,É sempre mais escuro antes do amanhecer.,0.9347
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gemini,prompt2,A noite mais escura precede a alvorada.,0.9245
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gemini,prompt4,A noite mais escura precede o amanhecer.,0.9464
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gemma3,prompt4,A noite mais escura antes do amanhecer.,0.9548
711,manual_data,darkest before dawn,"A noite mais escura antes do amanhecer.
",gemma3,prompt2,gemmaX,sem_prompt,mais escuro antes do amanhecer,0.954
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gpt,prompt4,claro como lama,0.95
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gemini,prompt2,Mais confuso que lama.,0.8595
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gemini,prompt4,Mais claro que água suja.,0.8332
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gemma3,prompt2,Tão claro quanto lodo.,0.8412
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gemma3,prompt4,Entregar a pá de mão.,0.7893
286,manual_data,clear as mud,claro como lama,gpt,prompt2,gemmaX,sem_prompt,claro como lama,0.95
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gpt,prompt2,Ele está desenhando em seu caderno de esboços.,0.9541
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gpt,prompt4,Ele está desenhando em seu caderno de ideias.,0.9641
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gemini,prompt2,Ele está desenhando em seu caderno de esboços.,0.9541
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gemini,prompt4,Ele está garatujando no seu caderninho.,0.9249
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gemma3,prompt4,Ele está a traçar o mundo em seu caderno.,0.9532
323,manual_data,He is drawing in his sketchbook.,"Ele está desenhando em seu caderno de esboços.
",gemma3,prompt2,gemmaX,sem_prompt,Ele está desenhando em seu caderno de esboços.,0.9541
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gpt,prompt2,Eles estão andando de bicicletas na vizinhança.,0.9423
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gpt,prompt4,Eles estão passeando de bicicleta pelo bairro.,0.9488
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gemini,prompt4,Estão pedalando pela vizinhança.,0.8974
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gemma3,prompt2,Eles estão andando de bicicleta no bairro.,0.9545
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gemma3,prompt4,Eles deslizam sobre duas rodas pela vizinhança.,0.8843
3,manual_data,They are riding bicycles in the neighborhood.,"Eles estão andando de bicicleta no bairro.
",gemini,prompt2,gemmaX,sem_prompt,Eles estão andando de bicicleta pelo bairro.,0.9566
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gpt,prompt2,Eles estão lendo um romance junto à lareira.,0.9439
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gpt,prompt4,Eles estão lendo um romance à luz da lareira.,0.9518
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gemini,prompt2,Eles estão lendo um romance perto da lareira.,0.9546
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gemini,prompt4,Eles estão devorando um romance à lareira.,0.942
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gemma3,prompt2,Eles estão lendo um romance junto à lareira.,0.9439
348,manual_data,They are reading a novel by the fireplace.,Estão a ler um romance junto da lareira.,gemmaX,sem_prompt,gemma3,prompt4,"Absorvidos nas páginas, aquecidos pelo abraço da lareira.",0.8921
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gpt,prompt2,Ele foi ao médico para um exame de rotina.,0.9621
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gpt,prompt4,Ele foi ao médico para uma consulta.,0.9753
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gemini,prompt4,Ele foi ao médico para uma revisão geral.,0.9629
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gemma3,prompt2,Ele foi ao médico para um check-up.,0.9554
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gemma3,prompt4,Foi dar um trato no corpo.,0.9223
189,manual_data,He went to the doctor for a check-up.,"Ele foi ao médico para um check-up.
",gemini,prompt2,gemmaX,sem_prompt,Ele foi ao médico para fazer um check-up.,0.9632
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gpt,prompt2,bênção disfarçada,0.9437
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gpt,prompt4,Uma benção disfarçada.,0.9455
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gemini,prompt2,Benção disfarçada,0.9685
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gemini,prompt4,Um mal que veio para o bem.,0.8899
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gemma3,prompt4,Uma bênção disfarçada.,0.9584
191,manual_data,blessing in disguise,"Uma bênção disfarçada.
",gemma3,prompt2,gemmaX,sem_prompt,benção disfarçada,0.9623
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gpt,prompt2,bater a cabeça na parede,0.976
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gpt,prompt4,bater cabeça na parede,0.9553
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gemini,prompt2,Bater a cabeça contra a parede.,0.9495
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gemini,prompt4,Bater com a cabeça em ponto morto.,0.9086
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gemma3,prompt2,Bater a cabeça na parede.,0.9403
540,manual_data,banging your head against a brick wall,bater a cabeça contra uma parede de tijolos,gemmaX,sem_prompt,gemma3,prompt4,Bater a cabeça na parede.,0.9403
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gpt,prompt2,tranquilo como um pepino,0.9444
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gpt,prompt4,calmo como um lago,0.9473
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemini,prompt4,Calmo como um pepino.,0.9588
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemma3,prompt2,Calmo como uma pepino.,0.9422
