indice,dataset,ingles_original,portugues_traduzido,modelo,prompt,xcomet_xl,kiwi_xl,comet22,score_combinado,quartil
248,manual_data,call it quits,dar um tempo,gpt,prompt2,0.9216,0.6992,0.6947,0.7719,Q4
6,manual_data,bite off more than you can chew,morder mais do que você pode mastigar,gpt,prompt2,0.9079,0.5973,0.8096,0.7716,Q4
141,manual_data,on cloud nine,nas nuvens,gpt,prompt4,0.9369,0.3919,0.9858,0.7715,Q4
596,manual_data,can't cut the mustard,não consegue se destacar,gpt,prompt2,0.8472,0.906,0.5574,0.7702,Q4
647,manual_data,hit the nail on the head,Acertou em cheio.,gemma3,prompt4,0.9422,0.4196,0.9472,0.7697,Q4
599,manual_data,bad apple,Uma maçã podre,gemma3,prompt2,0.979,0.762,0.562,0.7676,Q4
12,manual_data,He is putting the groceries away.,Ele está guardando as compras.,gemma3,prompt2,0.9803,0.3706,0.9509,0.7673,Q4
165,manual_data,by leaps and bounds,"A passos largos
",gemini,prompt4,0.9611,0.3988,0.9369,0.7656,Q4
385,manual_data,close shave,barba feita com cuidado,gpt,prompt2,0.8919,0.8292,0.5694,0.7635,Q4
568,manual_data,grasp at straws,"Aferrar-se a uma palhinha
",gemini,prompt2,0.9311,0.806,0.5528,0.7633,Q4
691,manual_data,bend over backwards,Virar o mundo de cabeça para baixo.,gemma3,prompt4,0.9612,0.8229,0.5053,0.7631,Q4
134,manual_data,bend over backwards,Virar o mundo de cabeça para baixo.,gemma3,prompt4,0.9612,0.8229,0.5053,0.7631,Q4
669,manual_data,burn the midnight oil,queimar a vela da meia-noite,gpt,prompt2,0.9742,0.3467,0.9508,0.7572,Q4
48,manual_data,as bold as brass,"Arrogante como um rei.
",gemma3,prompt4,0.8706,0.7436,0.6569,0.7571,Q4
142,manual_data,between a rock and a hard place,"Entre a cruz e a espada.
",gemma3,prompt2,0.7575,0.9904,0.5196,0.7558,Q4
664,manual_data,chip off the old block,Cópia fiel do pai.,gemma3,prompt2,0.7868,1.0248,0.4528,0.7548,Q4
592,manual_data,eat your heart out,Coma seu coração!,gpt,prompt4,0.9375,0.402,0.9225,0.754,Q4
231,manual_data,chip on your shoulder,carregar um peso nas costas,gpt,prompt4,0.9478,0.8079,0.5033,0.753,Q4
519,manual_data,bend over backwards,fazer o impossível,gemmaX,sem_prompt,0.9244,0.8951,0.4377,0.7524,Q4
493,manual_data,hold your horses,Calma nos cavalos.,gemma3,prompt4,0.9741,0.3738,0.907,0.7516,Q4
412,manual_data,bite the dust,morder a poeira,gpt,prompt4,0.9465,0.3254,0.9752,0.7491,Q4
0,manual_data,crack the whip,"Endurecer, aplicar medidas rigorosas.
",gemma3,prompt2,0.8868,0.8513,0.5041,0.7474,Q4
195,manual_data,come hell or high water,venha o inferno ou a água alta,gemmaX,sem_prompt,0.8705,0.3799,0.9855,0.7453,Q4
584,manual_data,bury the hatchet,enterrar o machado,gemmaX,sem_prompt,0.9683,0.3236,0.9441,0.7453,Q4
96,manual_data,chip on the shoulder,chip no ombro,gemmaX,sem_prompt,0.9766,0.3625,0.8963,0.7451,Q4
506,manual_data,bend over backward,dobrar para trás,gemmaX,sem_prompt,0.9659,0.3514,0.9176,0.745,Q4
140,manual_data,chomping at the bit,"Roendo as unhas.
",gemini,prompt4,0.8829,0.8281,0.5218,0.7443,Q4
322,manual_data,bending over backwards,fazer o impossível,gemmaX,sem_prompt,0.8688,0.8951,0.4538,0.7393,Q4
92,manual_data,beat a dead horse,"Bater em cachorro morto.
",gemini,prompt4,0.9787,0.3142,0.9181,0.737,Q4
279,manual_data,blowing off steam,"Liberar a pressão.
",gemma3,prompt4,0.9517,0.5064,0.7528,0.7369,Q4
588,manual_data,hit the nail on the head,"Acertar em cheio.
",gemma3,prompt4,0.9161,0.3532,0.9329,0.7341,Q4
176,manual_data,cracking the whip,quebrando o chicote,gemmaX,sem_prompt,0.9447,0.4065,0.851,0.7341,Q4
154,manual_data,blowing off steam,soltar a pressão,gpt,prompt4,0.9005,0.6402,0.6591,0.7333,Q4
175,manual_data,as mad as a hatter,tanque de guerra.,gpt,prompt2,0.5618,1.1384,0.4923,0.7309,Q4
20,manual_data,ace up your sleeve,um trunfo na manga,gemmaX,sem_prompt,0.8246,0.7462,0.6124,0.7277,Q4
490,manual_data,at the helm,ao leme,gemmaX,sem_prompt,0.9645,0.2383,0.9683,0.7237,Q4
582,manual_data,jump the gun,sair na frente,gpt,prompt4,0.8839,0.6797,0.5857,0.7165,Q4
665,manual_data,cat nap,soneca de gato,gpt,prompt2,0.9631,0.1844,0.9849,0.7108,Q4
334,manual_data,cut the mustardcross that bridge when you come to it,Resolva isso quando chegar a hora.,gemma3,prompt2,0.8043,0.7692,0.5564,0.71,Q4
329,manual_data,in the bag,No bolso.,gemma3,prompt4,0.9179,0.2926,0.9064,0.7056,Q4
317,manual_data,beating a dead horse,bater num cavalo morto,gemmaX,sem_prompt,0.9763,0.1766,0.9618,0.7049,Q4
113,manual_data,barking up the wrong tree,Estar a perseguir uma pista errada.,gemma3,prompt2,0.9058,0.6833,0.5014,0.6968,Q4
252,manual_data,flying by the seat of your pants,tomar decisões com base na intuição,gpt,prompt2,0.5603,1.0052,0.5067,0.6907,Q4
365,manual_data,by the skin of your teeth,Por um triz.,gemma3,prompt4,0.8658,0.3314,0.8642,0.6871,Q4
705,manual_data,down in the dumps,desanimado,gpt,prompt2,0.9366,0.7044,0.4097,0.6836,Q4
714,manual_data,barking up the wrong tree,Estar no lugar errado.,gpt,prompt4,0.816,0.7107,0.5093,0.6787,Q4
424,manual_data,beat around the bush,"Ficar de rodeios
",gemini,prompt4,0.9127,0.1998,0.9128,0.6751,Q4
622,manual_data,beat around the bush,dar voltas ao assunto,gemmaX,sem_prompt,0.938,0.116,0.9645,0.6728,Q4
674,manual_data,jump the gun,"Queimar a largada.
",gemini,prompt4,0.9645,0.1642,0.8813,0.67,Q4
578,manual_data,flying off the handle,perder a cabeça,gpt,prompt2,0.7611,0.8118,0.419,0.664,Q4
17,manual_data,beating around the bush,dar voltas em torno do assunto,gpt,prompt4,0.8627,0.2942,0.8043,0.6538,Q4
282,manual_data,bite the big one,"Ir para o andar de cima.
",gemini,prompt4,0.7017,0.8256,0.397,0.6414,Q4
218,manual_data,chip off the old block,"""Tal pai, tal filho.""",gpt,prompt2,0.664,0.7742,0.3732,0.6038,Q4
271,manual_data,by the skin of your teeth,"Por um triz.
",gemini,prompt4,0.7609,0.4227,0.4197,0.5344,Q4
