frase,score
"Judge Jeanine Takes Huge Risk, Exposes Michelle Obama Live on Air [VIDEO]",2406
Media Literacy Student Challenge | Explore Your Relationship With News,2386
3 Ways GOP Tax Bill Could Change Your Life Insurance,2383
New Google Pixel Buds Can Translate 40 Languages In Real Time,2374
"John McCain's surgery would cost at least $$76,000—on Medicare",2365
The EU now threatens the Republic of Ireland with a hard border,2364
Paul Ryan says spending bill will save Obama’s Dreamers,2324
Sony is reducing the prices of its PlayStation VR bundles,2313
"McCain thanks supporters, shows that he still has a sense of humor",2300
"A young prodigy, Michael Sayman, is leaving Facebook for Google",2292
Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,2290
Newt Gingrich: Mueller's Law Firm Gave 99.81% of its Campaign Contributions to Hillary Clinton (VIDEO),2287
"Microsoft’s Internet Explorer browser poses security concerns, says bug hunter",2262
"How Shelley Worrell, Creator of CaribBeing, Spends Her Sundays",2250
Israel bans Code Pink and Jewish Voice for Peace from entering country while NYT forgets Gaza exists,2239
WSJ: Facebook Takes the Next Step to Monetize WhatsApp,2238
Stephen Curry thinks the Boston Celtics could make the NBA Finals,2234
the Democratic Party is not going to save America in the coming years,2231
"Woman diagnosed with hematohidrosis, a rare disease that causes blood sweat",2226
Detroit Tigers hire Ron Gardenhire to be their next manager,2218
Don't mess with the US: Russia was devastated after Putin invaded Ukraine,2210
That $$300 million no-bid contract for Puerto Rico forbids any government audit or review,2208
Robert Spano Will Leave the Atlanta Symphony After 20 Years,2198
Seth Abramson carefully lists out the evidence proving DJT is innocent:,2191
Photogallery - Scottie Pippen puts LeBron James ahead of Michael Jordan,2189
Green Bay Packers bringing back Jordy Nelson but should they?,2182
WATCH LIVE: Donald Trump discusses tax reform in North Dakota speech,2177
Iraq declares end of ISIS caliphate after capture of Mosul mosque,2162
Republicans Want Trump And Corker To Please SHUT UP,2150
White supremacist terrorists are protected from the laws that affect Islamic terrorists,2123
Lana Parrilla will not play Regina Mills anymore in 'Once Upon a Time',2070
"Alabama sends a strong message: Democrats need to invest in black voters, not take them for granted",2070
ALEC Wants To Steal Your 17th Amendment Rights (VIDEO),2058
India is building an Israel-developed fence along its Pakistan border,2051
Department of Homeland Security is Collecting Social Media Data on All Immigrants,2046
Tyga wants a paternity test once Kylie's baby is born,2029
McConnell won't let his senators face constituents until the end of August,2007
"Q: Do you feel safer walking at night on a brightly lit street? If yes, you agree with Rick Perry",1994
Catholics encounter the homeless on the streets of Hollywood,1990
Judge read out names of 20 murdered cats before sentencing their killer to 16 years in prison,1990
CBS News may have just made the most accurate typo of all time,1986
Catelynn Lowell reveals she and Tyler have found their forever home,1975
Paul Newman’s Rolex Daytona watch sells for world record $$17.8 million,1971
Bombs Will Not Defeat ISIS (but Maybe the Internet Will),1959
Why did early cultures glorify only Venus as a goddess?,1868
"For some victims, reporting a rape can bring doubt, abuse — and even prosecution",1857
Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,1854
House Republicans Release Secret Memo Accusing Russia Investigators of Bias,1848
South Dakota: Landowners and Hunters Asked to Report Dead Deer,1824
So why are we in Niger? It has nothing to do with “teaching respect for human rights”,1811
Nigerian Christian: “Why do they think Islam is a religion of peace? These people have been killing us for decades.”,1791
Donald Trump states that China does nothing to stop North Korea,1789
Apple is expected to unveil the iOS 11 & iPhone 8 next month,1784
"Besides Uber, Japanese Giant SoftBank Owns These 16 Silicon Valley Startups",1762
HBO posts Jorah's love letter to Daenerys in full,1746
How Far Infrared Rays Can Totally Change Your Life (and Health),1741
The French Data Protection Agency threatens to fine WhatsApp,1736
Star Wars: The Last Jedi': Rian Johnson discusses the effect of Fisher's death,1733
Health Insurance Marketplaces Offer More Low-Cost Options than Ever Before,1723
Spotify surpasses Apple Music and reaches 60 million paying subscribers,1708
Justice Department issues memo on religious liberty to federal agencies,1705
The Warriors sign Nick Young while Dion Waiters stays in Miami,1702
The Rolling Stones Are Recording Their First New Album in 12 Years,1692
Russia says Syria war to end soon with Turkish support,1683
Twitter blames human error for deactivation of President Trump’s personal account; Updated,1676
Germany Accuses China of Using LinkedIn to Recruit Informants,1672
"Hey, why isn’t CNN asking THESE questions about @AndersonCooper’s anti-Trump tweet?",1666
News About Malia Obama – Barack Did it to Her!,1665
"No, NASA Is Not Developing Flying Taxis for Uber",1651
"Apple wants you to learn Swift language, become an Apple developer.",1632
"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.",1616
Can I Test the Health of My Gut Microbiota?,1598
"Cigarette smoking has negative physical, emotional, and financial effects.",1594
Matt Groening Is Creating a New Show for Netflix,1570
Trump administration wants to make it harder for lawmakers to assist their immigrant constituents,1559
"Apple Watch may soon introduce boxing, surfing, pilates workouts and more",1518
"Toronto Maple Leafs may need to trade Leo Komarov, Tyler Bozak, or Matt Martin",1493
Google Adds All South African National Parks to Street View,1446
What Did Hillary Clinton Know and When Did She Know It?,1419
Russia rejects US demands for changes to Iran nuclear deal,1419
"Gun Owners Need the NRA, and the NRA Needs You",1385
"Danny Sjursen Discusses “Apartheid New York” at the College of Staten Island July 20, 2017",1385
How the god you worship influences the ghosts you see,1378
The Lost Sphinx of Giza—Experts claim there was a SECOND Sphinx near the Pyramids,1336
Scientists develop brain device that can increase learning by 40%,1332
The Trump administration quietly added an NRA executive to the National Park Foundation Board,1325
Amazon is buying Whole Foods for $13.7 billion in cash,1302
Saudi Arabia Accuses Iran and Lebanon of Acts of War,1240
Sinclair Broadcast News exposed its white nationalist agenda today,1232
Trump spent months meeting with Democrat Dick Durbin on his DACA decision,1228
How Neanderthals Influenced Human Genetics at the Crossroads of Asia and Europe,1226
Republicans make absurd policy change in their fight against reproductive rights,1204
White supremacist website Daily Stormer has a new home — Russia,1190
How and Why You Should Try a Sugar Detox,1165
A scientist just destroyed the conservative myth that inequality is necessary for economic motivation,1151
Republicans blocked President Obama from telling the public about Russian actions to help Trump,1123
Joy and Austin Forsyth are announcing their first pregnancy,1116
NEO – Saudi Arabia and Israel replace Syria with Lebanon as their next victim,1112
North Korea says it will accelerate the development of nuclear weapons,1083
Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,1079
"We did the impossible, almost did more- and it was thanks to you.",1058
"We Are the Democratic Party, How Can We Help You?",1056
"Seattle redistributes $230,000 of taxpayer money to political candidates in the name of “democracy”",1044
ROGER STONE: Cabinet Members Are Plotting To Remove President Trump From Office,1030
The Nation Hates Thanksgiving More Than Ever This Year,984
Did Gardasil kill Colton Berrett? Biomedical scientific evidence says no.,953
Moon Express wants to mine the moon for minerals,946
"From Sweden to Russia: European bison travel over 2,000 km as part of reintroduction efforts",937
Only two countries think Trump is doing a better job than Obama did,907
Comstock says the rich are STILL paying too much in taxes,857
How social media has transformed the way businesses interact with customers,720
Prince Harry and Meghan Markle are planning their wedding their way,643
Tom Steyer bought 535 copies of 'Fire and Fury'—one for each member of Congress,637
Virginia needs to reject the Atlantic Coast and Mountain Valley pipeline projects,564
This math puzzle will help you plan your next party,548
7 Ways a Design Kit or Template Can Save Your Project,510
Prince Harry and Meghan Markle have already finalized some wedding plans,493
Will Trump Invade Iran? An Interview with Middle East Expert Lawrence Davidson,490
Virginia needs Ralph Northam as its next governor. Here's why,458
"A 9-year-old boy discovers a million-year-old fossil in Las Cruces, New Mexico",440
"Pearson Foods: Workers demand respect in Grand Rapids, MI",394
Why is Amazon deleting negative reviews of Hillary Clinton’s new book?,387
Why does it take so long to get an apartment?,293
Why is Trump moving the American embassy in Israel to Jerusalem?,262
