frase,score
"How organizers raised over $233,000 in one day to bail hundreds out of jail",2372
WSJ: Facebook Takes the Next Step to Monetize WhatsApp,2370
Democrats Propose More Gun Bans & Where are the Republicans?,2350
Facebook is going to release 3000 ads used by Russians,2344
House Republicans Release Secret Memo Accusing Russia Investigators of Bias,2343
Republicans make absurd policy change in their fight against reproductive rights,2339
The Trump administration quietly added an NRA executive to the National Park Foundation Board,2339
Matt Groening Is Creating a New Show for Netflix,2333
Name Me One Way ETs Have Saved This Planet – Part 1/2,2327
The EU now threatens the Republic of Ireland with a hard border,2325
Israel bans Code Pink and Jewish Voice for Peace from entering country while NYT forgets Gaza exists,2324
"McCain thanks supporters, shows that he still has a sense of humor",2324
Department of Homeland Security is Collecting Social Media Data on All Immigrants,2314
Paul Ryan says spending bill will save Obama’s Dreamers,2305
"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam",2304
Donald Trump states that China does nothing to stop North Korea,2285
The French Data Protection Agency threatens to fine WhatsApp,2263
Judge strikes down Texas law to limit second-trimester abortions,2257
"Russian firm bought $100,000 in Facebook ads during 2016 election season",2238
Even Republicans assume Trump leaked Kislyak intercepts to force out Jeff Sessions,2220
How Russia recruited wannabe YouTube stars to convince Black Lives Matter activists to vote for Trump,2209
Nigerian Christian: “Why do they think Islam is a religion of peace? These people have been killing us for decades.”,2201
"Apple wants you to learn Swift language, become an Apple developer.",2201
Trump Has Killed More Civilians with Illegal Drone Strikes in 9 Months Than Obama Did in 8 Years,2189
Photogallery - NBA: How will Kyrie Irving do now that he has his own team?,2185
"From Sweden to Russia: European bison travel over 2,000 km as part of reintroduction efforts",2177
Why I’m Traveling 710 Miles to Attend the March for Life,2148
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",2128
"How Shelley Worrell, Creator of CaribBeing, Spends Her Sundays",2115
UN Health Agency: Measles Has Killed 35 Children in Europe,2107
Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,2092
The Nation Hates Thanksgiving More Than Ever This Year,2072
Democrats mourn the impending suicide of Donna Brazile – Dr. Rich Swier,2071
"Country Music Association Tells Journalists Not to Talk About Guns, Politics or Las Vegas",2069
News About Malia Obama – Barack Did it to Her!,2063
Seth Abramson carefully lists out the evidence proving DJT is innocent:,2057
Why did early cultures glorify only Venus as a goddess?,2054
7 Ways a Design Kit or Template Can Save Your Project,2044
Newt Gingrich: Mueller's Law Firm Gave 99.81% of its Campaign Contributions to Hillary Clinton (VIDEO),2037
"North Korea Does Not Threaten World Peace, the US Does",2037
"Less than one day after terror attack, Trump's campaign accuses the media of attacking the president",2022
Photogallery - Donald Trump will not visit London to declare open the new US embassy,2003
Photogallery - Why Andy Murray tennis fans should not ignore Tim Henman's comments,1997
Bombs Will Not Defeat ISIS (but Maybe the Internet Will),1991
WATCH: Jim Acosta tries to get Sarah Huckabee Sanders to admit collusion with Russia,1934
Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,1887
"Cigarette smoking has negative physical, emotional, and financial effects.",1876
White supremacist website Daily Stormer has a new home — Russia,1846
"Toronto Maple Leafs may need to trade Leo Komarov, Tyler Bozak, or Matt Martin",1831
Photogallery - Sony is reducing the prices of its PlayStation VR bundles,1797
"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.",1775
Will Trump Invade Iran? An Interview with Middle East Expert Lawrence Davidson,1742
Weinstein sex scandal may negatively impact Michael Moore and Quentin Tarantino,1739
Congress has spent $$17 million to settle sexual harassment claims,1726
"Besides Uber, Japanese Giant SoftBank Owns These 16 Silicon Valley Startups",1704
Apple iPhone X showcases the future of smartphone capabilities,1689
How Banks are Working to Improve the Customer Experience,1682
What Trump Is Doing in Jerusalem and Why He Is Doing It,1655
Can I Test the Health of My Gut Microbiota?,1636
"Alabama sends a strong message: Democrats need to invest in black voters, not take them for granted",1553
Photogallery - Can Dominic Thiem be considered a title contender at the 2017 US Open?,1532
LeBron James tried to bring Spurs star to Cleveland,1499
How Hugh Hefner and Playboy Paved the Way for The Advocate,1491
More U.S. Parks and Attractions Are Offering Online Reservations,1481
Germany Accuses China of Using LinkedIn to Recruit Informants,1469
Has NASA Lost Its Way? | 1993 Washington Post Article by Peter Carlson,1467
What Did Hillary Clinton Know and When Did She Know It?,1459
The Founding Fathers designed impeachment for someone exactly like Donald Trump,1439
Opioid addicts must experience the consequences of their actions,1434
Did Gardasil kill Colton Berrett? Biomedical scientific evidence says no.,1434
the Democratic Party is not going to save America in the coming years,1428
HBO posts Jorah's love letter to Daenerys in full,1402
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",1386
"We did the impossible, almost did more- and it was thanks to you.",1384
North Korea says it will accelerate the development of nuclear weapons,1304
Hillary Clinton… She Actually Did it and Here Is the Proof,1292
Matt Ryan leads Falcons to 23-17 win over Chicago Bears,1288
The Lost Sphinx of Giza—Experts claim there was a SECOND Sphinx near the Pyramids,1272
"No, NASA Is Not Developing Flying Taxis for Uber",1256
Simona Halep reaches 2nd round of the 2017 Citi Open in Washington,1255
Catelynn Lowell reveals she and Tyler have found their forever home,1215
Liberal student claims access to the outdoors is now a form of white supremacy,1158
Windows Phone 8.1 has reached its limit in terms of updates and security patches,1141
Prince Harry and Meghan Markle have already finalized some wedding plans,1125
10 Ways My Wife And I Cut Our Grocery Bill By 75 Percent,1108
Only two countries think Trump is doing a better job than Obama did,1083
Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,1074
"Hey, why isn’t CNN asking THESE questions about @AndersonCooper’s anti-Trump tweet?",1074
Japanese Princess Mako leaves royal status after marrying a commoner,1047
Xbox shows off its powerful Project Scorpio Xbox Development Kit in new video,1000
Pizza Hut is giving away free pizza for life,999
Photogallery - Kevin Durant says LeBron James will finish his career with the Cavaliers,964
A scientist just destroyed the conservative myth that inequality is necessary for economic motivation,953
Photogallery - Scottie Pippen puts LeBron James ahead of Michael Jordan,945
"A 9-year-old boy discovers a million-year-old fossil in Las Cruces, New Mexico",942
Saudi Arabia Accuses Iran and Lebanon of Acts of War,845
Scientists develop brain device that can increase learning by 40%,844
So why are we in Niger? It has nothing to do with “teaching respect for human rights”,826
How social media has transformed the way businesses interact with customers,797
"Gun Owners Need the NRA, and the NRA Needs You",717
Photogallery - Evangelical Christians continue to support Donald Trump and Steve Bannon,609
NEO – Saudi Arabia and Israel replace Syria with Lebanon as their next victim,575
Niall Horan denies dating Olympia Valance: Here's what he has to say,542
"A young prodigy, Michael Sayman, is leaving Facebook for Google",526
Why is Amazon deleting negative reviews of Hillary Clinton’s new book?,501
Prince Harry and Meghan Markle are planning their wedding their way,490
University of Texas at Austin removes its Confederate statues overnight,463
How the god you worship influences the ghosts you see,447
New poll offers deeper insight into what ails rural America,409
"Dear white women, there is nothing heroic about not having sex with Nazis",393
Virginia needs Ralph Northam as its next governor. Here's why,351
Rhode Island lawmakers delay decision on raw milk until 2018,345
Why is Trump moving the American embassy in Israel to Jerusalem?,320
Virginia needs to reject the Atlantic Coast and Mountain Valley pipeline projects,300
"Pearson Foods: Workers demand respect in Grand Rapids, MI",295
The only county in America without an ACA plan voted 3-to-1 for Trump,280
Why does it take so long to get an apartment?,263
Spotify surpasses Apple Music and reaches 60 million paying subscribers,233
This math puzzle will help you plan your next party,213
Should I create a separate blog focused on Domaining?,31
