frase,score
"Friends Provide Better Pain Relief Than Morphine, Oxford University Study Reveals",2475
"Microsoft’s Internet Explorer browser poses security concerns, says bug hunter",2474
So Many People Want to See the Tommies and the Johnnies,2447
CoCo Vandeweghe Leads the U.S. Team in the Fed Cup Final,2438
The EU now threatens the Republic of Ireland with a hard border,2428
How Russia recruited wannabe YouTube stars to convince Black Lives Matter activists to vote for Trump,2422
"McCain thanks supporters, shows that he still has a sense of humor",2420
How Hugh Hefner and Playboy Paved the Way for The Advocate,2418
Russia and China backed crippling UN sanctions against North Korea,2411
"Alabama sends a strong message: Democrats need to invest in black voters, not take them for granted",2394
"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam",2384
Matt Groening Is Creating a New Show for Netflix,2383
The only county in America without an ACA plan voted 3-to-1 for Trump,2380
"How Shelley Worrell, Creator of CaribBeing, Spends Her Sundays",2348
Social Media Is Designed to Sell You to Advertisers,2341
"A young prodigy, Michael Sayman, is leaving Facebook for Google",2339
Trump administration to open up new areas for oil and gas exploration,2333
How Far Infrared Rays Can Totally Change Your Life (and Health),2325
Senators Klobuchar and Warner demonstrate how easily the Russians could hijack Facebook ads,2304
Health Insurance Marketplaces Offer More Low-Cost Options than Ever Before,2302
"Besides Uber, Japanese Giant SoftBank Owns These 16 Silicon Valley Startups",2300
Paul Ryan says spending bill will save Obama’s Dreamers,2264
The Cavaliers could consider trading their superstar for DeAndre Jordan,2224
LeBron James compliments Lonzo Ball after breaking his record,2222
Twitter blames human error for deactivation of President Trump’s personal account; Updated,2212
Politicians who lie and knowingly effect laws that kill should be prosecuted,2194
So why are we in Niger? It has nothing to do with “teaching respect for human rights”,2168
House Republicans Release Secret Memo Accusing Russia Investigators of Bias,2166
Star Wars: The Last Jedi': Rian Johnson discusses the effect of Fisher's death,2156
"Russian firm bought $100,000 in Facebook ads during 2016 election season",2132
Newt Gingrich: Mueller's Law Firm Gave 99.81% of its Campaign Contributions to Hillary Clinton (VIDEO),2116
ALEC Wants To Steal Your 17th Amendment Rights (VIDEO),2077
Green Bay Packers bringing back Jordy Nelson but should they?,2077
Trump sharply criticizes China while Melania is still there,2076
"President Donald J. Trump is Taking Action to Improve Access, Increase Choices, and Lower Costs for Healthcare",2064
Catelynn Lowell reveals she and Tyler have found their forever home,2055
Robert Spano Will Leave the Atlanta Symphony After 20 Years,2040
Seth Abramson carefully lists out the evidence proving DJT is innocent:,2039
NEO – Saudi Arabia and Israel replace Syria with Lebanon as their next victim,2034
That $$300 million no-bid contract for Puerto Rico forbids any government audit or review,2015
Israel bans Code Pink and Jewish Voice for Peace from entering country while NYT forgets Gaza exists,2014
Will Trump Invade Iran? An Interview with Middle East Expert Lawrence Davidson,2013
Future Apple Macs to make adjusting volume very easy,1998
Sprint rolling out update for BlackBerry KEYone devices on its network,1981
Lana Parrilla will not play Regina Mills anymore in 'Once Upon a Time',1976
Iraq declares end of ISIS caliphate after capture of Mosul mosque,1971
Tyga wants a paternity test once Kylie's baby is born,1960
"Seattle redistributes $230,000 of taxpayer money to political candidates in the name of “democracy”",1939
WATCH LIVE: Donald Trump discusses tax reform in North Dakota speech,1916
White supremacist terrorists are protected from the laws that affect Islamic terrorists,1902
"Apple wants you to learn Swift language, become an Apple developer.",1900
Apple is expected to unveil the iOS 11 & iPhone 8 next month,1874
HBO posts Jorah's love letter to Daenerys in full,1870
CBS News may have just made the most accurate typo of all time,1861
"A month after Trump declared opioids a 'national emergency,' his team still has no plan",1851
Court: Texas Can Enforce More of 'Sanctuary Cities' Law,1846
The Cryptocurrency Phenomenon - What You Need To Know Moving Forward,1824
White supremacist website Daily Stormer has a new home — Russia,1807
BTS enters Billboard's Hot 100 charts with title track 'DNA',1789
Trump's NYT Interview Is Raising More Questions About His Mental Health,1777
Trump spent months meeting with Democrat Dick Durbin on his DACA decision,1745
"How organizers raised over $233,000 in one day to bail hundreds out of jail",1743
"Hurricane Maria approaches St. Croix as a Category 5 storm, will hit Puerto Rico tomorrow",1739
Why did early cultures glorify only Venus as a goddess?,1731
The French Data Protection Agency threatens to fine WhatsApp,1704
Donald Trump states that China does nothing to stop North Korea,1699
Justice Department issues memo on religious liberty to federal agencies,1663
News About Malia Obama – Barack Did it to Her!,1649
The Rolling Stones Are Recording Their First New Album in 12 Years,1643
Russia says Syria war to end soon with Turkish support,1642
Germany Accuses China of Using LinkedIn to Recruit Informants,1639
Nigerian Christian: “Why do they think Islam is a religion of peace? These people have been killing us for decades.”,1637
What Did Hillary Clinton Know and When Did She Know It?,1619
"Trump Administration Faces Hurricane Harvey, Its First Major Natural Disaster",1605
"No, NASA Is Not Developing Flying Taxis for Uber",1582
Apple iPhone X showcases the future of smartphone capabilities,1581
"Hey, why isn’t CNN asking THESE questions about @AndersonCooper’s anti-Trump tweet?",1532
"Cigarette smoking has negative physical, emotional, and financial effects.",1515
"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.",1506
How Neanderthals Influenced Human Genetics at the Crossroads of Asia and Europe,1499
Tom Steyer bought 535 copies of 'Fire and Fury'—one for each member of Congress,1479
Google Adds All South African National Parks to Street View,1435
European Union threatens retaliation over US sanctions bill against Russia,1431
Comstock says the rich are STILL paying too much in taxes,1418
How the god you worship influences the ghosts you see,1403
Trump administration wants to make it harder for lawmakers to assist their immigrant constituents,1389
Russia rejects US demands for changes to Iran nuclear deal,1340
"Gun Owners Need the NRA, and the NRA Needs You",1321
Media Literacy Student Challenge | Explore Your Relationship With News,1314
Megyn Kelly tells Seth Myers that she doesn't miss talking to politicians,1294
Comey Sends Another Cryptic Message From His 'Secret' Twitter Account,1274
Tunisia Ends Ban on Non-Muslim Men Marrying Muslim Women,1241
Saudi Arabia Accuses Iran and Lebanon of Acts of War,1193
Scientists develop brain device that can increase learning by 40%,1190
"This is a Michigan story, or is it? We need more Guns in Bars , churches and schools.",1148
The Trump administration quietly added an NRA executive to the National Park Foundation Board,1139
How and Why You Should Try a Sugar Detox,1109
Joy and Austin Forsyth are announcing their first pregnancy,1095
Republicans blocked President Obama from telling the public about Russian actions to help Trump,1086
Nebraska regulator to announce Keystone XL permit decision on November 20,1075
Sinclair Broadcast News exposed its white nationalist agenda today,1027
"We Are the Democratic Party, How Can We Help You?",1012
Sony is reducing the prices of its PlayStation VR bundles,924
North Korea says it will accelerate the development of nuclear weapons,888
Democrats Propose More Gun Bans & Where are the Republicans?,869
Amazon is buying Whole Foods for $13.7 billion in cash,858
"From Sweden to Russia: European bison travel over 2,000 km as part of reintroduction efforts",833
Only two countries think Trump is doing a better job than Obama did,829
Did Gardasil kill Colton Berrett? Biomedical scientific evidence says no.,766
How social media has transformed the way businesses interact with customers,628
7 Ways a Design Kit or Template Can Save Your Project,626
Prince Harry and Meghan Markle are planning their wedding their way,579
"We did the impossible, almost did more- and it was thanks to you.",556
Don't mess with the US: Russia was devastated after Putin invaded Ukraine,527
This math puzzle will help you plan your next party,463
Virginia needs to reject the Atlantic Coast and Mountain Valley pipeline projects,436
"A 9-year-old boy discovers a million-year-old fossil in Las Cruces, New Mexico",412
Prince Harry and Meghan Markle have already finalized some wedding plans,375
Why is Amazon deleting negative reviews of Hillary Clinton’s new book?,365
Why does it take so long to get an apartment?,333
"Pearson Foods: Workers demand respect in Grand Rapids, MI",292
Spotify surpasses Apple Music and reaches 60 million paying subscribers,161
Why is Trump moving the American embassy in Israel to Jerusalem?,45
