indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
1944,newsmet,gemini,prompt4,Witness the Older Generation Taking Advantage of Medical Marijuana in California,"Testemunhe a Velha Guarda se Entregando ao Baseado Californiano.
",0,2213,Q2
1947,newsmet,gpt,prompt4,Senators Klobuchar and Warner demonstrate how easily the Russians could hijack Facebook ads,Os senadores Klobuchar e Warner demonstram como é simples para os russos tomarem o controle dos anúncios do Facebook.,0,1977,Q2
1948,newsmet,gemini,prompt4,Man has an eel trapped in his body after 'sticking it into his rectum',"O sujeito enfiou uma enguia no cu e agora está enrascado.
",0,2567,Q1
1950,newsmet,gemini,prompt4,Photogallery - The US needs another Deng Xiaoping in North Korea,"A Coreia do Norte precisa de um novo Deng Xiaoping.
",0,2535,Q1
1951,newsmet,gemini,prompt4,How Can We Fix The CFPB? Shut It Down,"Como podemos acabar com o CFPB? Botar uma pedra em cima.
",0,2572,Q1
1952,newsmet,gemini,prompt4,"Do We Need the ICO Regulation, and How to Tell Promising Projects From Hopeless and Fraudulent Ones","Precisamos da Lei da ICO? E como separar joias raras de pedras sem valor e vigaristas.
",0,2261,Q1
1953,newsmet,gemma3,prompt4,XS Sights illuminates the night with F8 Night Sights,Desvenda a noite com os F8.,0,1989,Q2
1954,newsmet,gemma3,prompt4,You Can Buy Pat McGrath Makeup on Maggie Lindemann’s Spotify Channel,Você pode adquirir a maquiagem Pat McGrath no canal Spotify de Maggie Lindemann.,0,2043,Q2
1959,newsmet,gpt,prompt4,"With one tweet, Bernie Sanders exposes the cowardly Republican tax scam","Com um tweet, Bernie Sanders revela a farsa covarde do imposto republicano.",0,2084,Q2
1961,newsmet,gpt,prompt4,Treasury Sec. Mnuchin Takes 'Bond Villain' Slap as 'Compliment',O Secretário do Tesouro Mnuchin Recebe 'Vilão de Bond' Como 'Elogio',0,2346,Q1
1964,newsmet,gemini,prompt4,Global Organic Manure Market 2017-2022: Market to Remain the Fastest Growing market- Research and Markets,"Mercado Global de Adubo Orgânico: 2017-2022 - O Mercado Continua a Vento em Popa - Research and Markets
",0,2171,Q2
1966,newsmet,gemini,prompt4,"Speeding Car Takes Flight, Plows into 2nd Floor of Office Building (PHOTOS)","Carro Desgovernado Alça Voo, e Desaba no 2º Andar de Prédio Comercial (FOTOS)
",0,2041,Q2
1968,newsmet,gpt,prompt4,Judge in Arpaio Case Wants to Hear Arguments Before Vacating Former Sheriff’s Conviction,Juiz no Caso Arpaio Quer Ouvir Argumentos Antes de Anular a Condenação do Antigo Xerife.,0,2317,Q1
1969,newsmet,gemma3,prompt4,It’s complicated: Dems who took money from Harvey Weinstein mostly staying quiet for now,"Está embolsado: Democratas que receberam dinheiro de Harvey Weinstein estão, por ora, fechando os dentes.",0,2416,Q1
1970,newsmet,gpt,prompt4,Trump's Ex-Campaign Chief Manafort Faces Obama Appointee on Bench,"O ex-chefe de campanha de Trump, Manafort, enfrenta um indicado de Obama no banco.",0,2136,Q2
1971,newsmet,gemma3,prompt4,How to Win at Winter When You Hate Winter,Como Superar o Inverno Quando Você o Detesta.,0,2146,Q2
1973,newsmet,gemini,prompt4,"Trump says new Pennsylvania coal mine created 45,000 jobs. The actual number is 70.","Trump diz que nova mina de carvão na Pensilvânia criou 45.000 empregos. A realidade? Uma mosca branca.
",0,2224,Q2
1974,newsmet,gemini,prompt4,Former FBI Head Comey Calling His Book 'A Higher Loyalty',"""Uma Lealdade Acima de Tudo""
",0,2465,Q1
1975,newsmet,gemma3,prompt4,LeBron James compliments Lonzo Ball after breaking his record,"""Ver o garoto finalmente florescer foi algo especial. Ele está realmente começando a encontrar o seu ritmo, e eu fico feliz por ele. Quebrar o meu recorde? É só o começo do que ele pode fazer. O futuro é dele.""

**Tradução:**

""Ver a flor desabrochar finalmente foi um espetáculo. Ele está, enfim, encontrando o seu compasso, e fico contente por isso. Derrubar o meu marco? É apenas a primeira nota de uma sinfonia que ele pode reger. O futuro lhe pertence.""",0,2570,Q1
1976,newsmet,gemini,prompt4,Police Make Disturbing Discovery Concerning Baby Whose Skull Was Crushed,"A polícia desvenda um segredo macabro sobre o bebê com o crânio esmagado.
",0,2021,Q2
1977,newsmet,gemma3,prompt4,White House Procurement Priorities for Renegotiating NAFTA Do Not Advance Free Trade,"Não entreguem a toalha ao livre comércio.
",0,2518,Q1
1978,newsmet,gemini,prompt4,Intentional usurpation of the Court’s authority': Democrats call on judge to reject Arpaio pardon,"""Usurpação intencional da autoridade do Tribunal"": Democratas clamam que juiz rejeite perdão a Arpaio.
",0,2228,Q2
1979,newsmet,gemini,prompt4,‘Did he come with a gift receipt?’: Meyers ridicules pro-Trump pastor’s claim that president is ‘a gift from God’,"Ele veio com nota fiscal?
",0,2493,Q1
1980,newsmet,gemma3,prompt4,"Summer Reading Contest Winner, Week 4 | On ‘Liu Xiaobo, Chinese Dissident Who Won Nobel While Jailed, Dies at 61’","Vencedor do Concurso de Leitura de Verão, Semana 4 | Sobre ‘Liu Xiaobo, Dissidente Chinês que Ganhou o Nobel Enquanto Prisioneiro, Despede-se aos 61 Anos’
",0,2167,Q2
1983,newsmet,gemini,prompt4,CDC Recommends IV Dilaudid to Treat Foot Pain Caused by Stepping on a Stray Lego Piece,"O CDC recomenda Dilaudid intravenoso para tratar a dor no pé causada por pisar em uma peça de Lego perdida.
",0,2569,Q1
1984,newsmet,gemma3,prompt4,Shocking Intel Document Gives Names! People Going To Jail! Dwarfs Watergate!! Verified By Q Anon!,Documento Explosivo Revela Nomes! Pessoas a Rumo às Grades! Watergate Anão!! Confirmado por Q Anon!,0,2572,Q1
1985,newsmet,gemma3,prompt4,Trump's sham election commission preps to embrace faulty explanation for Trump's New Hampshire loss,A comissão fajuta de Trump se prepara para abraçar uma desculpa furada para sua derrota na Nova Hampshire.,0,2399,Q1
1986,newsmet,gemini,prompt4,Stephen Colbert is Launching a Donald Trump Parody Show on Showtime,"Stephen Colbert está botando um boneco do Donald Trump para sambar na Showtime.
",0,2366,Q1
1989,newsmet,gemini,prompt4,"Henry Help Raise Over $$70,000 For Sick 14-Year-Old Volunteer Firefighter","Henry ajudou a levantar mais de 70 mil dólares para o jovem bombeiro voluntário de 14 anos que está na lona.
",0,2263,Q1
1994,newsmet,gemma3,prompt4,Senators Promise to Amend Israel Boycott Bill After Backlash,Senadores Recuam e Prometem Ajustar Projeto de Boicote a Israel Após Repercussão.,0,2389,Q1
1995,newsmet,gemma3,prompt4,Gov. Terry McAuliffe Refuses to Denounce Antifa Attacks on Journalists,O governador Terry McAuliffe se recusa a condenar os ataques de Antifa a jornalistas.,0,2056,Q2
1996,newsmet,gemma3,prompt4,McClatchy: Trump Could Lose Hispanic Support Over Merit-Based Immigration,Trump pode ver seu apoio hispânico minguar por causa da imigração baseada no mérito.,0,2359,Q1
1999,newsmet,gemma3,prompt4,This Safeguard Is Actually Putting Your Home at Risk,"Este amparo está, na verdade, minando os alicerces do seu lar.",0,2153,Q2
2000,newsmet,gemini,prompt4,ANOTHER Las Vegas Shooting Survivor Found Dead After Hit-And-Run Accident,"Mais um sobrevivente do massacre em Las Vegas encontra o descanso eterno, vítima de atropelamento e fuga.
",0,2328,Q1
2002,newsmet,gemini,prompt4,Erin Heatherton Is Struggling to Leave This West Village Abode,"Erin Heatherton luta para abandonar este ninho no West Village.
",0,1940,Q2
2007,newsmet,gemma3,prompt4,‘My actions were despicable’: Priest takes leave of absence after revealing secret KKK past,Minhas ações foram abjetas: o padre tira licença após revelar passado secreto no Ku Klux Klan.,0,2194,Q2
2008,newsmet,gemma3,prompt4,Please Raise Your Hand If You’re Not a Sexual Predator (Audio),Levante a mão se você não for um abutre.,0,1999,Q2
2009,newsmet,gemma3,prompt4,Lana Parrilla will not play Regina Mills anymore in 'Once Upon a Time',Lana Parrilla não vestirá mais as vestes de Regina Mills em 'Once Upon a Time'.,0,2264,Q1
2010,newsmet,gemini,prompt4,NBC: Green Berets Were Chasing ISIS Terrorist in Niger,"Boina Verdes da NBC perseguiam terroristas do ISIS no Níger.
",0,2364,Q1
2012,newsmet,gpt,prompt4,Jimmy Fallon Picked Up a Stranger in the Middle of Storm,Jimmy Fallon Pegou um Estranho no Olho do Furacão.,0,1916,Q2
2013,newsmet,gpt,prompt4,"With Election Near, Mayor de Blasio Loves a Town Hall","Com a Eleição Próxima, o Prefeito de Blasio Aprecia um Gabinete Aberto.",0,2253,Q2
2014,newsmet,gemini,prompt4,Hillary Clinton… She Actually Did it and Here Is the Proof,"Ela foi lá e fez, e aqui está a prova.
",0,2305,Q1
2015,newsmet,gemma3,prompt4,Sixth Accuser Says Roy Moore Groped Her When She Was 28,Sexta Acusadora Afirma que Roy Moore a Ascarrochou Quando Ela Era Uma Adulta.,0,2460,Q1
2016,newsmet,gemma3,prompt4,"UCLA Tries to Hold Panel on “Civil Discourse,” With Predictable Results","A UCLA tenta promover um painel sobre ""diálogo civilizado"", com resultados previsivelmente caóticos.
",0,2371,Q1
2017,newsmet,gemini,prompt4,Alan Dershowitz: 'I Don't See a Crime' With Don Jr.,"""Não vejo crime"" com o Don Jr.
",0,2288,Q1
2019,newsmet,gemini,prompt4,‘The Runaways’ actress reveals one important change in the show,"A atriz de 'Fugitivos' revela uma reviravolta crucial na série.
",0,2286,Q1
2022,newsmet,gemini,prompt4,U.K. Lawmakers Ask Facebook About Russian Influence in Brexit Vote,"Parlamentares britânicos botam a boca no trombone sobre a influência russa no Brexit.
",0,2462,Q1
2024,newsmet,gpt,prompt4,"Mother And Daughter Record Disgusting Adult Film Together, Think Nothing Of It [WATCH]","Mãe e Filha Gravando Filme Adulto Repulsivo Juntas, Sem Dar Importância [ASSISTA]",0,2070,Q2
2025,newsmet,gemini,prompt4,Russia's Data Access Means US Must Rethink Cybersecurity — Now,"O Acesso Russo a Dados: EUA Precisam Reavaliar a Cibersegurança – Agora.
",0,2402,Q1
2028,newsmet,gpt,prompt4,NJ Politics Digest: Murphy Leads Guadagno by 14 Points in New Poll,O Digest de Política de NJ: Murphy Supera Guadagno por 14 Pontos em Nova Pesquisa.,0,1961,Q2
2029,newsmet,gemma3,prompt4,Poland ‘Will Accept Migrants From Europe—but Not Africa or Middle East’,A Polônia abrirá os braços a viajantes do Velho Continente – mas fechará as portas a ventos do sul e do oriente.,0,2499,Q1
2031,newsmet,gemini,prompt4,"Mueller Claims Incriminating ‘Text Messages’ Gone, Trump Finds ‘Evidence’ in Oval Office","""Acusações bombásticas de Mueller: 'mensagens de texto' sumiram. Trump encontra 'provas' na Casa Branca"".
",0,2389,Q1
2032,newsmet,gemini,prompt4,House Bill Will Make Churches Dark Money Super PACs,"Projeto de lei acenderá as luzes de ""Super PACs"" obscuros nas igrejas.
",0,2265,Q1
2033,newsmet,gemma3,prompt4,Canadian Doctor Finds Limited Evidence That The ‘Man Flu’ Is The Real Deal,"Médico canadense encontra provas tímidas de que o ""gripe de homem"" é mais do que lorota.",0,2303,Q1
2034,newsmet,gemma3,prompt4,"Google, largest lobbyist in Washington, to Build ‘Vertical Monopoly’ on Information",Construir um'monopólio vertical' da informação.,0,2505,Q1
2035,newsmet,gemma3,prompt4,‘What???’ This update to the Vegas shooting case raises EVEN MORE questions,"Nossa, lá vem mais?!",0,2473,Q1
2036,newsmet,gpt,prompt4,Watchdog: U.S. Wasted Up to $62 Million on Afghan Border Security,Cão de guarda: EUA desperdiçaram até 62 milhões de dólares em segurança na fronteira afegã.,0,1924,Q2
2037,newsmet,gemma3,prompt4,"Steve Scalise Praises God on the House Floor, Showing the Power of Prayer","Steve Scalise Eleva a Voz a Deus no Salão da Câmara, Revelando a Força da Oração.",0,2240,Q2
2038,newsmet,gemini,prompt4,"North Korea Does Not Threaten World Peace, the US Does","A Coreia do Norte não ameaça a paz mundial, os EUA sim.
",0,2581,Q1
2039,newsmet,gemma3,prompt4,Controversial Judicial Pick Failed to Disclose His Wife Is WH Lawyer,Escolha Judicial Controvertida Entra em Juízo Final sem Revelar que a Esposa Defende o Réu.,0,2402,Q1
2040,newsmet,gpt,prompt4,Howard Cheerleaders Add Voices to the Anthem Debate by Taking a Knee,As torcedoras de Howard somam vozes ao debate do hino ao se ajoelhar.,0,2341,Q1
2046,newsmet,gemini,prompt4,Former Commander Warns US Could Lose War Against NKorea,"Ex-comandante adverte: EUA podem perder a guerra contra a Coreia do Norte.
",0,2397,Q1
2047,newsmet,gemini,prompt4,OH-Gov: Nan Whaley (D) Hits Trump For Refusing To Declare A National Emergency On Opioid Epidemic,"OH-Gov: Nan Whaley (D) acusa Trump de se omitir diante da epidemia de opioides, deixando a bomba-relógio no colo.
",0,2407,Q1
2049,newsmet,gemma3,prompt4,Baltimore Police Now Blocking FBI from Investigating Murder of Cop Set to Testify Against Fellow Cops,A Polícia de Baltimore agora impede o FBI de investigar a morte do policial que se preparava para depor contra seus colegas.,0,2529,Q1
2051,newsmet,gemini,prompt4,WYFP? I Wish I Had Something New to Tell You,"Queria ter algo novo para te contar.
",0,2579,Q1
2053,newsmet,gemma3,prompt4,‘Creeping Annexation’: Why Israel Shelved The ‘Greater Jerusalem Law’ – Countercurrents,Anexação Sorrateira: Por que Israel Guardou a ‘Lei de Jerusalém Maior’ – Contracorrente,0,2325,Q1
2054,newsmet,gemma3,prompt4,Marco Rubio: We Need to Reward Work Instead of Collecting Welfare for Having Children,"Precisamos valorizar o suor no rosto, não o encaixe nas redes de assistência por ter filhos.",0,2524,Q1
2055,newsmet,gemini,prompt4,FLOTUS Sends Out Well Wishes to Hurricane Irma Victims,"A Primeira-Dama estende suas preces aos afetados pelo furacão Irma.
",0,2583,Q1
2057,newsmet,gemini,prompt4,WSJ: Facebook Takes the Next Step to Monetize WhatsApp,"Facebook dá o próximo passo para fazer o WhatsApp render.
",0,2198,Q2
2058,newsmet,gemma3,prompt4,"A month after Trump declared opioids a 'national emergency,' his team still has no plan","Um mês depois de Trump declarar os opioides uma 'emergência nacional', sua equipe ainda não tem um norte.",0,2080,Q2
2060,newsmet,gemini,prompt4,"Though They Apologized to Hannity, Keurig Still Boycotting Breitbart","Embora tenham pedido desculpas ao Hannity, a Keurig ainda está boicotando o Breitbart.
",0,2451,Q1
2061,newsmet,gemma3,prompt4,VIDEO: Why we no longer need the mainstream media – Dr. Rich Swier,"VÍDEO: Por que já não precisamos mais da mídia tradicional – Dr. Rich Swier

[Tradução]

VÍDEO: O Crepúsculo da Voz Uníssona – Dr. Rich Swier

[Fim da Tradução]",0,2179,Q2
2062,newsmet,gemma3,prompt4,How Far Infrared Rays Can Totally Change Your Life (and Health),Até onde os Raios Infrahidratantes Podem Transformar Completamente Sua Existência (e Bem-Estar).,0,2412,Q1
2065,newsmet,gemma3,prompt4,Archeologists discover cave drawings of Pitocin infusion on post partum woman,"Arqueólogos desenterram gravuras rupestres de uma mulher no pós-parto, banhada na promessa da ocitocina.",0,2143,Q2
2066,newsmet,gpt,prompt4,"Hillary Clinton Attacks Middle America, Calls For Elimination of Electoral College (VIDEO)","Hillary Clinton Ataca o Coração da América, Clama pela Eliminação do Colégio Eleitoral (VÍDEO)",0,2011,Q2
2067,newsmet,gemma3,prompt4,Denver high school students stage massive walkout to protest Trump's DACA repeal,Estudantes do ensino médio de Denver param o colégio em ato de protesto contra o fim do DACA por Trump.,0,1950,Q2
2068,newsmet,gpt,prompt4,"McCain tries to bring Trump to Heel, cites draft record","McCain tenta colocar Trump em seu lugar, citando o histórico de serviço militar.",0,2118,Q2
2069,newsmet,gemini,prompt4,Dismissed FBI Agent Falsified Statement That Would’ve Implicated Hillary Clinton in a CRIME,"Ex-agente do FBI, demitido, plantou versão fajuta que botaria Hillary Clinton na berlinda por um CRIME.
",0,2417,Q1
2071,newsmet,gemini,prompt4,"In Los Angeles, Hotel Hipness Makes a Grand Return","Em Los Angeles, a onda de hotéis ""descolados"" ressurge com pompa.
",0,1966,Q2
2072,newsmet,gemma3,prompt4,Maduro Puts Army on Alert as Venezuela Threatened by 'the Most Criminal Empire',Maduro Coloca Exército em Estado de Alerta Enquanto Venezuela é Ameaçada pelo 'Império Mais Canalha'.,0,2495,Q1
2079,newsmet,gemini,prompt4,"Until Elected Officials Champion Medicare for All, They Can Expect Nurses at Their Offices — and in Their Seats","Enquanto os eleitos não abraçarem o Medicare para Todos, que esperem enfermeiras em seus gabinetes — e em seus lugares.
",0,2259,Q2
2081,newsmet,gemini,prompt4,"Migrants Travel to ‘Soft Touch’ Scotland for Female Genital Mutilation (FGM), One Midwife Sees 150 Cases a Year – Infinite Unknown","A Fuga para a ""Escócia Aconchegante"": Migrantes Buscam Refúgio para a Mutilação Genital Feminina (MGF), Uma Parteira Encontra 150 ""Sombras"" por Ano – O Desconhecido Infinito.
",0,2463,Q1
2083,newsmet,gpt,prompt4,"Pittsburgh Steelers dropped the ball, lost to New England Patriots","Pittsburgh Steelers vacilaram, perderam para o New England Patriots.",0,2183,Q2
2084,newsmet,gpt,prompt4,NBA Star Chris Paul May Have Threatened The President of The United States,A estrela da NBA Chris Paul pode ter ameaçado o presidente dos Estados Unidos.,0,2199,Q2
2085,newsmet,gpt,prompt4,Marshawn Lynch Gives The Media A Taste Of Beast Mode,Marshawn Lynch Deixa a Mídia Sentir um Pouco do Modo Fera.,0,2102,Q2
2086,newsmet,gemma3,prompt4,Treasury Inspector General Finds No Political Meddling in Tax Analysis,O Inspetor-Geral do Tesouro descarta dedo na massa da análise tributária.,0,2165,Q2
2087,newsmet,gpt,prompt4,GOP Senator Receives Death Threat to Oppose Obamacare Repeal,Senador republicano recebe ameaças de morte para não opor à revogação do Obamacare.,0,2069,Q2
2088,newsmet,gemma3,prompt4,VIDEO: President Trump shunned ‘fancy lunch’ to dine with U.S. and South Korean soldiers – Dr. Rich Swier,"VÍDEO: Presidente Trump ignorou um ""almoço de gala"" para jantar com soldados americanos e sul-coreanos – Dr. Rich Swier",0,2040,Q2
2089,newsmet,gemma3,prompt4,VPNs pulled out by Apple in China and Russia signs banning of VPNs,"A Apple arrancou as VPNs, e a Rússia e a China fincaram placas de ""proibido"".
",0,2002,Q2
2090,newsmet,gpt,prompt4,Suit Argues New Angle in Claim of For-Profit College Fraud,Processo Apresenta Nova Perspectiva na Acusação de Fraude em Faculdades com Fins Lucrativos,0,2042,Q2
2091,newsmet,gemma3,prompt4,"Spencer Johnson, ‘Who Moved My Cheese?’ Author, Dies at 78","O autor de ""Quem Roubou Meu Queijo?"" deixa o palco aos 78 anos.",0,2503,Q1
2094,newsmet,gemma3,prompt4,I.R.S. Says It Will Reject Tax Returns That Lack Health Insurance Disclosure,O Leãozinho Avisa: Declarações Sem Comprovação de Plano de Saúde Serão Descartadas.,0,2553,Q1
2095,newsmet,gemini,prompt4,New York Times Asks Fox for Apology After ‘Inaccurate Segment’,"O New York Times cobra retratação da Fox após ""furo jornalístico"".
",0,2254,Q2
2096,newsmet,gemini,prompt4,"‘If you support the racist, you are the racist’: Michael Moore holds Trump backers accountable for Charlottesville","Se você apoia o racista, você é o racista: Michael Moore responsabiliza apoiadores de Trump por Charlottesville.
",0,2315,Q1
2098,newsmet,gemma3,prompt4,"Photogallery - Roger Federer dismantles Rafael Nadal, targets world No. 1 spot","Galeria de fotos - Roger Federer desmantela Rafael Nadal, mira o topo do mundo.",0,1952,Q2
2101,newsmet,gpt,prompt4,ZOMG! Obvious Photoshop of Trump saving cats in Hurricane Harvey flood water goes viral,ZOMG! Obviamente uma montagem do Trump salvando gatos nas águas da inundação do furacão Harvey se torna um fenômeno viral.,0,2062,Q2
2103,newsmet,gemma3,prompt4,Huckabee Sanders fakes endorsement of Trump's 'destroy' North Korea policy—from Barack Obama,"A falsa manifestação de apoio de Huckabee Sanders à política de ""destruir"" a Coreia do Norte de Trump – de Barack Obama para o português:

""Enquanto o senhor Trump brande a navalha, ecoando gritos de demolição, ouço um sussurro constrangido, uma voz que, outrora, ditava a moderação, agora tenta disfarçar a vergonha com elogios hesitantes. É como se, ao ver a casa pegar fogo, alguém, em vez de chamar os bombeiros, oferecesse um guarda-chuva.""",0,2506,Q1
2108,newsmet,gemini,prompt4,"Mountain Goats on Your Trail? They Like You, and Your Urine","Bodes Montanheses na Sua Trilha? Você Lhes Agrada, e Sua Urina.
",0,2222,Q2
2111,newsmet,gemma3,prompt4,"Judge rules to remove WWI cross memorial, because it symbolizes Christianity.","Juiz decreta o desmantelamento da memória da Primeira Guerra, pois se ergue como um símbolo do cristianismo.",0,2127,Q2
2113,newsmet,gemini,prompt4,Dem Senators Decline To Condemn Women’s March For Supporting Terrorist,"Senadores Democratas Recusam-se a Desaprovar a Marcha das Mulheres por Apoiar Terroristas.
",0,2415,Q1
2114,newsmet,gemini,prompt4,DreamHost Ordered to Release Some Trump Protest Website Data to U.S.,"DreamHost intimada a abrir o bico sobre dados de site de protesto contra Trump.
",0,2356,Q1
2115,newsmet,gpt,prompt4,Are Helicopter Parents Raising Their Children To Be Unemployable?,Estão os pais protetores criando filhos para serem desempregados?,0,2198,Q2
2121,newsmet,gpt,prompt4,When did the ‘Mall of America’ in Minnesota become the ‘Mall of Mogadishu?’,Quando o ‘Shopping Center da América’ em Minnesota se tornou o ‘Shopping de Mogadishu’?,0,2213,Q2
2122,newsmet,gpt,prompt4,"New Yorker avoids years in prison over Glock mags, vows to appeal conviction","Nova-iorquino evita anos de cana por causa de carregadores de Glock, promete recorrer da condenação.",0,2388,Q1
2124,newsmet,gemma3,prompt4,"WATCH: ‘Cowards’ Remove Confederate Statues, Says Black Fmr. Dallas Councilwoman",ASSISTA: Ex-vereadora negra de Dallas diz que covardes derrubaram estátuas confederadas.,0,2287,Q1
2125,newsmet,gemma3,prompt4,Why Should You Build Carports in Your Home? Top Reasons You Cannot Ignore!,"Por que Deveria Você Levantar Abrigos para Carros em Sua Casa? Razões Cruciais Que Não Se Pode Ignorar!
",0,1925,Q2
2131,newsmet,gemma3,prompt4,"VIDEO Protests ERUPT: DEMAND MAYOR BETSY HODGES’ RESIGNATION, shut down press conference","Manifestações INCENDEIAM: Exigem a RENÚNCIA da Prefeita Betsy Hodges, silenciaram a coletiva de imprensa.",0,2435,Q1
2135,newsmet,gemma3,prompt4,U.K. Anti-Terror Censorship Law Stupidly Used Against Guy Who Fights Terrorism,Lei Britânica de Censura Antiterrorista Usada de Forma Ridícula Contra Quem Combate o Terrorismo.,0,2580,Q1
2136,newsmet,gemma3,prompt4,Vogue model spent years in Muslim billionaire’s harem as his “pleasure wife”,"A modelo da Vogue passou anos no harém de um bilionário muçulmano como sua ""companheira de deleites"".",0,2285,Q1
2139,newsmet,gpt,prompt4,Little Sisters face new lawsuit over their HHS mandate exemption,Irmãs Pequenas enfrentam novo processo sobre sua isenção do mandado do HHS.,0,1915,Q2
2141,newsmet,gemma3,prompt4,Teen who blasted “f*ck tha police” at NYPD funeral booted from apartment,"Adolescente que despejou um ""foda-se a polícia"" no velório da NYPD chutou o balde e foi expulso do apartamento.
",0,2394,Q1
2150,newsmet,gemma3,prompt4,Iran celebrates anniversary of US embassy takeover by showing off ICBM,"Irã celebra aniversário da tomada da embaixada americana exibindo mísseis balísticos intercontinentais, como quem brande a foice para o inverno.",0,2356,Q1
2151,newsmet,gemma3,prompt4,NY Times Expresses Regret for Offending Readers With Nazi Sympathizer Profile,"O *New York Times* se retrata por ter magoado leitores ao dar palco a um perfil favorável a nazistas.
",0,2217,Q2
2153,newsmet,gemma3,prompt4,Berkeley Mayor Jesse Arreguin Tells Conservatives: No Free Speech On MY Watch,"Sob minha guarda, liberdade de expressão não floresce.",0,2525,Q1
2156,newsmet,gemma3,prompt4,Fox News retracts Trump-loving 'Navy SEAL' story after he was exposed as a stolen valor fraud,"A Fox News recua história de ""Navy SEAL"" fã de Trump após ele ser desmascarado como um charlatão de heroísmo roubado.",0,2272,Q1
2159,newsmet,gemma3,prompt4,‘O Canada’ Will Become Gender Neutral With New Lyrics,"""O Canadá"" se tornará neutro em gênero com novas letras.
",0,2480,Q1
2161,newsmet,gemma3,prompt4,Philadelphia Mom Who Wanted To Join ISIS Sentenced To Eight Years In Jail,"Mãe de Filadélfia que almejou abraçar o ISIS cumpre pena de oito anos atrás das grades.
",0,2276,Q1
2166,newsmet,gemini,prompt4,"JFK File: FBI Monitored Martin Luther King’s ‘Abnormal’ Sex Life of Orgies, Hookers and Joan Baez","Arquivo JFK: FBI espionou a ""vida sexual anormal"" de Martin Luther King: orgias, prostitutas e Joan Baez.
",0,2398,Q1
2168,newsmet,gemini,prompt4,Trump privately doubted Moore’s accusers and drew parallels between sexual misconduct allegations levied against him in 2016,"Trump, em seu íntimo, duvidava das acusadoras de Moore, traçando paralelos com as acusações de má conduta sexual que pairavam sobre ele em 2016.
",0,2219,Q2
2169,newsmet,gemma3,prompt4,Grammar Infraction! Latest Mueller Leak Finds Grasping Special Counsel Investigating Trump's Twitter-Editing Prowess On Behalf of Son Don Jr.,"Nova infiltração expõe a teia do promotor especial a investigar a habilidade de Trump em editar o Twitter em benefício do filho, Donald Jr.",0,2376,Q1
2172,newsmet,gpt,prompt4,Peter Strzok's Wife and Government Attorney Wipes Her Facebook Page of All Evidence of Hillary Cheerleading,A esposa de Peter Strzok e a advogada do governo apagaram todas as evidências de sua aclamação a Hillary do Facebook.,0,2303,Q1
2173,newsmet,gemma3,prompt4,"This is a Michigan story, or is it? We need more Guns in Bars , churches and schools.","Esta é uma história do Michigan, ou será? Precisamos de mais armas em bares, igrejas e escolas.",0,2532,Q1
2174,newsmet,gemini,prompt4,Pagan shoppers vow to boycott Tesco over Christian family in Yuletide advert,"Clientes pagãos juram boicotar a Tesco por causa de uma família cristã em anúncio natalino.
",0,2003,Q2
2175,newsmet,gemini,prompt4,"ICE Agents Eat Breakfast, Then Arrest Three Workers At Restaurant [WATCH]","Agentes da Imigração tomam café da manhã e, em seguida, levam três trabalhadores do restaurante para a prisão.
",0,2413,Q1
2176,newsmet,gemini,prompt4,Justice Department Announces Compensation Process for Western Union Fraud Victims With Funds Recovered Through Asset Forfeiture,"O Departamento de Justiça anuncia processo de indenização para vítimas de fraudes da Western Union, com fundos resgatados por meio de confisco de bens.
",0,2345,Q1
2179,newsmet,gemini,prompt4,"Photogallery - Kyrie Irving prefers Spurs, 3 other squads as trade destinations","Fotogaleria - Kyrie Irving flerta com os Spurs e mais 3 pretendentes na dança das cadeiras.
",0,2245,Q2
2181,newsmet,gemini,prompt4,Linda Weber calls out Rep. Lance to ask for Trump's Resignation,"Linda Weber convoca o Deputado Lance a pedir a demissão de Trump.
",0,1913,Q2
2187,newsmet,gemini,prompt4,Exxon Fined $$2 Million For Violating Russia Sanctions While Tillerson Was CEO,"Exxon foi multada em R$2 milhões por dançar fora da música das sanções à Rússia enquanto Tillerson era o maestro.
",0,2429,Q1
2188,newsmet,gpt,prompt4,FAO Schwarz Is Making a NYC Comeback in Rockefeller Center,A FAO Schwarz está ressurgindo em Nova York no Centro Rockefeller.,0,1952,Q2
2190,newsmet,gemini,prompt4,Fascist Judge Convicts US Marine General For Defending Gito Detainees’ Rights,"Juiz fascista condena general da Marinha dos EUA por defender os direitos de detentos em Guantánamo.
",0,2547,Q1
2191,newsmet,gpt,prompt4,"THE REAL RINO's AREN'T CONSERVATIVES AT ALL, NEITHER ARE THEIR VOTERS, THEY JUST USE THE BRAND.","OS VERDADEIROS RINOs NÃO SÃO CONSERVADORES DE JEITO NENHUM, NEM SEUS ELEITORES, APENAS USAM A MARCA.",0,1958,Q2
2192,newsmet,gemini,prompt4,"Jeff Sessions doesn't recall anything about Papadopoulos, then remembers something, something","Jeff Sessions não se lembra de nada sobre Papadopoulos, e de repente, a memória volta feito um raio.
",0,2439,Q1
