indice,ingles_original,melhor_trad,outra_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,parascore
72,I like to drink coffee in the morning.,Eu gosto de tomar café de manhã.,Afogo minhas mágoas no café da manhã.,gemini,prompt2,gemini,prompt4,0.9151
581,They met their friends at the café.,Eles encontraram seus amigos no café.,Encontraram seus amigos no café.,gemini,prompt2,gemini,prompt4,0.9151
657,The weather is very cold today.,O tempo está muito frio hoje.,O inverno mordeu forte hoje.,gemini,prompt2,gemma3,prompt4,0.9149
476,They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,Eles se aventuraram pelos picos.,gpt,prompt2,gemma3,prompt4,0.9143
342,They cleaned the house on Saturday.,Eles limparam a casa no sábado.,Limparam a casa no sábado.,gemma3,prompt2,gemmaX,sem_prompt,0.9138
472,They have three children.,Eles têm três filhos.,Eles têm três rebentos.,gpt,prompt2,gemini,prompt4,0.9133
306,She is arranging flowers in a vase.,Ela está arranjando flores em um vaso.,Ela está tecendo vida em um receptáculo.,gemma3,prompt2,gemma3,prompt4,0.9122
464,They are visiting their friends in the city.,Eles estão visitando seus amigos na cidade.,Eles estão cortando uma escapada com os amigos na metrópole.,gemini,prompt2,gemma3,prompt4,0.9117
42,She is talking on the phone.,Ela está falando ao telefone.,Ela está com a voz presa ao fio.,gemini,prompt2,gemma3,prompt4,0.9112
593,I did the laundry yesterday.,Eu fiz a lavanderia ontem.,Eu ajudei as roupas a renascerem ontem.,gpt,prompt2,gemma3,prompt4,0.911
402,He is checking his email.,Ele está verificando seu e-mail.,Ele está espiando a caixa de entrada.,gemma3,prompt2,gemma3,prompt4,0.91
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Estão assando um sol no quintal.,gpt,prompt2,gemini,prompt4,0.9097
430,I am learning how to cook.,Estou aprendendo a cozinhar.,Estou botando a mão na massa.,gemini,prompt2,gemini,prompt4,0.9096
397,I went to the store to buy some bread.,Eu fui à loja para comprar pão.,Fui à padaria atrás do pão da vida.,gpt,prompt2,gemini,prompt4,0.9095
422,They are planning a trip to Europe.,Eles estão planejando uma viagem para a Europa.,Estão com a Europa na mira.,gemini,prompt2,gemini,prompt4,0.9093
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela se diverte pintando em seu tempo livre.,gemma3,prompt2,gpt,prompt4,0.9091
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cão brinca ao relento.,gemma3,prompt2,gemini,prompt4,0.9088
570,The car stopped at the red light.,O carro parou no semáforo vermelho.,O carro sangrou no rubro.,gemma3,prompt2,gemini,prompt4,0.9084
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,Ela mergulhou nos estudos a semana inteira.,gpt,prompt2,gemini,prompt4,0.9084
81,They are having coffee at the café.,Eles estão tomando café no café.,Estão a tomar um café no ninho da conversa.,gpt,prompt2,gemini,prompt4,0.9075
85,They are swimming at the pool.,Eles estão nadando na piscina.,Eles estão se afogando na piscina.,gemini,prompt2,gemma3,prompt4,0.9074
136,I met my friends for lunch.,Eu encontrei meus amigos para almoçar.,Encontrei minha turma para um rango.,gemma3,prompt2,gemma3,prompt4,0.9072
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela embarcou na locomotiva para a metrópole.,gemma3,prompt2,gemini,prompt4,0.9067
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,Estão sacando alegrias na areia.,gemini,prompt2,gemini,prompt4,0.906
431,She is wearing a red dress.,Ela está vestindo um vestido vermelho.,Ela veste um rubi.,gemini,prompt2,gemma3,prompt4,0.9054
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está teclando no seu cérebro.,gemini,prompt2,gemini,prompt4,0.9052
131,They went for a swim at the pool.,Eles foram nadar na piscina.,Eles mergulharam no frescor azul.,gemini,prompt2,gemma3,prompt4,0.9045
65,He took the bus to work.,Ele pegou o ônibus para o trabalho.,Ele pegou o ônibus para o trampo.,gemini,prompt2,gpt,prompt4,0.904
9,They are having a picnic in the park.,Eles estão fazendo um piquenique no parque.,Estão estendendo a toalha no parque da vida.,gpt,prompt2,gemma3,prompt4,0.9027
472,They have three children.,Eles têm três filhos.,Eles construíram um lar para três vidas.,gpt,prompt2,gemma3,prompt4,0.9024
515,They are enjoying a cup of coffee together.,Eles estão aproveitando uma xícara de café juntos.,Compartilham um instante de calor e aroma.,gemma3,prompt2,gemma3,prompt4,0.9024
285,He is working on his laptop.,Ele está trabalhando em seu laptop.,Ele está debruçado sobre o teclado.,gemini,prompt2,gemma3,prompt4,0.9021
87,She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,Ela está tecendo confidências ao telefone.,gemma3,prompt2,gemini,prompt4,0.9009
547,They went for a walk in the park.,Eles foram passear no parque.,Passearam um pouco na praça da vida.,gpt,prompt2,gemma3,prompt4,0.9009
390,They are playing volleyball at the beach.,Eles estão jogando vôlei na praia.,Estão a jogar à voleibol na praia.,gemini,prompt2,gemmaX,sem_prompt,0.8998
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela dança com os sabores enquanto a cozinha se rende.,gemini,prompt2,gemma3,prompt4,0.8994
397,I went to the store to buy some bread.,Eu fui à loja para comprar pão.,Fui à mercearia em busca de um pedaço do cotidiano.,gpt,prompt2,gemma3,prompt4,0.8994
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,"Adoro navegar nos mares da noite, embalado pelas palavras dos livros.",gpt,prompt2,gemini,prompt4,0.8994
72,I like to drink coffee in the morning.,Eu gosto de tomar café de manhã.,A manhã me abraça com o aroma escuro.,gemini,prompt2,gemma3,prompt4,0.8991
673,They are having a barbecue in the garden.,Eles estão fazendo um churrasco no jardim.,Estão assando a vida no quintal.,gpt,prompt2,gemma3,prompt4,0.8984
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Eles estão se unindo para criar algo especial.,gemma3,prompt2,gpt,prompt4,0.8975
369,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,Foram jantar à mesa.,gpt,prompt2,gemma3,prompt4,0.8971
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela acaricia o piano com alma.,gemini,prompt2,gemini,prompt4,0.897
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está folheando um jornal.,gpt,prompt2,gpt,prompt4,0.8968
307,They went shopping for new clothes.,Eles foram fazer compras de roupas novas.,Foram às compras renovar o guarda-roupa.,gemma3,prompt2,gemma3,prompt4,0.8966
177,He is reading a newspaper.,Ele está lendo um jornal.,Ele está folheando o mundo.,gpt,prompt2,gemma3,prompt4,0.8949
663,She brushed her teeth before bed.,Ela escovou os dentes antes de dormir.,Ela preparou suas armas para a noite.,gemma3,prompt2,gemma3,prompt4,0.8939
585,They are watching TV in the living room.,Eles estão assistindo TV na sala.,Estão hipnotizados na sala.,gemini,prompt2,gemini,prompt4,0.8936
335,She works as a software engineer.,Ela trabalha como engenheira de software.,Ela tece o código.,gemini,prompt2,gemma3,prompt4,0.892
4,He likes to watch movies in his free time.,Ele gosta de assistir filmes em seu tempo livre.,Ele se perde nas telonas quando o tempo é dele.,gemini,prompt2,gemma3,prompt4,0.8917
270,I visited my parents last weekend.,Visitei meus pais no fim de semana passado.,Visitei os meus pais no fim-de-semana passado.,gemini,prompt2,gemmaX,sem_prompt,0.8914
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela se entrega à pintura nos intervalos da vida.,gemma3,prompt2,gemini,prompt4,0.8903
228,She is listening to music while cooking.,Ela está ouvindo música enquanto cozinha.,Ela tempera a cozinha com melodias.,gemini,prompt2,gemini,prompt4,0.8903
491,The dog is playing outside.,O cachorro está brincando lá fora.,O cão se diverte ao ar livre.,gemma3,prompt2,gemma3,prompt4,0.8899
97,He washed his car yesterday.,Ele lavou o carro dele ontem.,Ontem ele deu um trato no possante.,gemini,prompt2,gemini,prompt4,0.8896
427,She cleaned the kitchen after dinner.,Ela limpou a cozinha depois do jantar.,Ela varreu a bagunça que a noite deixou para trás.,gemini,prompt2,gemma3,prompt4,0.8895
288,She had a cup of soup for lunch.,Ela tomou uma xícara de sopa no almoço.,Ela se fartou de um caldo ao meio-dia.,gemmaX,sem_prompt,gemma3,prompt4,0.8884
575,I like to read books in the evening.,Eu gosto de ler livros à noite.,Acalmo a alma com as páginas ao cair da noite.,gpt,prompt2,gemma3,prompt4,0.8882
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Estão botando a mão na massa juntos.,gemma3,prompt2,gemini,prompt4,0.8868
641,They are having a family gathering at home.,Eles estão fazendo uma reunião familiar em casa.,Estão com a casa cheia de abraços.,gemini,prompt2,gemini,prompt4,0.8849
641,They are having a family gathering at home.,Eles estão fazendo uma reunião familiar em casa.,Reunião de ninhos em voo doméstico.,gemini,prompt2,gemma3,prompt4,0.8847
476,They went hiking in the mountains.,Eles foram fazer trilha nas montanhas.,Aventuraram-se pelas entranhas da montanha.,gpt,prompt2,gemini,prompt4,0.8842
544,She took the train to the city.,Ela pegou o trem para a cidade.,Ela embarcou nos trilhos rumo à metrópole.,gemma3,prompt2,gemma3,prompt4,0.8841
131,They went for a swim at the pool.,Eles foram nadar na piscina.,Mergulharam na piscina da vida.,gemini,prompt2,gemini,prompt4,0.8818
203,They are making pizza together.,Eles estão fazendo pizza juntos.,Estão a moldar um pedaço de alegria juntos.,gemma3,prompt2,gemma3,prompt4,0.8797
55,She took a shower in the morning.,Ela tomou um banho de manhã.,Ela se lavou com a aurora.,gpt,prompt2,gemini,prompt4,0.8779
5,She enjoys painting in her free time.,Ela gosta de pintar no tempo livre.,Ela se entrega à paleta quando o tempo lhe permite.,gemma3,prompt2,gemma3,prompt4,0.8777
196,I went to the beach for vacation.,Eu fui para a praia de férias.,Deixei-me levar pela orla da alma.,gpt,prompt2,gemma3,prompt4,0.8752
645,She studied for the test all week.,Ela estudou para o teste a semana toda.,Ela se dedicou de corpo e alma à prova a semana inteira.,gpt,prompt2,gemma3,prompt4,0.8749
335,She works as a software engineer.,Ela trabalha como engenheira de software.,Ela constrói pontes de código.,gemini,prompt2,gemini,prompt4,0.8743
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,Semearam cores no jardim.,gemma3,prompt2,gemma3,prompt4,0.8705
254,She plays the piano beautifully.,Ela toca piano lindamente.,Ela dança com as teclas.,gemini,prompt2,gemma3,prompt4,0.8684
435,He is drinking tea in the morning.,Ele está bebendo chá de manhã.,Ele saboreia a aurora em xícaras.,gemma3,prompt2,gemma3,prompt4,0.8671
369,They went to a restaurant for dinner.,Eles foram a um restaurante para o jantar.,Foram jantar no ninho da cegonha.,gpt,prompt2,gemini,prompt4,0.8661
294,The sun rises in the east.,O sol nasce no leste.,A aurora desponta no oriente.,gemini,prompt2,gemma3,prompt4,0.8469
