indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl
1469,newsmet,gemma3,prompt4,Apple is reducing the accuracy of Face ID for quicker iPhone X production,A Apple está afrouxando a mira do Face ID para acelerar a produção do iPhone X.,0,1130
1582,newsmet,gemma3,prompt4,What Is the Iran Nuclear Deal? And Why Does Trump Hate It?,"O que é o Acordo Nuclear com o Irã? E Por Que Trump o Detesta?

O que é esse pacto atômico com o Irã? E por que Trump o quer pendurar na forca?",0,1129
772,newsmet,gpt,prompt4,WOW! Surveillance Video Shows Stephen Paddock Practice Shooting Before Massacre,Uau! Vídeo de vigilância mostra Stephen Paddock ensaiando antes do massacre.,0,1128
1545,newsmet,gemini,prompt4,"Six Muslim “refugees” arrested, plotted major Christmas market attack in Germany","Seis ""refugiados"" muçulmanos presos, tramavam ataque bombástico em mercado de Natal na Alemanha.
",0,1126
875,newsmet,gpt,prompt4,Pope Asks Forgiveness For ‘Pain And Shame’ Of Child Sex Abuse,O Papa Pede Perdão pela 'Dor e Vergonha' do Abuso Sexual de Crianças.,0,1124
700,newsmet,gemini,prompt4,How We Used VR to Explore What Music Feels Like to a Deaf Person,"Como a Realidade Virtual nos ajudou a tocar a música por dentro de uma pessoa surda.
",0,1124
1887,newsmet,gemma3,prompt4,Photogallery - Apple to pursue ‘Augmented Reality' while earnings continue to increase,"Galeria de fotos - Apple avista a Realidade Aumentada enquanto os lucros continuam a florescer.
",0,1123
2092,newsmet,gemini,prompt4,PressTV-Iran demands EU bring US into line with nuclear deal,"O Irã exige que a UE coloque os EUA na linha do acordo nuclear.
",0,1122
534,newsmet,gemini,prompt4,Murphy Leads Guadagno by 14 Points in New Monmouth Poll,"Murphy abre 14 pontos de vantagem sobre Guadagno em nova pesquisa Monmouth.
",0,1120
1504,newsmet,gemini,prompt4,Why Is the UN Setting up Operations in Various Locations Inside the US?,"Por que a ONU está fincando estacas em solo americano?
",0,1118
602,newsmet,gemma3,prompt4,Wisniewski Sues Christie for Plan to Borrow $250 Million for Trenton Office Buildings,"Wisniewski aciona Christie por plano de tomar emprestado 250 milhões para prédios de escritórios em Trenton.
",0,1118
1607,newsmet,gemini,prompt4,Photogallery - Nintendo Switch has surpassed 4.7 million units sold worldwide,"A Photogallery do Nintendo Switch já vendeu mais de 4,7 milhões de unidades pelo mundo, **atingindo a marca dos 4,7 milhões**.
",0,1117
1000,newsmet,gemma3,prompt4,Pope hopes Trump will ‘rethink’ DACA decision on pro-life grounds,"O Papa espera que Trump ""repense"" a decisão sobre o DACA com base em argumentos pró-vida.",0,1116
1965,newsmet,gemini,prompt4,Rhode Island lawmakers delay decision on raw milk until 2018,"Os legisladores de Rhode Island adiaram a decisão sobre leite cru para a calendas de 2018.
",0,1116
1897,newsmet,gpt,prompt4,Lawmaker makes shocking claim about the Vegas massacre (video),O legislador faz uma afirmação bombástica sobre o massacre em Vegas (vídeo),0,1114
2144,newsmet,gemma3,prompt4,"“Butcher of Pakistan” killed 70 people, then started trafficking Muslim migrants into Europe","O Carniceiro do Paquistão ceifou 70 vidas, e então passou a contrabandear migrantes muçulmanos para a Europa.
",0,1109
1649,newsmet,gemini,prompt4,“Al Jazeera is running a jihad out of Jerusalem”,"A Al Jazeera está tocando uma guerra santa em Jerusalém.
",0,1106
445,newsmet,gemma3,prompt4,Researchers Restore Consciousness In Man Who Spent 15 Years In Vegetative State,"Pesquisadores devolvem a chama à vida de homem que passou 15 anos em sono profundo.
",0,1103
793,newsmet,gpt,prompt4,CNN Analyst Gets Savaged on Twitter For Saying 'Racist and Misogynist' People Don't Have the 'Right' to Stay Anonymous,Analista da CNN é atacado no Twitter por dizer que pessoas 'racistas e misóginas' não têm o 'direito' de permanecer anônimas.,0,1101
486,newsmet,gpt,prompt4,"EA beefs up gaming portfolio, acquires 'Titanfall' maker Respawn","A EA reforça seu portfólio de jogos, adquire a criadora de 'Titanfall', a Respawn.",0,1100
1383,newsmet,gpt,prompt4,"From San Juan to New York, He Offers Help and Hope for the Uprooted","De San Juan a Nova York, Ele Oferece Ajuda e Esperança para os Deslocados.",0,1099
750,newsmet,gemini,prompt4,Alabama rep says that if the women are telling the truth about Roy Moore they should be prosecuted,"O representante do Alabama diz que, se as mulheres estiverem falando a verdade sobre Roy Moore, deveriam ser levadas à forca.
",0,1098
2585,newsmet,gemma3,prompt4,WATCH LIVE: Donald Trump discusses tax reform in North Dakota speech,"Acompanhe ao vivo: Donald Trump discute reforma tributária em discurso no Norte de Dakota.
",0,1097
1435,newsmet,gpt,prompt4,Green Energy Coalition Compares Solar Tariff Supporters To Obama’s Solyndra,A Coalizão de Energia Verde Compara os Defensores de Tarifas Solares aos Solyndra de Obama.,0,1096
1728,newsmet,gpt,prompt4,Russians take the plunge in -38C at EXTREME swimming club,Russos mergulham de cabeça a -38°C no clube de natação EXTREMA.,0,1095
1096,newsmet,gemmaX,sem_prompt,U.S. Air Force Space Chief Sees Final Frontier as Battleground,Chefe da Força Aérea dos EUA para o Espaço vê a fronteira final como um campo de batalha,0,1094
2534,newsmet,gemini,prompt4,"AARP: Some seniors could pay more than $$30,000 per year to keep their plans under Graham-Cassidy","A AARP: Alguns idosos poderiam desembolsar mais de R$30.000 por ano para manter seus planos sob Graham-Cassidy.
",0,1094
514,newsmet,gpt,prompt4,"In a Play, Rafael Nadal Inhabits a New Role: Gay Icon","Em um espetáculo, Rafael Nadal habita um novo papel: Ícone Gay.",0,1087
1870,newsmet,gemini,prompt4,A scientist just destroyed the conservative myth that inequality is necessary for economic motivation,"Um cientista implodiu o castelo de cartas conservador que a desigualdade é o combustível da economia.
",0,1085
556,newsmet,gpt,prompt4,"This November, Pennsylvania Democrats flipped offices for first time since 1799","Neste novembro, os democratas da Pensilvânia viraram a mesa pela primeira vez desde 1799.",0,1084
549,newsmet,gemma3,prompt2,Mexico City archdiocese counters allegations of sex abuse cover up,Arquidiocese do México se defende de alegações de acobertamento de abusos sexuais.,0,1082
1254,newsmet,gemini,prompt4,Why Dylan O'Brien is taking on a new role,"Por que Dylan O'Brien está vestindo uma nova pele.
",0,1082
1517,newsmet,gemma3,prompt4,The U.S. Should Support Kurdish Independence for Moral and Practical Reasons,"Os Estados Unidos devem amparar a independência curda por razões morais e práticas.
",0,1082
2431,newsmet,gemma3,prompt4,Switch expected to outsell Wii U within a year,Espera-se que o Switch deixe o Wii U comendo poeira em um ano.,0,1079
747,newsmet,gemma3,prompt4,"In NAFTA Negotiations, Trump Must Ensure Protection of US Property Rights","Nas negociações do NAFTA, Trump precisa garantir a defesa do patrimônio americano.",0,1076
742,newsmet,gemini,prompt4,"Govt, Private Sector Encryption Upgrade Could Enhance Cyber Security","A Blindagem Criptográfica Governamental e Privada Pode Fortalecer a Fortaleza Cibernética.
",0,1070
301,newsmet,gemma3,prompt4,"Maxine Waters: 'Mr. President, we are organizing to bring you down'","Senhor Presidente, estamos tecendo a corda para te derrubar.",0,1068
162,newsmet,gemini,prompt4,First time buyers in Wokingham to be spared Stamp Duty,"Compradores de primeira viagem em Wokingham escapam da facada do Imposto do Selo.
",0,1068
217,newsmet,gemini,prompt4,BOOM! Sen. Grassley Launched Investigation Into Clinton-Uranium One Scandal Last Week (Video),"**BUM! Senador Grassley detonou investigação sobre o escândalo Clinton-Uranium One na semana passada (Vídeo)**
",0,1067
1452,newsmet,gemma3,prompt4,Los Angeles Clippers defeated The Utah Jazz with a score of 102-84,Os Clippers de Los Angeles dominaram o Utah Jazz com um placar de 102 a 84.,0,1067
397,newsmet,gpt,prompt4,Missing: Rex Tillerson—have you seen your Secretary of State,Desaparecido: Rex Tillerson—você viu seu Secretário de Estado?,0,1066
723,newsmet,gemini,prompt4,Medical marijuana is helping people for many more health problems than just pain,"A maconha medicinal está abrindo um leque de esperanças para muito mais males além da dor.
",0,1065
900,newsmet,gpt,prompt4,Dwyane Wade shares his amazing Kobe Bryant story about their first matchup,Dwyane Wade compartilha sua incrível história sobre Kobe Bryant em seu primeiro confronto.,0,1065
1243,newsmet,gemma3,prompt4,Apple plans to build an Iowa data center that fully runs with renewable energy,"A Apple planeja erguer um centro de dados em Iowa que funcionará inteiramente a partir de energia renovável.
",0,1060
2004,newsmet,gemma3,prompt4,Bannon appeals to US Jewish community to join war on GOP establishment,Bannon clama ao seio da comunidade judaica americana para se juntar à guerra contra o establishment republicano.,0,1058
1134,newsmet,gemma3,prompt4,Cobie Smulders and Taran Killam Still Want to Leave Battery Park,Cobie Smulders e Taran Killam ainda desejam abandonar a doca.,0,1057
192,newsmet,gpt,prompt4,"Now, more than ever, Democrats need to shut the Judiciary Committee down","Agora, mais do que nunca, os democratas precisam colocar um ponto final no Comitê Judiciário.",0,1056
457,newsmet,gemini,prompt4,Al Gore Calls Naturally Occurring Iceberg A ‘Jarring Reminder’ Of The ‘Climate Crisis’,"Al Gore vê um iceberg natural como um ""tapa na cara"" da ""crise climática"".
",0,1055
1790,newsmet,gpt,prompt4,Aleppo’s Melkite archbishop looks to rebuild city from the ashes,O arcebispo melquita de Aleppo busca reconstruir a cidade das cinzas.,0,1055
300,newsmet,gemini,prompt4,Steve Wynn Claims Gun Free Zone Would Have Prevented Vegas Shooter,"Steve Wynn alega que uma ""zona livre de armas"" teria estancado a carnificina em Vegas.
",0,1053
2330,newsmet,gemini,prompt4,NHS England Chief Doctor Wants Roll-Out of Genomic Medicine Within 5 Years,"O Médico-Chefe da NHS England quer plantar a medicina genômica em cinco anos.
",0,1050
1066,newsmet,gpt,prompt4,Michael Moore Leads Audience of Broadway Play to Trump Tower,Michael Moore leva o público da peça da Broadway à Torre Trump.,0,1048
2210,newsmet,gemini,prompt4,The Founding Fathers designed impeachment for someone exactly like Donald Trump,"Os Pais Fundadores projetaram o impeachment para alguém exatamente como Donald Trump.
",0,1048
2197,newsmet,gemini,prompt2,Klondex Mines new open pit estimates confirm Fire Creek as “a world class property”,"Estimativas da nova mina a céu aberto da Klondex confirmam Fire Creek como ""uma propriedade de classe mundial"".",0,1047
645,newsmet,gemini,prompt4,UC Berkeley has spent about $$1.4 million in security costs for conservative speakers this year,"A Universidade da Califórnia em Berkeley já gastou cerca de 1,4 milhão de dólares blindando oradores conservadores este ano.
",0,1045
1457,newsmet,gemini,prompt4,"The GOP deserves this tax bill, but America doesn't.","O Partido Republicano merece essa conta fiscal, mas a América não.
",0,1044
1694,newsmet,gemma3,prompt4,Study Exposes Dark Side of Coffee Cultivation in Uganda,Estudo Revela o Lado Sombrio do Cultivo do Café em Uganda.,0,1042
629,newsmet,gemma3,prompt4,Venues across the country are banning white nationalist events after Charlottesville violence,Locais por todo o país estão erguendo barreiras a eventos nacionalistas brancos após a violência de Charlottesville.,0,1041
2100,newsmet,gpt,prompt4,As Russia Warns ‘World Faces War Worse Than Any Other In Human History’,A Rússia Adverte que o 'Mundo Enfrenta uma Guerra Pior do Que Qualquer Outra na História da Humanidade',0,1040
1277,newsmet,gemini,prompt4,US Justice Department faults DEA over agent’s dangerous liaison,"O Departamento de Justiça dos EUA aponta o dedo para a DEA por caso perigoso de amor de agente.
",0,1038
1696,newsmet,gemma3,prompt4,Disneyland water cooling towers shut down after Legionnaire’s disease cases reported,As torres de resfriamento da Disneyland paralisadas após casos de doença dos legionários.,0,1034
1580,newsmet,gemma3,prompt4,A reporter asked Trump what his health care plan is. He didn't know,Um repórter perguntou a Trump qual era o remédio para a saúde. Ele não tinha a menor ideia.,0,1033
1386,newsmet,gemini,prompt4,NKorea Says It's Seriously Considering Plan to Strike Guam,"Coreia do Norte pondera seriamente plano para cravar a espada em Guam.
",0,1032
682,newsmet,gemma3,prompt4,"""Mitch & Greg"" Explain Why You Should Never Have Kids","Mitch & Greg Explicam Por Que Você Nunca Deveria Ter Filhos.
",0,1029
178,newsmet,gemini,prompt4,Will planetary protection stop humans from going to Mars?,"A proteção planetária vai fincar o pé em Marte?
",0,1028
1210,newsmet,gemma3,prompt2,Disney Said to Be Nearing a Deal With 21st Century Fox,A Disney teria um acordo com a 21st Century Fox se aproximando.,0,1028
1356,newsmet,gemini,prompt4,"Gov't reports far fewer new jobs created in December than economists expected: 148,000","Relatório do governo revela: dezembro produziu menos empregos novos que a expectativa dos economistas. Apenas 148.000.
",0,1027
2367,newsmet,gemini,prompt4,Iraq declares end of ISIS caliphate after capture of Mosul mosque,"O Iraque enterra o califado do ISIS após a tomada da mesquita de Mosul.
",0,1023
1828,newsmet,gpt,prompt4,Windows Phone 8.1 has reached its limit in terms of updates and security patches,O Windows Phone 8.1 chegou ao fim da linha em termos de atualizações e correções de segurança.,0,1022
949,newsmet,gemini,prompt2,"A federal judge just sent it back to him with a big ""No!""","Um juiz federal acabou de devolver com um grande ""Não!""
",0,1021
1191,newsmet,gpt,prompt4,A Voracious Starfish Is Destroying the Great Barrier Reef,Uma estrela-do-mar voraz está devastando a Grande Barreira de Coral.,0,1021
744,newsmet,gemma3,prompt4,Know Your Enemy: US considered most dangerous country globally (Video),Conheça o Inimigo: EUA considerado o país mais perigoso do mundo (Vídeo),0,1018
2461,newsmet,gemma3,prompt4,Handful of House Democrats introduce bill to fix Obamacare,"Um punhado de democratas do Congresso apresenta projeto para dar um tapa no Obamacare.
",0,1017
427,newsmet,gpt,prompt4,Growbots vs. Zenprospect: Which Lead Generation Tool Can Grow Your Business,Growbots vs. Zenprospect: Qual Ferramenta de Geração de Leads Pode Fazer Seu Negócio Florescer,0,1016
891,newsmet,gemini,prompt2,Roy Moore Finds a Rival From Afar: Gloria Allred,"Roy Moore Encontra uma Rival de Longe: Gloria Allred
",0,1015
2045,newsmet,gpt,prompt4,"After 30 Years, Alarmists Are Still Predicting A Global Warming ‘Apocalypse’","Após 30 anos, os alarmistas ainda preveem um 'apocalipse' do aquecimento global.",0,1015
553,newsmet,gpt,prompt4,Aircraft Carrier Delivers Mountains Of Aid To Thousands Of Irma Victims,Porta-aviões entrega montanhas de ajuda para milhares de vítimas de Irma.,0,1014
636,newsmet,gpt,prompt4,"Pope urges Peruvians to focus on hope, unity ahead of trip",O Papa incita os peruanos a semear esperança e união antes da visita.,0,1013
1523,newsmet,gpt,prompt4,"For $350 in Rent, a Tenant Becomes a Landlord’s Helper","Por R$350 de aluguel, um inquilino se torna o braço direito do proprietário.",0,1010
2278,newsmet,gemini,prompt2,Senate Intelligence Committee Is Reportedly Investigating Jill Stein Over Russia Ties,Comissão de Inteligência do Senado estaria investigando Jill Stein por ligações com a Rússia.,0,1005
372,newsmet,gpt,prompt2,Rising Star Dem Harris Raises Funds for Fellow Lawmakers,A Estrela Emergente Dem Harris Levanta Fundos para Colegas Legisladores.,0,998
1400,newsmet,gpt,prompt4,Damascus: Syrian Army Poised to Retake Last Al-Qaeda Held District,Damasco: Exército Sírio Pronto para Retomar o Último Bastião das Al-Qaeda.,0,998
2528,newsmet,gemini,prompt4,Nevada rancher Cliven Bundy violated law in 2014 armed standoff: prosecutor,"O pecuarista de Nevada, Cliven Bundy, desafiou a lei em 2014 em um confronto armado: o promotor.
",0,997
2549,newsmet,gemini,prompt4,Politicians Could Learn a Lot From Greg Kraut Campaign,"Políticos poderiam aprender muito com a campanha de Greg Kraut.
",0,992
1860,newsmet,gpt,prompt4,"Citing Recusal, Trump Says He Wouldn’t Have Hired Sessions","Citando a recusa, Trump diz que não teria contratado Sessions.",0,990
916,newsmet,gpt,prompt4,Jimmy Kimmel and Son Billy Make an Emotional Appeal to Fund the Children's Health Program...Now.,Jimmy Kimmel e Seu Filho Billy Fazem um Apelo Emocional para Financiar o Programa de Saúde Infantil...Agora.,0,989
481,newsmet,gemma3,prompt4,Trump family to spend Christmas in their secret lair under volcano,A família Trump passará o Natal em seu refúgio secreto sob a montanha adormecida.,0,988
681,newsmet,gemini,prompt4,Isaiah Thomas thinks the Celtics will regret trading him,"Isaiah Thomas acha que os Celtics vão se arrepender de tê-lo trocado.
",0,988
1793,newsmet,gemini,prompt4,Virginia needs Ralph Northam as its next governor. Here's why,"A Virgínia precisa de Ralph Northam como seu próximo governador. E os motivos borbulham.
",0,983
1381,newsmet,gemma3,prompt4,White supremacist website Daily Stormer has a new home — Russia,"O ninho da Daily Stormer, site supremacista branco, encontrou um novo lar — na Rússia.",0,981
755,newsmet,gemma3,prompt4,"On 9/11 Anniversary, Pope Francis Says ‘Religions Cannot Want Anything But Peace’","No Aniversário do 11 de Setembro, o Papa Francisco Declara: 'As Religiões Não Podem Almejar Senão a Paz'.",0,980
1377,newsmet,gemini,prompt4,Trump administration lied when it said DHS had vetted their bogus and racist terror report,"A administração Trump mentiu deslavadamente quando disse que a Segurança Interna havia avaliado seu relatório terrorista fajuto e racista.
",0,980
898,newsmet,gemini,prompt4,Alabama GOP now openly defending pedophilia in defense of Roy Moore,"O Partido Republicano do Alabama agora assume a defesa explícita da pedofilia, em defesa de Roy Moore.
",0,979
1044,newsmet,gpt,prompt4,AGAIN? Who wore it better: Donald Trump or Hillary Clinton?,DE NOVO? Quem usou melhor: Donald Trump ou Hillary Clinton?,0,975
2056,newsmet,gpt,prompt4,Paul Newman’s Rolex Daytona watch sells for world record $$17.8 million,"O relógio Daytona de Paul Newman é vendido por um recorde mundial de 17,8 milhões de dólares.",0,974
230,newsmet,gemmaX,sem_prompt,Police Chief Association blasts Trump for encouraging Police brutality,Associação de Chefes de Polícia critica Trump por incentivar a brutalidade policial,0,973
88,newsmet,gemma3,prompt4,Los Angeles Philharmonic Finds Its Next Leader in Seattle,"A Filarmônica de Los Angeles encontra seu novo timoneiro em Seattle.
",0,972
837,newsmet,gemini,prompt4,State Department: Russian consulate in San Francisco closed to reach 'parity' after US expulsions,"Departamento de Estado: Consulado russo em São Francisco fechado para alcançar a 'paridade' após expulsões dos EUA.
",0,970
1098,newsmet,gemini,prompt2,"Nebraska regulators approve Keystone XL pipeline in narrow 3-2 vote, despite South Dakota spill","Reguladores de Nebraska aprovam oleoduto Keystone XL em votação apertada de 3 a 2, apesar de vazamento em Dakota do Sul.",0,970
90,newsmet,gemma3,prompt4,Trump just SAVED America From The Disastrous Paris Climate Treaty Fraud,Trump apenas resgatou a América da fraudulenta armadilha parisiense do clima.,0,970
1431,newsmet,gemini,prompt4,DBS' has explained a mistake of 'Dragon Ball Z',"DBS expôs uma gafe de 'Dragon Ball Z'.
",0,967
1874,newsmet,gemma3,prompt4,Hizballah says an Israeli “spying device” spotted on Mt. Barouk,"Hizbollah afirma ter descoberto um “olho espião” israelense no Monte Barouk.
",0,960
535,newsmet,gemini,prompt4,Donna Brazile reveals the extent of Hillary Clinton corruption at the DNC,"Donna Brazile expõe a podridão da era Hillary Clinton no DNC.
",0,956
543,newsmet,gpt,prompt4,Ottawa Senators sign John Oduya to a short-term deal in NHL contracts,Senadores de Ottawa contratam John Oduya para um acordo de curto prazo na NHL.,0,956
2213,newsmet,gpt,prompt4,North Korean foreign minister compares Trump's threat to dogs barking,Ministro das Relações Exteriores da Coreia do Norte compara a ameaça de Trump a cães latindo.,0,955
2569,newsmet,gemma3,prompt4,That $$300 million no-bid contract for Puerto Rico forbids any government audit or review,"Aquele contrato de US$ 300 milhões, sem licitação, para Porto Rico, lacra qualquer chance de uma olhada por dentro.",0,955
2185,newsmet,gemmaX,sem_prompt,CoCo Vandeweghe Leads the U.S. Team in the Fed Cup Final,CoCo Vandeweghe lidera a equipa dos EUA na final da Fed Cup,0,950
1702,newsmet,gpt,prompt4,"Less than one day after terror attack, Trump's campaign accuses the media of attacking the president","Menos de um dia após o ataque terrorista, a campanha de Trump acusa a mídia de atacar o presidente.",0,950
1198,newsmet,gemma3,prompt4,Congressional Democrats Promise a ‘Better Deal’ for American Workers,"Democratas do Congresso prometem um ""acordo mais vantajoso"" para os trabalhadores americanos.",0,946
1606,newsmet,gemini,prompt4,Star Wars: The Last Jedi': Rian Johnson discusses the effect of Fisher's death,"""Star Wars: Os Últimos Jedi"": Rian Johnson discute o impacto da partida de Fisher.
",0,944
97,newsmet,gemini,prompt2,Silicon Valley’s Peter Thiel Finally Cuts Ties with Y Combinator,"Peter Thiel, do Vale do Silício, Finalmente Rompe Laços com a Y Combinator.
",0,943
50,newsmet,gpt,prompt4,How Pentagon Officials May Have Encouraged a 2009 Coup in Honduras,Como Funcionários do Pentágono Podem Ter Alimentado um Golpe em Honduras em 2009,0,940
1991,newsmet,gemma3,prompt4,New Wall Street Journal report might totally destroy Republicans’ favorite anti-FBI talking point,Novo relatório do Wall Street Journal pode enterrar de vez o argumento preferido dos republicanos contra o FBI.,0,939
1767,newsmet,gemini,prompt4,"Photogallery - Apple will build its new billion-dollar data center in Waukee, Iowa","Fotogaleria - A Apple fincará a bandeira de seu novo data center bilionário em Waukee, Iowa.
",0,938
1001,newsmet,gemma3,prompt2,Donald Trump Jr. and Kellyanne Conway Support Bullied Tennessee Middle Schooler,Donald Trump Jr. e Kellyanne Conway apoiam estudante do ensino fundamental do Tennessee que sofreu bullying.,0,938
595,newsmet,gemini,prompt4,"Mark Penn and Andrew Stein have published the most execrable ""advice to Democrats"" op-ed ever","Mark Penn e Andrew Stein vomitaram o pior ""conselho aos democratas"" já publicado.
",0,936
1681,newsmet,gpt,prompt4,Canada takes in LGBT Russians fleeing ‘gay purge’ in Chechnya,O Canadá acolhe russos LGBT fugindo da 'purificação gay' na Chechênia.,0,935
339,newsmet,gemini,prompt4,FedEx raises full year profit outlook after quarterly growth,"FedEx alça voo com lucro anual revisado para cima após crescimento trimestral.
",0,935
1556,newsmet,gemini,prompt4,ISIS calls on Muslims to commit jihad attacks at hurricane relief centers,"O ISIS clama aos muçulmanos que lancem uma tempestade de fogo nos centros de ajuda humanitária.
",0,933
2142,newsmet,gemini,prompt4,"FL-Sen: Nelson (D) Refuses To Let Trump Privatize Air Traffic Control, PCCC Pushes Dems To Join Him","FL-Sen: Nelson (D) finca o pé e não deixa Trump entregar o controle de tráfego aéreo para a iniciativa privada, PCCC pressiona os democratas a se juntarem a ele.
",0,931
1013,newsmet,gemini,prompt4,Novak Djokovic Criticizes Wimbledon Officials After His Match Is Delayed,"Djokovic, após a partida adiada, cospe fogo contra os oficiais de Wimbledon.
",0,930
1956,newsmet,gemma3,prompt2,New York Times risks spontaneous combustion by printing annotated Constitution alongside editorial pages,O New York Times corre o risco de entrar em combustão espontânea ao imprimir a Constituição anotada ao lado das páginas editoriais.,0,929
827,newsmet,gemma3,prompt4,"Sens. Cory Booker, Al Franken and Elizabeth Warren propose that the U.S. ‘prevent genocide’","Cory Booker, Al Franken e Elizabeth Warren propõem que os EUA 'impedir o genocídio'.",0,929
1202,newsmet,gemini,prompt2,"NYT Reporter: Clinton Lawyer ""Vigorously"" Denied Funding Trump-Russia Dossier","Repórter do NYT: Advogado de Clinton nega ""veementemente"" financiamento do dossiê Trump-Rússia.",0,929
2204,newsmet,gemini,prompt4,Kale and Caulifla could perform a fusion in 'Dragon Ball Super',"Kale e Caulifla poderiam realizar uma fusão em 'Dragon Ball Super'.
",0,928
2117,newsmet,gemini,prompt4,Sinclair Broadcast News exposed its white nationalist agenda today,"Hoje, a Sinclair Broadcast News mostrou a sua verdadeira face, de supremacia branca.
",0,925
1297,newsmet,gpt,prompt4,Bombs Will Not Defeat ISIS (but Maybe the Internet Will),Bombas não vão derrotar o ISIS (mas talvez a internet consiga),0,925
421,newsmet,gpt,prompt2,How the transgender crusade made me rethink my support for gay marriage,"""Como a cruzada transfeminista me fez repensar meu apoio ao casamento gay.""",0,924
1498,newsmet,gpt,prompt4,"Pokemon Go' is bringing the Legendary Birds, Unown, and Mr. Mime in a new event","Pokémon Go está trazendo as Aves Lendárias, Unown e Mr. Mime em um novo evento.",0,923
1008,newsmet,gemini,prompt4,Photogallery - Hackers try to spread a new virus through Facebook Messenger,"Galeria de Fotos - Hackers tentam semear um novo vírus via Facebook Messenger.
",0,921
1768,newsmet,gpt,prompt4,Comic book company pulls cover showing lynching and castration of man of color,Editora de quadrinhos retira capa mostrando linchamento e castração de homem negro.,0,919
1908,newsmet,gpt,prompt4,Republican representative: Taking down Confederate monuments will lead to closing Holocaust museum,Representante republicano: Derrubar monumentos confederados levará ao fechamento do museu do Holocausto.,0,917
2432,newsmet,gemma3,prompt4,"Donald Trump's lawyer equates Lee and Washington, says FBI and BLM are run by terrorists","O advogado de Donald Trump equipara Lee a Washington, afirma que o FBI e o BLM são geridos por terroristas.",0,914
2470,newsmet,gemma3,prompt4,"From Sweden to Russia: European bison travel over 2,000 km as part of reintroduction efforts",Da Suécia à Rússia: bisões-europeus percorrem mais de 2.000 km em jornada de esperança como parte de um renascimento.,0,912
95,newsmet,gpt,prompt4,Heroic Man Turns Flight Delay Into Airport Wide Karaoke Session,Homem Heroico Transforma Atraso de Voo em Sessão de Karaokê no Aeroporto.,0,911
1465,newsmet,gpt,prompt4,"ISIS releases new video, bragging that Las Vegas shooting is REVENGE for US attacks against their ‘caliphate’","O ISIS divulga um novo vídeo, se gabando de que o tiroteio em Las Vegas é VINGANÇA pelos ataques dos EUA contra seu 'califado'.",0,908
1794,newsmet,gemma3,prompt2,Photogallery - Scottie Pippen puts LeBron James ahead of Michael Jordan,Galeria de fotos - Scottie Pippen coloca LeBron James acima de Michael Jordan,0,907
292,newsmet,gpt,prompt4,Red Star/White Star: Why the Lockheed F-35 Should Fear Russia’s Su-35,Estrela Vermelha/Estrela Branca: Por que o Lockheed F-35 Deve Temer o Su-35 da Rússia.,0,905
201,newsmet,gemma3,prompt4,Elizabeth Warren Attacks Neil Gorsuch’s Ties to Koch Network,Elizabeth Warren Ataca os Laços de Neil Gorsuch com a Teia Koch.,0,902
2288,newsmet,gemini,prompt4,Iran accuses the US of breaching nuclear accord by new sanctions,"Irã acusa os EUA de pisarem na bola com o acordo nuclear, ao impor novas sanções.
",0,902
1146,newsmet,gpt,prompt4,Game of Thrones': we may have discovered Arya's new face in HBO's latest video,Podemos ter descoberto o novo rosto de Arya no último vídeo da HBO.,0,901
721,newsmet,gemmaX,sem_prompt,Jennifer Garner Reportedly Warned Lindsay Shookus About Ben Affleck,Jennifer Garner terá avisado Lindsay Shookus sobre Ben Affleck,0,901
2488,newsmet,gemma3,prompt4,"A 9-year-old boy discovers a million-year-old fossil in Las Cruces, New Mexico","Um garoto de nove anos desenterra um fósil com um milhão de anos em Las Cruces, Novo México.",0,900
1061,newsmet,gemini,prompt2,Hackers Find ‘Ideal Testing Ground’ for Attacks: Developing Countries,Hackers Encontram 'Campo de Teste Ideal' para Ataques: Países em Desenvolvimento,0,896
2180,newsmet,gpt,prompt4,The Good Doctor' Spoilers: Dr. Shaun and Claire perform major operation,Spoilers de 'The Good Doctor': Dr. Shaun e Claire realizam uma cirurgia de grande porte.,0,895
1413,newsmet,gemma3,prompt4,America Cannot Afford to Have Afghanistan Become the New Vietnam,A América não pode se dar ao luxo de ver o Afeganistão se tornar um novo Vietnã.,0,892
195,newsmet,gpt,prompt4,Justice Kennedy’s retirement rumors could spell the end of marriage equality and abortion rights: analysis,Os rumores sobre a aposentadoria do Justice Kennedy podem significar o fim da igualdade no casamento e dos direitos ao aborto: análise.,0,892
2193,newsmet,gemini,prompt4,Apple’s new ad shows how iPads are going to replace laptops,"O novo anúncio da Apple mostra como os iPads vão sepultar os laptops.
",0,892
847,newsmet,gpt,prompt4,Michael Kors to Buy Jimmy Choo in $1.2 Billion Deal,"Michael Kors compra Jimmy Choo em um acordo de 1,2 bilhão de dólares.",0,890
970,newsmet,gemma3,prompt4,Scientists May Have Found First Proof that We Live in A Multiverse,"Cientistas podem ter desvendado a primeira pista de que habitamos um universo-coral.
",0,889
82,newsmet,gemma3,prompt4,Stunning Interactive 3-D Graphic Tells 2016 Election Story in A Single Image…,"Uma imagem tridimensional interativa e deslumbrante narra a história da eleição de 2016… em um único retrato.
",0,888
