ingles_original,portugues_traduzido,ingles_traduzido,label,ROUGE,BLEU,BERTSCORE,BLEURT,COMET22,KIWI-XL,XCOMET-XL,Soma_ranking
call it a night,Vou chamar o fim da noite.,"""I'm going to call the end of night.""",1,47,30,292,255,335,191,225,1375
I worked on my computer for two hours.,Trabalhei em minha máquina por duas horas.,"""Worked on my machine for two hours.""",0,10,15,58,119,89,34,105,430
man of the hour,Homem da hora.,Homem do horário,1,100,30,714,410,235,426,291,2206
from the bottom of my heart,Do profundo do meu coração.,"""From the depths of my soul""",1,18,30,138,68,84,12,53,403
beat around the bush,Circundar com rodeios.,"""Circle with veils""",1,100,30,340,710,667,363,604,2814
go the extra mile,"Ir além das próprias expectativas, ir além do que é razoável esperar.","Ir além da própria visão lateral, ir além do que é razoável acreditar.",1,100,30,486,516,612,576,572,2892
down to earth,Ao pé da letra.,By the book,1,100,30,344,245,574,278,465,2036
They are chatting in the living room.,Eles estão fazendo confidências no quarto de estar.,Eles estão compartilhando segredos no salão de estar.,0,100,30,691,303,222,193,195,1734
The dog ran across the yard.,O cão deu uma corrida pelo gramado.,O cão deu um saque pelo gramado.,0,100,30,677,422,245,555,455,2484
bigger fish to fry,Pescado maior para cozinhar.,"""A peça maior para assar.""",1,100,30,552,653,665,549,297,2846
climbing the walls,Ficar louco por falta de ar.,"""Lâtarar por falta de oxigênio.""",1,100,30,503,619,682,281,413,2628
as clear as day,Claro como o dia.,"""Luminously clear"" ou ""Brilliantly clear"".",1,56,30,311,436,345,293,133,1604
like a fish out of water,Ser como um peixe fora d'água.,Ser como um peixe sem nadadeira.,1,100,30,702,475,321,556,384,2568
"like father, like son","Como pai, como filho.","""Como pai, como filho."" é uma expressão que pode ser traduzida como ""Both parent and child"", ""Father and son at the same time"" ou ""Both sides"". No entanto, uma tradução criativa e metafórica seria:

""Simbolicamente pai e filho.""

""Like both parent and child.""

Em ambos os casos, a expressão mantém o sentido de dualidade, abordando a relação complexa de uma coisa sendo uma coisa, mas também outra ao mesmo tempo.

Alternativamente, poderia ser traduzida como ""Como dois extremos de uma relação"" ou ""Em dois planos ao mesmo tempo"", deixando assim, mais claro a possibilidade de abordagens metafóricas.

O ""like both"" também sugere possuir uma qualidade do outro (por exemplo: ""ser um pai"" e ""ser um filho"")",1,96,30,376,228,525,304,686,2245
blaze a trail,Abrir caminho às avessas.,"""Create backdoor opportunities""",1,100,30,293,337,507,316,514,2097
dare to dream,Sobra espaço para sonhar.,Haven't the space to dream.,1,36,30,191,577,374,630,506,2344
at your wit’s end,Chegar ao fim dos cabos,"""Reaching the end of the line""",1,65,30,278,209,450,241,306,1579
a piece of cake,Fácil como comer bolo.,"""Simples como comer uma sobremesa.""",1,100,30,484,603,288,439,158,2102
call the shots,Tomar as rédeas,Assume the reins.,1,45,30,291,265,422,236,277,1566
close call,Confronto apertado.,Aperto de garras.,1,100,30,432,690,674,322,333,2581
against the clock,À corda ou Contra o relojoeiro.,On a tightrope or Against the clockmaker.,1,39,30,172,266,469,122,398,1496
eye of the storm,Coração da tempestade.,"""The Eye of the Storm.""",1,4,30,71,45,94,173,83,500
don't count your chickens before they hatch,Não faça contas com os ovos antes de eles serem postos.,"""Don't count your chickens before they hatch.""",1,1,5,15,7,10,91,57,186
They are having a family gathering at home.,Eles estão tendo uma festa familiar em casa.,Eles estão fazendo casa de festa em casa.,0,100,30,372,453,442,641,411,2449
big time,"Muito grande (no sentido figurado, significando sucesso ou conquista notável)",Um grande feito.,1,100,30,523,583,184,360,374,2154
a drop in the ocean,Gotícula na oceano.,A Drop in the Ocean.,1,1,30,9,6,48,532,59,685
big fish in a small pond,Peixe grande num pequeno tanque.,Um peixe-gigante em um aquário pequeno.,1,100,30,428,521,238,35,11,1363
She studied for the test all week.,"Ela se preparou para a prova durante uma semana inteira, mergulhando em estudos intensos como um pescador em busca de uma presa valiosa.","Ela se preparou para a prova durante uma semana inteira, mergulhando em estudos intensos como um pescador em busca de uma presa valiosa.

Translation:
She prepared for the test throughout the entire week, diving into intense studies like a fisherman in pursuit of a valuable catch.",0,63,30,261,192,424,213,98,1281
against all odds,Contra todos os contratempos.,"""Against all setbacks""",1,18,30,140,103,204,172,64,731
hit the nail on the head,Acertar na mosca.,"""The Shot Went Right Down the Barrel.""",1,47,30,242,241,470,668,646,2344
back against the wall,"""Deixar alguém sem outras opções""","""Leaving someone with their back against the wall.""",1,18,20,158,173,269,127,347,1112
They watched the sunrise at the beach.,Eles assistiram à aurora nas costas da terra.,They watched the dawn from behind the earth.,0,28,30,70,145,174,366,616,1429
butter wouldn't melt,Não derretia o manteiga em seus lábios.,"""Her lips didn't melt butter.""",1,39,30,102,221,320,195,453,1360
a taste of their own medicine,Um gosto de sua própria medicação,"""Sabor de sua própria pílula"".",1,100,30,378,305,266,494,312,1885
She is organizing her closet.,Ela está organizando seu armário secreto.,Ela está organizando o tesouro escondido de sua alma.,0,100,30,607,617,293,357,472,2476
She went to the gym for a workout.,Ela foi ao ginásio para acertar as malas.,Ela foi ao ginásio para afinar suas malas.,0,100,30,613,363,276,444,335,2161
dropping like flies,Caírem como moscas.,"Cairão como moscas, uma metáfora que remete à vulnerabilidade e fragilidade, comparando a situação ou pessoas em questão à facilidade com que moscas podem ser capturadas.",1,100,30,681,450,554,224,401,2440
a taste of freedom,Um sabor de liberdade.,Um sabor de liberdade.,1,100,30,515,288,29,302,1,1265
hold your horses,Calma os cavalos.,Soothe the horses.,1,45,30,181,144,243,209,115,967
The weather is very cold today.,O clima está muito gelado hoje.,"""O clima está congelado hoje.""",0,100,30,655,347,97,166,43,1438
blood runs cold,Sangue gela no coração,Sangue frio está no coração.,1,100,30,563,689,363,336,194,2275
don't cry over spilled milk,Não chore o leite derramado.,"""Não desgaste a sopa que foi servida.""",1,100,30,393,372,515,700,576,2686
back to basics,A volta às raízes,"""A Return to Roots""",1,49,30,203,159,141,21,26,629
go the extra mile,"Ir além do necessário, ir além do razoável.","""Overstep the need, overstep the reasonable.""",1,62,30,333,578,423,100,296,1822
carved in stone,Esculpir na pedra.,"""Esculpir na rocha.""",1,100,30,477,589,713,370,258,2537
She brushed her teeth before bed.,Ela aparou suas pernas dentadas antes de deitar.,Ela raspou suas pernas ferozes antes de ir para a cama.,0,100,30,520,343,691,387,620,2691
chip off the old block,Peça ao avô.,Pergunte ao patriarca ancestral.,1,100,30,403,565,550,309,452,2409
cat nap,"""Sonho de gato""","""Rêve de chat"" pode ser uma tradução que mantém a essência da metáfora original. No entanto, para um inglês mais natural, seria ""Cat's Dream"" ou mais criativa: ""Le rêve du chat"", ""O sonho de um gato"", ""Um sonho de felino"".",1,92,30,375,301,621,251,671,2341
chip on your shoulder,Um peso no ombro.,Um peso no ombro.,1,100,30,685,576,353,567,142,2453
as gentle as a lamb,Suave como um cordeiro.,Suave como um cordeiro leal.,1,100,30,698,498,192,537,337,2392
They went to a theme park for the day.,Irromperam em um parque de diversões pela manhã.,They burst into a funfair in the morning.,0,43,30,165,125,265,147,516,1291
burn the midnight oil,Queimar o óleo do meio da noite.,"Queimar o óleo (ou o barco) no meio da noite

(Espero que ""Queimar o barco"" seja mais preciso, pois é uma expressão idiomática comum, mas também posso usar ""queimar o óleo"", mas ""o óleo"" deve estar relacionado a barco ou a vida nautica, e caso você não esteja se referindo a isso então apenas ""queimar o barco"" é mais claro)",1,100,30,641,273,602,458,662,2766
blind leading the blind,Levando cegos para o cego.,"""Leading the blind to the blind.""",1,23,30,80,140,186,292,395,1146
blue in the face,De rosto azul,Face azul.,1,45,30,315,551,112,67,1,1121
She is taking a picture of the flowers in the garden.,Ela está capturando uma fotografia das flores no jardim.,"Ela está capturando uma fotografia das flores no jardim. 

(Alternativa: Ela está capturando o momento florido da vida.)",0,100,30,532,282,250,562,418,2174
They are having a barbecue in the garden.,Eles estão preparando um churrasco no jardim.,Eles estão grillando as coisas no jardim.,0,100,30,490,512,153,465,317,2067
jump the gun,Antecipar-se ao sinal,"""Signal Ahead""",1,100,30,326,287,541,361,558,2203
They are walking through the city streets.,"Eles estão percorrendo pelas ruas da cidade,",Eles estão navegando pelas avenidas da metrópole.,0,100,30,402,234,164,488,521,1939
She reads a book every night.,Ela leva o livro para dentro de sua mente todas as noites.,"""Every night, she carries the book into the chambers of her mind.""",0,57,30,157,176,205,117,238,980
chained to the desk,Acorrentado à mesa.,Embrulhado nos problemas.,1,100,30,573,547,506,523,492,2771
He did some gardening in the afternoon.,Ele cultivou algumas relações no período da tarde.,Ele semeou algumas raízes na tarde.,0,100,30,528,533,260,582,433,2466
They enjoyed a picnic in the park.,Eles se regozijaram em uma refeição ao ar livre no parque.,Eles se banquetearam ao ar livre no parque.,0,100,30,452,361,111,374,270,1698
dive in headfirst,Imergir de cabeça na água quente.,Immerse yourself headfirst in warm water.,1,57,30,144,139,130,42,85,627
have the upper hand,Ter a mão forte.,"Ter um pôr da mão forte, ter um tombo duro ou ter os punhos pesados.",1,100,30,595,373,705,541,631,2975
She is ironing her clothes.,Ela está aplainando suas roupas.,Ela está preparando um terreno plano (do) seu passado.,0,100,30,472,611,707,671,692,3283
He plays soccer every weekend.,Ele é o rei do futebol nos fins de semana.,"Ele é o rei do futebol nos fins de semana.

Ele é o monarca do futebol nos fins de semana.",0,100,30,701,584,564,711,605,3295
at the drop of a hat,"Às voltas e meias, sem pensar dois vezes, às pressas.","Between a rock and a hard place, with no time to think twice, in a rush.",1,84,30,279,644,689,419,674,2819
have a heart of stone,Ter um coração de pedra.,Tê-lo um coração de pedra.,1,100,30,446,695,177,306,283,2037
He worked on his computer for hours.,"Trabalhou na sua máquina por horas, moldando-a com o seu trabalho.","Trabalhou na sua máquina por horas, polindo-a com seu esforço.",0,100,30,618,400,305,501,382,2336
airing dirty laundry,Espalhar a roupa suja no átimo.,"""Air dirty laundry publicly.""",1,24,30,126,315,124,480,389,1488
dead in the water,"Sem barco no porto, à deriva.",Sem amarras no cais.,1,100,30,639,497,709,631,569,3175
another string to your bow,Outra flecha no seu arco.,"""Outra flecha no seu arco"" é traduzido para 'Another arrow in your quiver'.",1,55,30,234,268,490,216,428,1721
"easy come, easy go",Vem e vai.,"""Comes and goes.""",1,100,30,283,184,194,379,336,1506
bend over backwards,Inclinar-se até a se apoiar na nuca,To lean till you rely on your neck.,1,100,30,267,352,596,320,575,2240
bolt from the blue,Um raio do céu,Um raios de luz do céu,1,100,30,667,523,346,403,79,2148
dropping the ball,"Desperdiçar uma oportunidade, deixar cair uma bola.","Perder a oportunidade por uma pequena falha ou um simples erro, deixar a bola escapar.",1,100,30,638,298,503,217,515,2301
born with a silver spoon,Nasceu com a colher de prata.,"""Nascido com um toque de ouro.""",1,100,30,553,620,452,399,340,2494
as plain as day,"Como uma mão na massa, 

Ou

Na ponta do lápis","Como se estivesse com os pés na lama,

Ou

Na ponta da ferramenta.",1,100,30,584,604,702,580,668,3268
like a fish to water,Fazer como peixe na água.,Nadar com as golfinhos.,1,100,30,355,647,461,713,552,2858
change your tune,Mudar de refrão.,Change keys.,1,39,30,224,223,301,393,325,1535
adding fuel to the fire,Acender a fogueira.,Ligar a chama.,1,100,30,519,465,447,476,310,2347
They are playing board games in the living room.,"Eles estão fazendo jogos de tabuleiro na sala de estar, se sentindo como peões em um tabuleiro gigante.","Eles estão fazendo jogos de tabuleiro na sala de estar, se sentindo como peões em um tabuleiro gigante.",0,100,30,712,318,191,712,541,2604
dying to know,Morrer de curiosidade.,To die from curiosity,1,49,30,222,178,188,40,269,976
She is making a smoothie for breakfast.,Ela está preparando um suco suave para o café da manhã.,Ela está fazendo seu dia amanhecer em uma xícara suculenta.,0,100,30,487,491,522,560,629,2819
in the same boat,Na mesma canoa,"""Sticking to the same boat""",1,19,30,114,113,185,280,230,971
better late than never,Melhor depois do atraso.,Better after the delay.,1,53,30,217,174,566,59,68,1167
frog in your throat,Saca em sua garganta,"""Deglute em seu pescoço""",1,100,30,700,591,510,683,476,3090
down in the dumps,Debaixo do peso.,"""Beneath the Weight""",1,49,30,268,628,659,273,370,2277
blood is thicker than water,O sangue é mais denso que a água.,"""Blood is thicker than water.""",1,1,12,41,23,11,1,15,104
as high as a kite,Levando as coisas a alturas estratosféricas.,Ponha no mapa as estrelas.,1,61,30,600,602,641,717,688,3339
foot in the door,Um pé na porta.,"""Um pé na porta"" significa estar no limiar de uma decisão, hesitar em entrar num espaço ou situação.",1,100,30,673,418,576,291,439,2527
crying over spilled milk,Chorar sobre leite derramado,Lamentar sobre leite derramado,1,100,30,354,614,181,434,179,1892
He is studying for his exams.,Ele está aprofundando-se nos exames.,Ele está mergulhando cada vez mais fundo nos exames.,0,100,30,451,399,271,402,309,1962
darkest before dawn,A escuridão precede o amanhecer,The darkness precedes the dawn.,1,53,30,164,111,49,30,24,461
They are taking a family vacation.,Eles estão embarcando em uma aventura de família.,Eles estão navegando juntos em uma jornada familiar.,0,100,30,560,314,280,329,436,2049
cat got your tongue,O gato pegou a sua língua.,Ele estava calado até que um gato o pegou pela língua.,1,100,30,611,526,310,373,589,2539
barking up the wrong tree,Andar na pista errada.,"Estar no caminho de errô 

Pode ser também traduzido em: 

Está no caminho errado",1,100,30,706,580,683,604,582,3285
bird's eye view,Visão de pássaro.,Eagle's Eye View.,1,12,30,29,51,85,71,134,412
by a long shot,À distância de uma eternidade,"""Eternity's length away""",1,100,30,329,545,645,135,448,2232
add insult to injury,Acrescentar sal à ferida.,"""Add insult to injury.""",1,1,30,44,15,67,284,160,601
